ID,Country,area_km2
CR246208,Brazil,"2991"
CR246209,Brazil,"2985"
CR246210,Brazil,"2978"
CR246211,Brazil,"2972"
CR246212,Brazil,"2965"
CR246213,Brazil,"2957"
CR246214,Brazil,"2950"
CR246215,Brazil,"2942"
CR246216,Brazil,"2934"
CR246217,Brazil,"2926"
CR246218,Brazil,"2918"
CR246219,Brazil,"2909"
CR246220,Brazil,"2901"
CR246221,Brazil,"2892"
CR246222,Brazil,"2882"
CR246223,Brazil,"2873"
CR246224,Brazil,"2863"
CR246225,Brazil,"1349"
CR246240,Brazil,"892"
CR246241,Brazil,"1039"
CR247177,Brazil,"2478"
CR247178,Brazil,"3077"
CR247179,Brazil,"2992"
CR247180,Brazil,"3077"
CR247181,Brazil,"3077"
CR247182,Brazil,"3077"
CR247183,Brazil,"2820"
CR247184,Brazil,"2990"
CR247185,Brazil,"3075"
CR247186,Brazil,"2476"
CR247187,Brazil,"3072"
CR247188,Brazil,"3071"
CR247189,Brazil,"3069"
CR247190,Brazil,"2982"
CR247191,Brazil,"2809"
CR247192,Brazil,"3062"
CR247193,Brazil,"3059"
CR247194,Brazil,"3056"
CR247195,Brazil,"3053"
CR247196,Brazil,"3050"
CR247197,Brazil,"3046"
CR247198,Brazil,"3042"
CR247199,Brazil,"3038"
CR247200,Brazil,"3034"
CR247201,Brazil,"3029"
CR247202,Brazil,"3025"
CR247203,Brazil,"3020"
CR247204,Brazil,"3014"
CR247205,Brazil,"3009"
CR247206,Brazil,"3003"
CR247207,Brazil,"2997"
CR247208,Brazil,"2991"
CR247209,Brazil,"2985"
CR247210,Brazil,"2978"
CR247211,Brazil,"2972"
CR247212,Brazil,"2965"
CR247213,Brazil,"2957"
CR247214,Brazil,"2950"
CR247215,Brazil,"2942"
CR247216,Brazil,"2934"
CR247217,Brazil,"2926"
CR247218,Brazil,"2918"
CR247219,Brazil,"2909"
CR247220,Brazil,"2901"
CR247221,Brazil,"2892"
CR247222,Brazil,"2882"
CR247223,Brazil,"2873"
CR247224,Brazil,"2863"
CR247225,Brazil,"1349"
CR247239,Brazil,"897"
CR247240,Brazil,"2606"
CR247241,Brazil,"965"
CR248176,Brazil,"171"
CR248177,Brazil,"2392"
CR248178,Brazil,"3077"
CR248179,Brazil,"3077"
CR248180,Brazil,"3077"
CR248181,Brazil,"3077"
CR248182,Brazil,"3077"
CR248183,Brazil,"2820"
CR248184,Brazil,"2820"
CR248185,Brazil,"2392"
CR248186,Brazil,"3074"
CR248187,Brazil,"3072"
CR248188,Brazil,"3071"
CR248189,Brazil,"2813"
CR248190,Brazil,"2811"
CR248191,Brazil,"3065"
CR248192,Brazil,"3062"
CR248193,Brazil,"3059"
CR248194,Brazil,"3056"
CR248195,Brazil,"3053"
CR248196,Brazil,"3050"
CR248197,Brazil,"3046"
CR248198,Brazil,"3042"
CR248199,Brazil,"3038"
CR248200,Brazil,"3034"
CR248201,Brazil,"3029"
CR248202,Brazil,"3025"
CR248203,Brazil,"3020"
CR248204,Brazil,"3014"
CR248205,Brazil,"3009"
CR248206,Brazil,"3003"
CR248207,Brazil,"2997"
CR248208,Brazil,"2991"
CR248209,Brazil,"2985"
CR248210,Brazil,"2978"
CR248211,Brazil,"2972"
CR248212,Brazil,"2965"
CR248213,Brazil,"2957"
CR248214,Brazil,"2950"
CR248215,Brazil,"2942"
CR248216,Brazil,"2934"
CR248217,Brazil,"2926"
CR248218,Brazil,"2918"
CR248219,Brazil,"2909"
CR248220,Brazil,"2901"
CR248221,Brazil,"2892"
CR248222,Brazil,"2882"
CR248223,Brazil,"2873"
CR248224,Brazil,"2863"
CR248225,Brazil,"1190"
CR248238,Brazil,"1127"
CR248239,Brazil,"2619"
CR248240,Brazil,"2680"
CR248241,Brazil,"2593"
CR248242,Brazil,"517"
CR249176,Brazil,"2648"
CR249177,Brazil,"2905"
CR249178,Brazil,"3077"
CR249179,Brazil,"3077"
CR249180,Brazil,"3077"
CR249181,Brazil,"3077"
CR249182,Brazil,"3077"
CR249183,Brazil,"2991"
CR249184,Brazil,"1965"
CR249185,Brazil,"2733"
CR249186,Brazil,"3074"
CR249187,Brazil,"3072"
CR249188,Brazil,"2644"
CR249189,Brazil,"2898"
CR249190,Brazil,"3067"
CR249191,Brazil,"3065"
CR249192,Brazil,"3062"
CR249193,Brazil,"3059"
CR249194,Brazil,"3056"
CR249195,Brazil,"3053"
CR249196,Brazil,"3050"
CR249197,Brazil,"3046"
CR249198,Brazil,"3042"
CR249199,Brazil,"3038"
CR249200,Brazil,"3034"
CR249201,Brazil,"3029"
CR249202,Brazil,"3025"
CR249203,Brazil,"3020"
CR249204,Brazil,"3014"
CR249205,Brazil,"3009"
CR249206,Brazil,"3003"
CR249207,Brazil,"2997"
CR249208,Brazil,"2991"
CR249209,Brazil,"2985"
CR249210,Brazil,"2978"
CR249211,Brazil,"2972"
CR249212,Brazil,"2965"
CR249213,Brazil,"2957"
CR249214,Brazil,"2950"
CR249215,Brazil,"2942"
CR249216,Brazil,"2934"
CR249217,Brazil,"2926"
CR249218,Brazil,"2918"
CR249219,Brazil,"2909"
CR249220,Brazil,"2901"
CR249221,Brazil,"2892"
CR249222,Brazil,"2882"
CR249223,Brazil,"2873"
CR249224,Brazil,"2863"
CR249225,Brazil,"2379"
CR249226,Brazil,"948"
CR249227,Brazil,"236"
CR249237,Brazil,"1056"
CR249238,Brazil,"2706"
CR249239,Brazil,"2693"
CR249240,Brazil,"2681"
CR249241,Brazil,"2667"
CR249242,Brazil,"2433"
CR249243,Brazil,"147"
CR250175,Brazil,"85"
CR250176,Brazil,"2904"
CR250177,Brazil,"3076"
CR250178,Brazil,"3077"
CR250179,Brazil,"3077"
CR250180,Brazil,"3077"
CR250181,Brazil,"3077"
CR250182,Brazil,"3077"
CR250183,Brazil,"3077"
CR250184,Brazil,"3076"
CR250185,Brazil,"1794"
CR250186,Brazil,"2135"
CR250187,Brazil,"2646"
CR250188,Brazil,"3071"
CR250189,Brazil,"3069"
CR250190,Brazil,"3067"
CR250191,Brazil,"3065"
CR250192,Brazil,"3062"
CR250193,Brazil,"3059"
CR250194,Brazil,"3056"
CR250195,Brazil,"3053"
CR250196,Brazil,"3050"
CR250197,Brazil,"3046"
CR250198,Brazil,"3042"
CR250199,Brazil,"3038"
CR250200,Brazil,"3034"
CR250201,Brazil,"3029"
CR250202,Brazil,"3025"
CR250203,Brazil,"3020"
CR250204,Brazil,"3014"
CR250205,Brazil,"3009"
CR250206,Brazil,"3003"
CR250207,Brazil,"2997"
CR250208,Brazil,"2991"
CR250209,Brazil,"2985"
CR250210,Brazil,"2978"
CR250211,Brazil,"2972"
CR250212,Brazil,"2965"
CR250213,Brazil,"2957"
CR250214,Brazil,"2950"
CR250215,Brazil,"2942"
CR250216,Brazil,"2934"
CR250217,Brazil,"2926"
CR250218,Brazil,"2918"
CR250219,Brazil,"2909"
CR250220,Brazil,"2901"
CR250221,Brazil,"2892"
CR250222,Brazil,"2882"
CR250223,Brazil,"2873"
CR250224,Brazil,"2863"
CR250225,Brazil,"2854"
CR250226,Brazil,"2844"
CR250227,Brazil,"2833"
CR250228,Brazil,"2588"
CR250236,Brazil,"530"
CR250237,Brazil,"2643"
CR250238,Brazil,"2706"
CR250239,Brazil,"2693"
CR250240,Brazil,"2681"
CR250241,Brazil,"2667"
CR250242,Brazil,"2654"
CR250243,Brazil,"954"
CR251176,Brazil,"2563"
CR251177,Brazil,"3076"
CR251178,Brazil,"3077"
CR251179,Brazil,"3077"
CR251180,Brazil,"3077"
CR251181,Brazil,"3077"
CR251182,Brazil,"3077"
CR251183,Brazil,"3077"
CR251184,Brazil,"2990"
CR251185,Brazil,"2135"
CR251186,Brazil,"3074"
CR251187,Brazil,"3072"
CR251188,Brazil,"3071"
CR251189,Brazil,"3069"
CR251190,Brazil,"3067"
CR251191,Brazil,"3065"
CR251192,Brazil,"3062"
CR251193,Brazil,"3059"
CR251194,Brazil,"3056"
CR251195,Brazil,"3053"
CR251196,Brazil,"3050"
CR251197,Brazil,"3046"
CR251198,Brazil,"3042"
CR251199,Brazil,"3038"
CR251200,Brazil,"3034"
CR251201,Brazil,"3029"
CR251202,Brazil,"3025"
CR251203,Brazil,"3020"
CR251204,Brazil,"3014"
CR251205,Brazil,"3009"
CR251206,Brazil,"3003"
CR251207,Brazil,"2997"
CR251208,Brazil,"2991"
CR251209,Brazil,"2985"
CR251210,Brazil,"2978"
CR251211,Brazil,"2972"
CR251212,Brazil,"2965"
CR251213,Brazil,"2957"
CR251214,Brazil,"2950"
CR251215,Brazil,"2942"
CR251216,Brazil,"2934"
CR251217,Brazil,"2926"
CR251218,Brazil,"2918"
CR251219,Brazil,"2909"
CR251220,Brazil,"2901"
CR251221,Brazil,"2892"
CR251222,Brazil,"2882"
CR251223,Brazil,"2873"
CR251224,Brazil,"2863"
CR251225,Brazil,"2854"
CR251226,Brazil,"2844"
CR251227,Brazil,"2833"
CR251228,Brazil,"2118"
CR251231,Brazil,"155"
CR251232,Brazil,"77"
CR251236,Brazil,"2123"
CR251237,Brazil,"2719"
CR251238,Brazil,"2706"
CR251239,Brazil,"2693"
CR251240,Brazil,"2681"
CR251241,Brazil,"2667"
CR251242,Brazil,"2654"
CR251243,Brazil,"2274"
CR252176,Brazil,"1196"
CR252177,Brazil,"3076"
CR252178,Brazil,"3077"
CR252179,Brazil,"3077"
CR252180,Brazil,"3077"
CR252181,Brazil,"3077"
CR252182,Brazil,"3077"
CR252183,Brazil,"3077"
CR252184,Brazil,"3076"
CR252185,Brazil,"2562"
CR252186,Brazil,"3074"
CR252187,Brazil,"3072"
CR252188,Brazil,"3071"
CR252189,Brazil,"3069"
CR252190,Brazil,"3067"
CR252191,Brazil,"3065"
CR252192,Brazil,"3062"
CR252193,Brazil,"3059"
CR252194,Brazil,"3056"
CR252195,Brazil,"3053"
CR252196,Brazil,"3050"
CR252197,Brazil,"3046"
CR252198,Brazil,"3042"
CR252199,Brazil,"3038"
CR252200,Brazil,"3034"
CR252201,Brazil,"3029"
CR252202,Brazil,"3025"
CR252203,Brazil,"3020"
CR252204,Brazil,"3014"
CR252205,Brazil,"3009"
CR252206,Brazil,"3003"
CR252207,Brazil,"2997"
CR252208,Brazil,"2991"
CR252209,Brazil,"2985"
CR252210,Brazil,"2978"
CR252211,Brazil,"2972"
CR252212,Brazil,"2965"
CR252213,Brazil,"2957"
CR252214,Brazil,"2950"
CR252215,Brazil,"2942"
CR252216,Brazil,"2934"
CR252217,Brazil,"2926"
CR252218,Brazil,"2918"
CR252219,Brazil,"2909"
CR252220,Brazil,"2901"
CR252221,Brazil,"2892"
CR252222,Brazil,"2882"
CR252223,Brazil,"2873"
CR252224,Brazil,"2863"
CR252225,Brazil,"2854"
CR252226,Brazil,"2844"
CR252227,Brazil,"2755"
CR252228,Brazil,"2431"
CR252229,Brazil,"1640"
CR252230,Brazil,"2101"
CR252231,Brazil,"2712"
CR252232,Brazil,"464"
CR252235,Brazil,"685"
CR252236,Brazil,"2731"
CR252237,Brazil,"2719"
CR252238,Brazil,"2706"
CR252239,Brazil,"2693"
CR252240,Brazil,"2681"
CR252241,Brazil,"2667"
CR252242,Brazil,"2654"
CR252243,Brazil,"2640"
CR252244,Brazil,"1533"
CR253176,Brazil,"1879"
CR253177,Brazil,"3076"
CR253178,Brazil,"3077"
CR253179,Brazil,"3077"
CR253180,Brazil,"3077"
CR253181,Brazil,"3077"
CR253182,Brazil,"3077"
CR253183,Brazil,"3077"
CR253184,Brazil,"2820"
CR253185,Brazil,"2819"
CR253186,Brazil,"3074"
CR253187,Brazil,"3072"
CR253188,Brazil,"3071"
CR253189,Brazil,"3069"
CR253190,Brazil,"3067"
CR253191,Brazil,"3065"
CR253192,Brazil,"3062"
CR253193,Brazil,"3059"
CR253194,Brazil,"3056"
CR253195,Brazil,"3053"
CR253196,Brazil,"3050"
CR253197,Brazil,"3046"
CR253198,Brazil,"3042"
CR253199,Brazil,"3038"
CR253200,Brazil,"3034"
CR253201,Brazil,"3029"
CR253202,Brazil,"3025"
CR253203,Brazil,"3020"
CR253204,Brazil,"3014"
CR253205,Brazil,"3009"
CR253206,Brazil,"3003"
CR253207,Brazil,"2997"
CR253208,Brazil,"2991"
CR253209,Brazil,"2985"
CR253210,Brazil,"2978"
CR253211,Brazil,"2972"
CR253212,Brazil,"2965"
CR253213,Brazil,"2957"
CR253214,Brazil,"2950"
CR253215,Brazil,"2942"
CR253216,Brazil,"2934"
CR253217,Brazil,"2926"
CR253218,Brazil,"2918"
CR253219,Brazil,"2909"
CR253220,Brazil,"2901"
CR253221,Brazil,"2892"
CR253222,Brazil,"2882"
CR253223,Brazil,"2873"
CR253224,Brazil,"2863"
CR253225,Brazil,"2854"
CR253226,Brazil,"2686"
CR253227,Brazil,"2597"
CR253228,Brazil,"2823"
CR253229,Brazil,"2812"
CR253230,Brazil,"2801"
CR253231,Brazil,"2790"
CR253232,Brazil,"2239"
CR253233,Brazil,"999"
CR253234,Brazil,"1225"
CR253235,Brazil,"2362"
CR253236,Brazil,"2731"
CR253237,Brazil,"2719"
CR253238,Brazil,"2706"
CR253239,Brazil,"2693"
CR253240,Brazil,"2680"
CR253241,Brazil,"2667"
CR253242,Brazil,"2654"
CR253243,Brazil,"2640"
CR253244,Brazil,"2554"
CR253245,Brazil,"1017"
CR254176,Brazil,"1623"
CR254177,Brazil,"3076"
CR254178,Brazil,"3077"
CR254179,Brazil,"3077"
CR254180,Brazil,"3077"
CR254181,Brazil,"3077"
CR254182,Brazil,"3077"
CR254183,Brazil,"3077"
CR254184,Brazil,"2734"
CR254185,Brazil,"3075"
CR254186,Brazil,"3074"
CR254187,Brazil,"3072"
CR254188,Brazil,"3071"
CR254189,Brazil,"3069"
CR254190,Brazil,"3067"
CR254191,Brazil,"3065"
CR254192,Brazil,"3062"
CR254193,Brazil,"3059"
CR254194,Brazil,"3056"
CR254195,Brazil,"3053"
CR254196,Brazil,"3050"
CR254197,Brazil,"3046"
CR254198,Brazil,"3042"
CR254199,Brazil,"3038"
CR254200,Brazil,"3034"
CR254201,Brazil,"3029"
CR254202,Brazil,"3025"
CR254203,Brazil,"3020"
CR254204,Brazil,"3014"
CR254205,Brazil,"3009"
CR254206,Brazil,"3003"
CR254207,Brazil,"2997"
CR254208,Brazil,"2991"
CR254209,Brazil,"2985"
CR254210,Brazil,"2978"
CR254211,Brazil,"2972"
CR254212,Brazil,"2965"
CR254213,Brazil,"2957"
CR254214,Brazil,"2950"
CR254215,Brazil,"2942"
CR254216,Brazil,"2934"
CR254217,Brazil,"2926"
CR254218,Brazil,"2918"
CR254219,Brazil,"2909"
CR254220,Brazil,"2901"
CR254221,Brazil,"2892"
CR254222,Brazil,"2882"
CR254223,Brazil,"2873"
CR254224,Brazil,"2863"
CR254225,Brazil,"2854"
CR254226,Brazil,"2685"
CR254227,Brazil,"2833"
CR254228,Brazil,"2823"
CR254229,Brazil,"2812"
CR254230,Brazil,"2801"
CR254231,Brazil,"2790"
CR254232,Brazil,"2779"
CR254233,Brazil,"2767"
CR254234,Brazil,"2755"
CR254235,Brazil,"2743"
CR254236,Brazil,"2731"
CR254237,Brazil,"2719"
CR254238,Brazil,"2706"
CR254239,Brazil,"2693"
CR254240,Brazil,"2681"
CR254241,Brazil,"2667"
CR254242,Brazil,"2654"
CR254243,Brazil,"2640"
CR254244,Brazil,"2626"
CR254245,Brazil,"2612"
CR254246,Brazil,"794"
CR254247,Brazil,"1866"
CR254248,Brazil,"715"
CR255175,Brazil,"171"
CR255176,Brazil,"2050"
CR255177,Brazil,"3076"
CR255178,Brazil,"3077"
CR255179,Brazil,"3077"
CR255180,Brazil,"3077"
CR255181,Brazil,"3077"
CR255182,Brazil,"3077"
CR255183,Brazil,"2991"
CR255184,Brazil,"2478"
CR255185,Brazil,"3075"
CR255186,Brazil,"3074"
CR255187,Brazil,"3072"
CR255188,Brazil,"2900"
CR255189,Brazil,"3069"
CR255190,Brazil,"2811"
CR255191,Brazil,"2894"
CR255192,Brazil,"3062"
CR255193,Brazil,"3059"
CR255194,Brazil,"3056"
CR255195,Brazil,"3053"
CR255196,Brazil,"3050"
CR255197,Brazil,"3046"
CR255198,Brazil,"3042"
CR255199,Brazil,"3038"
CR255200,Brazil,"3034"
CR255201,Brazil,"3029"
CR255202,Brazil,"3025"
CR255203,Brazil,"3020"
CR255204,Brazil,"3014"
CR255205,Brazil,"3009"
CR255206,Brazil,"3003"
CR255207,Brazil,"2997"
CR255208,Brazil,"2991"
CR255209,Brazil,"2985"
CR255210,Brazil,"2978"
CR255211,Brazil,"2972"
CR255212,Brazil,"2965"
CR255213,Brazil,"2957"
CR255214,Brazil,"2950"
CR255215,Brazil,"2942"
CR255216,Brazil,"2934"
CR255217,Brazil,"2926"
CR255218,Brazil,"2918"
CR255219,Brazil,"2909"
CR255220,Brazil,"2901"
CR255221,Brazil,"2892"
CR255222,Brazil,"2882"
CR255223,Brazil,"2873"
CR255224,Brazil,"2863"
CR255225,Brazil,"2695"
CR255226,Brazil,"2844"
CR255227,Brazil,"2833"
CR255228,Brazil,"2823"
CR255229,Brazil,"2812"
CR255230,Brazil,"2801"
CR255231,Brazil,"2790"
CR255232,Brazil,"2779"
CR255233,Brazil,"2767"
CR255234,Brazil,"2755"
CR255235,Brazil,"2743"
CR255236,Brazil,"2731"
CR255237,Brazil,"2719"
CR255238,Brazil,"2706"
CR255239,Brazil,"2693"
CR255240,Brazil,"2681"
CR255241,Brazil,"2667"
CR255242,Brazil,"2654"
CR255243,Brazil,"2640"
CR255244,Brazil,"2626"
CR255245,Brazil,"2033"
CR255246,Brazil,"866"
CR255247,Brazil,"647"
CR256173,Brazil,"85"
CR256174,Brazil,"1451"
CR256175,Brazil,"2903"
CR256176,Brazil,"3075"
CR256177,Brazil,"3076"
CR256178,Brazil,"3077"
CR256179,Brazil,"3077"
CR256180,Brazil,"3077"
CR256181,Brazil,"3077"
CR256182,Brazil,"3077"
CR256183,Brazil,"2906"
CR256184,Brazil,"2221"
CR256185,Brazil,"2477"
CR256186,Brazil,"2732"
CR256187,Brazil,"2731"
CR256188,Brazil,"2815"
CR256189,Brazil,"3069"
CR256190,Brazil,"3067"
CR256191,Brazil,"3065"
CR256192,Brazil,"3062"
CR256193,Brazil,"3059"
CR256194,Brazil,"3056"
CR256195,Brazil,"3053"
CR256196,Brazil,"3050"
CR256197,Brazil,"3046"
CR256198,Brazil,"3042"
CR256199,Brazil,"3038"
CR256200,Brazil,"3034"
CR256201,Brazil,"3029"
CR256202,Brazil,"3025"
CR256203,Brazil,"3020"
CR256204,Brazil,"3014"
CR256205,Brazil,"3009"
CR256206,Brazil,"3003"
CR256207,Brazil,"2997"
CR256208,Brazil,"2991"
CR256209,Brazil,"2985"
CR256210,Brazil,"2978"
CR256211,Brazil,"2972"
CR256212,Brazil,"2965"
CR256213,Brazil,"2957"
CR256214,Brazil,"2950"
CR256215,Brazil,"2942"
CR256216,Brazil,"2934"
CR256217,Brazil,"2926"
CR256218,Brazil,"2918"
CR256219,Brazil,"2909"
CR256220,Brazil,"2901"
CR256221,Brazil,"2892"
CR256222,Brazil,"2882"
CR256223,Brazil,"2873"
CR256224,Brazil,"2705"
CR256225,Brazil,"2774"
CR256226,Brazil,"2844"
CR256227,Brazil,"2833"
CR256228,Brazil,"2823"
CR256229,Brazil,"2812"
CR256230,Brazil,"2801"
CR256231,Brazil,"2790"
CR256232,Brazil,"2779"
CR256233,Brazil,"2767"
CR256234,Brazil,"2755"
CR256235,Brazil,"2743"
CR256236,Brazil,"2731"
CR256237,Brazil,"2719"
CR256238,Brazil,"2706"
CR256239,Brazil,"2693"
CR256240,Brazil,"2681"
CR256241,Brazil,"2667"
CR256242,Brazil,"2654"
CR256243,Brazil,"2567"
CR256244,Brazil,"1751"
CR256245,Brazil,"1379"
CR256246,Brazil,"217"
CR257172,Brazil,"426"
CR257173,Brazil,"2559"
CR257174,Brazil,"3072"
CR257175,Brazil,"3074"
CR257176,Brazil,"3075"
CR257177,Brazil,"3076"
CR257178,Brazil,"3077"
CR257179,Brazil,"3077"
CR257180,Brazil,"3077"
CR257181,Brazil,"3077"
CR257182,Brazil,"2821"
CR257183,Brazil,"2478"
CR257184,Brazil,"2905"
CR257185,Brazil,"3075"
CR257186,Brazil,"2903"
CR257187,Brazil,"2816"
CR257188,Brazil,"3071"
CR257189,Brazil,"3069"
CR257190,Brazil,"3067"
CR257191,Brazil,"3065"
CR257192,Brazil,"3062"
CR257193,Brazil,"3059"
CR257194,Brazil,"3056"
CR257195,Brazil,"3053"
CR257196,Brazil,"3050"
CR257197,Brazil,"3046"
CR257198,Brazil,"3042"
CR257199,Brazil,"3038"
CR257200,Brazil,"3034"
CR257201,Brazil,"3029"
CR257202,Brazil,"3025"
CR257203,Brazil,"3020"
CR257204,Brazil,"3014"
CR257205,Brazil,"3009"
CR257206,Brazil,"3003"
CR257207,Brazil,"2997"
CR257208,Brazil,"2991"
CR257209,Brazil,"2985"
CR257210,Brazil,"2978"
CR257211,Brazil,"2972"
CR257212,Brazil,"2965"
CR257213,Brazil,"2957"
CR257214,Brazil,"2950"
CR257215,Brazil,"2942"
CR257216,Brazil,"2934"
CR257217,Brazil,"2926"
CR257218,Brazil,"2918"
CR257219,Brazil,"2909"
CR257220,Brazil,"2901"
CR257221,Brazil,"2892"
CR257222,Brazil,"2642"
CR257223,Brazil,"2714"
CR257224,Brazil,"2784"
CR257225,Brazil,"2854"
CR257226,Brazil,"2844"
CR257227,Brazil,"2833"
CR257228,Brazil,"2823"
CR257229,Brazil,"2812"
CR257230,Brazil,"2801"
CR257231,Brazil,"2790"
CR257232,Brazil,"2779"
CR257233,Brazil,"2767"
CR257234,Brazil,"2755"
CR257235,Brazil,"2743"
CR257236,Brazil,"2731"
CR257237,Brazil,"2719"
CR257238,Brazil,"2706"
CR257239,Brazil,"2693"
CR257240,Brazil,"2681"
CR257241,Brazil,"2667"
CR257242,Brazil,"2654"
CR257243,Brazil,"1248"
CR257244,Brazil,"510"
CR258172,Brazil,"512"
CR258173,Brazil,"2218"
CR258174,Brazil,"2816"
CR258175,Brazil,"3074"
CR258176,Brazil,"3075"
CR258177,Brazil,"3076"
CR258178,Brazil,"3077"
CR258179,Brazil,"3077"
CR258180,Brazil,"3077"
CR258181,Brazil,"1453"
CR258182,Brazil,"2137"
CR258183,Brazil,"2307"
CR258184,Brazil,"2478"
CR258185,Brazil,"2562"
CR258186,Brazil,"3074"
CR258187,Brazil,"3072"
CR258188,Brazil,"3071"
CR258189,Brazil,"3069"
CR258190,Brazil,"3067"
CR258191,Brazil,"3065"
CR258192,Brazil,"3062"
CR258193,Brazil,"3059"
CR258194,Brazil,"3056"
CR258195,Brazil,"3053"
CR258196,Brazil,"3050"
CR258197,Brazil,"3046"
CR258198,Brazil,"3042"
CR258199,Brazil,"3038"
CR258200,Brazil,"3034"
CR258201,Brazil,"3029"
CR258202,Brazil,"3025"
CR258203,Brazil,"3020"
CR258204,Brazil,"3014"
CR258205,Brazil,"3009"
CR258206,Brazil,"3003"
CR258207,Brazil,"2997"
CR258208,Brazil,"2991"
CR258209,Brazil,"2985"
CR258210,Brazil,"2978"
CR258211,Brazil,"2972"
CR258212,Brazil,"2965"
CR258213,Brazil,"2957"
CR258214,Brazil,"2950"
CR258215,Brazil,"2942"
CR258216,Brazil,"2934"
CR258217,Brazil,"2926"
CR258218,Brazil,"2918"
CR258219,Brazil,"2909"
CR258220,Brazil,"2901"
CR258221,Brazil,"2731"
CR258222,Brazil,"2882"
CR258223,Brazil,"2873"
CR258224,Brazil,"2863"
CR258225,Brazil,"2854"
CR258226,Brazil,"2844"
CR258227,Brazil,"2833"
CR258228,Brazil,"2823"
CR258229,Brazil,"2812"
CR258230,Brazil,"2801"
CR258231,Brazil,"2790"
CR258232,Brazil,"2779"
CR258233,Brazil,"2767"
CR258234,Brazil,"2755"
CR258235,Brazil,"2743"
CR258236,Brazil,"2731"
CR258237,Brazil,"2719"
CR258238,Brazil,"2706"
CR258239,Brazil,"2693"
CR258240,Brazil,"2680"
CR258241,Brazil,"1779"
CR258242,Brazil,"443"
CR258243,Brazil,"513"
CR258244,Brazil,"292"
CR259175,Brazil,"768"
CR259176,Brazil,"1879"
CR259177,Brazil,"2905"
CR259178,Brazil,"2735"
CR259179,Brazil,"3077"
CR259180,Brazil,"1453"
CR259181,Brazil,"1282"
CR259182,Brazil,"2051"
CR259183,Brazil,"2564"
CR259184,Brazil,"2649"
CR259185,Brazil,"2904"
CR259186,Brazil,"3074"
CR259187,Brazil,"3072"
CR259188,Brazil,"3071"
CR259189,Brazil,"3069"
CR259190,Brazil,"3067"
CR259191,Brazil,"3065"
CR259192,Brazil,"3062"
CR259193,Brazil,"3059"
CR259194,Brazil,"3056"
CR259195,Brazil,"3053"
CR259196,Brazil,"3050"
CR259197,Brazil,"3046"
CR259198,Brazil,"3042"
CR259199,Brazil,"3038"
CR259200,Brazil,"3034"
CR259201,Brazil,"2945"
CR259202,Brazil,"3025"
CR259203,Brazil,"3020"
CR259204,Brazil,"2847"
CR259205,Brazil,"3009"
CR259206,Brazil,"3003"
CR259207,Brazil,"2997"
CR259208,Brazil,"2991"
CR259209,Brazil,"2985"
CR259210,Brazil,"2978"
CR259211,Brazil,"2972"
CR259212,Brazil,"2965"
CR259213,Brazil,"2957"
CR259214,Brazil,"2950"
CR259215,Brazil,"2942"
CR259216,Brazil,"2934"
CR259217,Brazil,"2926"
CR259218,Brazil,"2918"
CR259219,Brazil,"2909"
CR259220,Brazil,"2901"
CR259221,Brazil,"2892"
CR259222,Brazil,"2882"
CR259223,Brazil,"2873"
CR259224,Brazil,"2863"
CR259225,Brazil,"2854"
CR259226,Brazil,"2844"
CR259227,Brazil,"2833"
CR259228,Brazil,"2823"
CR259229,Brazil,"2812"
CR259230,Brazil,"2801"
CR259231,Brazil,"2790"
CR259232,Brazil,"2779"
CR259233,Brazil,"2767"
CR259234,Brazil,"2755"
CR259235,Brazil,"2743"
CR259236,Brazil,"2731"
CR259237,Brazil,"2719"
CR259238,Brazil,"2706"
CR259239,Brazil,"2693"
CR259240,Brazil,"2681"
CR259241,Brazil,"1705"
CR259242,Brazil,"1032"
CR259243,Brazil,"661"
CR260176,Brazil,"342"
CR260177,Brazil,"1794"
CR260178,Brazil,"2393"
CR260179,Brazil,"1111"
CR260180,Brazil,"1710"
CR260181,Brazil,"1539"
CR260182,Brazil,"3077"
CR260183,Brazil,"3077"
CR260184,Brazil,"2307"
CR260185,Brazil,"3075"
CR260186,Brazil,"3074"
CR260187,Brazil,"3072"
CR260188,Brazil,"3071"
CR260189,Brazil,"3069"
CR260190,Brazil,"3067"
CR260191,Brazil,"3065"
CR260192,Brazil,"3062"
CR260193,Brazil,"3059"
CR260194,Brazil,"3056"
CR260195,Brazil,"3053"
CR260196,Brazil,"3050"
CR260197,Brazil,"3046"
CR260198,Brazil,"3042"
CR260199,Brazil,"3038"
CR260200,Brazil,"3034"
CR260201,Brazil,"2777"
CR260202,Brazil,"2941"
CR260203,Brazil,"3020"
CR260204,Brazil,"3014"
CR260205,Brazil,"3009"
CR260206,Brazil,"3003"
CR260207,Brazil,"2997"
CR260208,Brazil,"2991"
CR260209,Brazil,"2985"
CR260210,Brazil,"2978"
CR260211,Brazil,"2972"
CR260212,Brazil,"2965"
CR260213,Brazil,"2957"
CR260214,Brazil,"2950"
CR260215,Brazil,"2942"
CR260216,Brazil,"2934"
CR260217,Brazil,"2926"
CR260218,Brazil,"2918"
CR260219,Brazil,"2909"
CR260220,Brazil,"2901"
CR260221,Brazil,"2892"
CR260222,Brazil,"2882"
CR260223,Brazil,"2873"
CR260224,Brazil,"2863"
CR260225,Brazil,"2854"
CR260226,Brazil,"2844"
