ID,Country,area_km2
CR260227,Brazil,"2833"
CR260228,Brazil,"2823"
CR260229,Brazil,"2812"
CR260230,Brazil,"2801"
CR260231,Brazil,"2790"
CR260232,Brazil,"2779"
CR260233,Brazil,"2767"
CR260234,Brazil,"2755"
CR260235,Brazil,"2743"
CR260236,Brazil,"2731"
CR260237,Brazil,"2719"
CR260238,Brazil,"2706"
CR260239,Brazil,"2693"
CR260240,Brazil,"2234"
CR260241,Brazil,"1334"
CR260242,Brazil,"148"
CR261178,Brazil,"256"
CR261180,Brazil,"256"
CR261181,Brazil,"2051"
CR261182,Brazil,"3077"
CR261183,Brazil,"3077"
CR261184,Brazil,"2392"
CR261185,Brazil,"3075"
CR261186,Brazil,"2647"
CR261187,Brazil,"2731"
CR261188,Brazil,"2986"
CR261189,Brazil,"3069"
CR261190,Brazil,"3067"
CR261191,Brazil,"3065"
CR261192,Brazil,"3062"
CR261193,Brazil,"3059"
CR261194,Brazil,"3056"
CR261195,Brazil,"3053"
CR261196,Brazil,"3050"
CR261197,Brazil,"3046"
CR261198,Brazil,"3042"
CR261199,Brazil,"3038"
CR261200,Brazil,"3034"
CR261201,Brazil,"3029"
CR261202,Brazil,"3025"
CR261203,Brazil,"3020"
CR261204,Brazil,"3014"
CR261205,Brazil,"3009"
CR261206,Brazil,"3003"
CR261207,Brazil,"2997"
CR261208,Brazil,"2991"
CR261209,Brazil,"2985"
CR261210,Brazil,"2978"
CR261211,Brazil,"2972"
CR261212,Brazil,"2965"
CR261213,Brazil,"2957"
CR261214,Brazil,"2950"
CR261215,Brazil,"2942"
CR261216,Brazil,"2934"
CR261217,Brazil,"2926"
CR261218,Brazil,"2918"
CR261219,Brazil,"2909"
CR261220,Brazil,"2901"
CR261221,Brazil,"2892"
CR261222,Brazil,"2882"
CR261223,Brazil,"2873"
CR261224,Brazil,"2863"
CR261225,Brazil,"2854"
CR261226,Brazil,"2844"
CR261227,Brazil,"2833"
CR261228,Brazil,"2823"
CR261229,Brazil,"2812"
CR261230,Brazil,"2801"
CR261231,Brazil,"2790"
CR261232,Brazil,"2779"
CR261233,Brazil,"2767"
CR261234,Brazil,"2755"
CR261235,Brazil,"2743"
CR261236,Brazil,"2731"
CR261237,Brazil,"2719"
CR261238,Brazil,"2706"
CR261239,Brazil,"1797"
CR261240,Brazil,"149"
CR262181,Brazil,"1881"
CR262182,Brazil,"3077"
CR262183,Brazil,"2906"
CR262184,Brazil,"1453"
CR262185,Brazil,"2392"
CR262186,Brazil,"3074"
CR262187,Brazil,"3072"
CR262188,Brazil,"3071"
CR262189,Brazil,"3069"
CR262190,Brazil,"3067"
CR262191,Brazil,"3065"
CR262192,Brazil,"3062"
CR262193,Brazil,"3059"
CR262194,Brazil,"3056"
CR262195,Brazil,"3053"
CR262196,Brazil,"3050"
CR262197,Brazil,"3046"
CR262198,Brazil,"3042"
CR262199,Brazil,"3038"
CR262200,Brazil,"3034"
CR262201,Brazil,"3029"
CR262202,Brazil,"3025"
CR262203,Brazil,"3020"
CR262204,Brazil,"3014"
CR262205,Brazil,"3009"
CR262206,Brazil,"3003"
CR262207,Brazil,"2997"
CR262208,Brazil,"2991"
CR262209,Brazil,"2985"
CR262210,Brazil,"2978"
CR262211,Brazil,"2972"
CR262212,Brazil,"2965"
CR262213,Brazil,"2957"
CR262214,Brazil,"2950"
CR262215,Brazil,"2942"
CR262216,Brazil,"2934"
CR262217,Brazil,"2926"
CR262218,Brazil,"2918"
CR262219,Brazil,"2909"
CR262220,Brazil,"2901"
CR262221,Brazil,"2892"
CR262222,Brazil,"2882"
CR262223,Brazil,"2873"
CR262224,Brazil,"2863"
CR262225,Brazil,"2854"
CR262226,Brazil,"2844"
CR262227,Brazil,"2833"
CR262228,Brazil,"2823"
CR262229,Brazil,"2812"
CR262230,Brazil,"2801"
CR262231,Brazil,"2790"
CR262232,Brazil,"2779"
CR262233,Brazil,"2767"
CR262234,Brazil,"2755"
CR262235,Brazil,"2743"
CR262236,Brazil,"2731"
CR262237,Brazil,"2719"
CR262238,Brazil,"1956"
CR263181,Brazil,"1624"
CR263182,Brazil,"2992"
CR263183,Brazil,"1624"
CR263184,Brazil,"2563"
CR263185,Brazil,"3075"
CR263186,Brazil,"3074"
CR263187,Brazil,"3072"
CR263188,Brazil,"3071"
CR263189,Brazil,"3069"
CR263190,Brazil,"3067"
CR263191,Brazil,"3065"
CR263192,Brazil,"3062"
CR263193,Brazil,"3059"
CR263194,Brazil,"3056"
CR263195,Brazil,"3053"
CR263196,Brazil,"3050"
CR263197,Brazil,"3046"
CR263198,Brazil,"3042"
CR263199,Brazil,"3038"
CR263200,Brazil,"3034"
CR263201,Brazil,"3029"
CR263202,Brazil,"3025"
CR263203,Brazil,"3020"
CR263204,Brazil,"3014"
CR263205,Brazil,"3009"
CR263206,Brazil,"3003"
CR263207,Brazil,"2997"
CR263208,Brazil,"2991"
CR263209,Brazil,"2985"
CR263210,Brazil,"2978"
CR263211,Brazil,"2972"
CR263212,Brazil,"2965"
CR263213,Brazil,"2957"
CR263214,Brazil,"2950"
CR263215,Brazil,"2942"
CR263216,Brazil,"2934"
CR263217,Brazil,"2926"
CR263218,Brazil,"2918"
CR263219,Brazil,"2909"
CR263220,Brazil,"2901"
CR263221,Brazil,"2892"
CR263222,Brazil,"2882"
CR263223,Brazil,"2873"
CR263224,Brazil,"2863"
CR263225,Brazil,"2854"
CR263226,Brazil,"2844"
CR263227,Brazil,"2833"
CR263228,Brazil,"2823"
CR263229,Brazil,"2812"
CR263230,Brazil,"2801"
CR263231,Brazil,"2713"
CR263232,Brazil,"2316"
CR263233,Brazil,"1768"
CR263234,Brazil,"1760"
CR263235,Brazil,"2058"
CR263236,Brazil,"1973"
CR263237,Brazil,"1586"
CR263238,Brazil,"151"
CR264181,Brazil,"171"
CR264182,Brazil,"769"
CR264183,Brazil,"2307"
CR264184,Brazil,"2820"
CR264185,Brazil,"3075"
CR264186,Brazil,"3074"
CR264187,Brazil,"3072"
CR264188,Brazil,"3071"
CR264189,Brazil,"3069"
CR264190,Brazil,"3067"
CR264191,Brazil,"3065"
CR264192,Brazil,"3062"
CR264193,Brazil,"3059"
CR264194,Brazil,"3056"
CR264195,Brazil,"3053"
CR264196,Brazil,"3050"
CR264197,Brazil,"3046"
CR264198,Brazil,"3042"
CR264199,Brazil,"3038"
CR264200,Brazil,"3034"
CR264201,Brazil,"3029"
CR264202,Brazil,"3025"
CR264203,Brazil,"3020"
CR264204,Brazil,"3014"
CR264205,Brazil,"3009"
CR264206,Brazil,"3003"
CR264207,Brazil,"2997"
CR264208,Brazil,"2991"
CR264209,Brazil,"2985"
CR264210,Brazil,"2978"
CR264211,Brazil,"2972"
CR264212,Brazil,"2965"
CR264213,Brazil,"2957"
CR264214,Brazil,"2950"
CR264215,Brazil,"2942"
CR264216,Brazil,"2934"
CR264217,Brazil,"2926"
CR264218,Brazil,"2918"
CR264219,Brazil,"2909"
CR264220,Brazil,"2901"
CR264221,Brazil,"2892"
CR264222,Brazil,"2882"
CR264223,Brazil,"2873"
CR264224,Brazil,"2863"
CR264225,Brazil,"2854"
CR264226,Brazil,"2844"
CR264227,Brazil,"2833"
CR264228,Brazil,"2823"
CR264229,Brazil,"2812"
CR264230,Brazil,"2801"
CR264231,Brazil,"1938"
CR264232,Brazil,"77"
CR264235,Brazil,"76"
CR264236,Brazil,"76"
CR265182,Brazil,"2051"
CR265183,Brazil,"3077"
CR265184,Brazil,"3076"
CR265185,Brazil,"3075"
CR265186,Brazil,"3074"
CR265187,Brazil,"3072"
CR265188,Brazil,"3071"
CR265189,Brazil,"3069"
CR265190,Brazil,"3067"
CR265191,Brazil,"3065"
CR265192,Brazil,"3062"
CR265193,Brazil,"3059"
CR265194,Brazil,"3056"
CR265195,Brazil,"3053"
CR265196,Brazil,"3050"
CR265197,Brazil,"3046"
CR265198,Brazil,"3042"
CR265199,Brazil,"3038"
CR265200,Brazil,"3034"
CR265201,Brazil,"3029"
CR265202,Brazil,"3025"
CR265203,Brazil,"3020"
CR265204,Brazil,"3014"
CR265205,Brazil,"3009"
CR265206,Brazil,"3003"
CR265207,Brazil,"2997"
CR265208,Brazil,"2991"
CR265209,Brazil,"2985"
CR265210,Brazil,"2978"
CR265211,Brazil,"2972"
CR265212,Brazil,"2965"
CR265213,Brazil,"2957"
CR265214,Brazil,"2950"
CR265215,Brazil,"2942"
CR265216,Brazil,"2934"
CR265217,Brazil,"2926"
CR265218,Brazil,"2918"
CR265219,Brazil,"2909"
CR265220,Brazil,"2901"
CR265221,Brazil,"2892"
CR265222,Brazil,"2882"
CR265223,Brazil,"2873"
CR265224,Brazil,"2863"
CR265225,Brazil,"2854"
CR265226,Brazil,"2844"
CR265227,Brazil,"2833"
CR265228,Brazil,"2823"
CR265229,Brazil,"2812"
CR265230,Brazil,"2179"
CR265231,Brazil,"155"
CR266182,Brazil,"1795"
CR266183,Brazil,"3077"
CR266184,Brazil,"3076"
CR266185,Brazil,"3075"
CR266186,Brazil,"3074"
CR266187,Brazil,"3072"
CR266188,Brazil,"3071"
CR266189,Brazil,"3069"
CR266190,Brazil,"3067"
CR266191,Brazil,"3065"
CR266192,Brazil,"3062"
CR266193,Brazil,"3059"
CR266194,Brazil,"3056"
CR266195,Brazil,"3053"
CR266196,Brazil,"3050"
CR266197,Brazil,"3046"
CR266198,Brazil,"3042"
CR266199,Brazil,"3038"
CR266200,Brazil,"3034"
CR266201,Brazil,"3029"
CR266202,Brazil,"3025"
CR266203,Brazil,"3020"
CR266204,Brazil,"3014"
CR266205,Brazil,"3009"
CR266206,Brazil,"3003"
CR266207,Brazil,"2997"
CR266208,Brazil,"2991"
CR266209,Brazil,"2985"
CR266210,Brazil,"2978"
CR266211,Brazil,"2972"
CR266212,Brazil,"2965"
CR266213,Brazil,"2957"
CR266214,Brazil,"2950"
CR266215,Brazil,"2942"
CR266216,Brazil,"2934"
CR266217,Brazil,"2926"
CR266218,Brazil,"2918"
CR266219,Brazil,"2909"
CR266220,Brazil,"2901"
CR266221,Brazil,"2892"
CR266222,Brazil,"2882"
CR266223,Brazil,"2873"
CR266224,Brazil,"2863"
CR266225,Brazil,"2854"
CR266226,Brazil,"2844"
CR266227,Brazil,"2833"
CR266228,Brazil,"2823"
CR266229,Brazil,"2734"
CR266230,Brazil,"390"
CR267182,Brazil,"513"
CR267183,Brazil,"3077"
CR267184,Brazil,"3076"
CR267185,Brazil,"3075"
CR267186,Brazil,"3074"
CR267187,Brazil,"3072"
CR267188,Brazil,"3071"
CR267189,Brazil,"3069"
CR267190,Brazil,"3067"
CR267191,Brazil,"3065"
CR267192,Brazil,"3062"
CR267193,Brazil,"3059"
CR267194,Brazil,"3056"
CR267195,Brazil,"3053"
CR267196,Brazil,"3050"
CR267197,Brazil,"3046"
CR267198,Brazil,"3042"
CR267199,Brazil,"3038"
CR267200,Brazil,"3034"
CR267201,Brazil,"3029"
CR267202,Brazil,"3025"
CR267203,Brazil,"3020"
CR267204,Brazil,"3014"
CR267205,Brazil,"3009"
CR267206,Brazil,"3003"
CR267207,Brazil,"2997"
CR267208,Brazil,"2991"
CR267209,Brazil,"2985"
CR267210,Brazil,"2978"
CR267211,Brazil,"2972"
CR267212,Brazil,"2965"
CR267213,Brazil,"2957"
CR267214,Brazil,"2950"
CR267215,Brazil,"2942"
CR267216,Brazil,"2934"
CR267217,Brazil,"2926"
CR267218,Brazil,"2918"
CR267219,Brazil,"2909"
CR267220,Brazil,"2901"
CR267221,Brazil,"2892"
CR267222,Brazil,"2882"
CR267223,Brazil,"2873"
CR267224,Brazil,"2863"
CR267225,Brazil,"2854"
CR267226,Brazil,"2844"
CR267227,Brazil,"2833"
CR267228,Brazil,"2744"
CR267229,Brazil,"1017"
CR268182,Brazil,"85"
CR268183,Brazil,"2649"
CR268184,Brazil,"3076"
CR268185,Brazil,"3075"
CR268186,Brazil,"3074"
CR268187,Brazil,"3072"
CR268188,Brazil,"3071"
CR268189,Brazil,"3069"
CR268190,Brazil,"3067"
CR268191,Brazil,"3065"
CR268192,Brazil,"3062"
CR268193,Brazil,"3059"
CR268194,Brazil,"3056"
CR268195,Brazil,"3053"
CR268196,Brazil,"3050"
CR268197,Brazil,"3046"
CR268198,Brazil,"3042"
CR268199,Brazil,"3038"
CR268200,Brazil,"3034"
CR268201,Brazil,"3029"
CR268202,Brazil,"3025"
CR268203,Brazil,"3020"
CR268204,Brazil,"3014"
CR268205,Brazil,"3009"
CR268206,Brazil,"3003"
CR268207,Brazil,"2997"
CR268208,Brazil,"2991"
CR268209,Brazil,"2985"
CR268210,Brazil,"2978"
CR268211,Brazil,"2972"
CR268212,Brazil,"2965"
CR268213,Brazil,"2957"
CR268214,Brazil,"2950"
CR268215,Brazil,"2942"
CR268216,Brazil,"2934"
CR268217,Brazil,"2926"
CR268218,Brazil,"2918"
CR268219,Brazil,"2909"
CR268220,Brazil,"2901"
CR268221,Brazil,"2892"
CR268222,Brazil,"2882"
CR268223,Brazil,"2873"
CR268224,Brazil,"2863"
CR268225,Brazil,"2854"
CR268226,Brazil,"2844"
CR268227,Brazil,"2833"
CR268228,Brazil,"2510"
CR269183,Brazil,"1111"
CR269184,Brazil,"3076"
CR269185,Brazil,"3075"
CR269186,Brazil,"3074"
CR269187,Brazil,"3072"
CR269188,Brazil,"3071"
CR269189,Brazil,"3069"
CR269190,Brazil,"3067"
CR269191,Brazil,"3065"
CR269192,Brazil,"3062"
CR269193,Brazil,"3059"
CR269194,Brazil,"3056"
CR269195,Brazil,"3053"
CR269196,Brazil,"3050"
CR269197,Brazil,"3046"
CR269198,Brazil,"3042"
CR269199,Brazil,"3038"
CR269200,Brazil,"3034"
CR269201,Brazil,"3029"
CR269202,Brazil,"3025"
CR269203,Brazil,"3020"
CR269204,Brazil,"3014"
CR269205,Brazil,"3009"
CR269206,Brazil,"3003"
CR269207,Brazil,"2997"
CR269208,Brazil,"2991"
CR269209,Brazil,"2985"
CR269210,Brazil,"2978"
CR269211,Brazil,"2972"
CR269212,Brazil,"2965"
CR269213,Brazil,"2957"
CR269214,Brazil,"2950"
CR269215,Brazil,"2942"
CR269216,Brazil,"2934"
CR269217,Brazil,"2926"
CR269218,Brazil,"2918"
CR269219,Brazil,"2909"
CR269220,Brazil,"2901"
CR269221,Brazil,"2892"
CR269222,Brazil,"2882"
CR269223,Brazil,"2873"
CR269224,Brazil,"2863"
CR269225,Brazil,"2854"
CR269226,Brazil,"2844"
CR269227,Brazil,"2833"
CR269228,Brazil,"1491"
CR270183,Brazil,"85"
CR270184,Brazil,"2734"
CR270185,Brazil,"3075"
CR270186,Brazil,"3074"
CR270187,Brazil,"3072"
CR270188,Brazil,"3071"
CR270189,Brazil,"3069"
CR270190,Brazil,"3067"
CR270191,Brazil,"3065"
CR270192,Brazil,"3062"
CR270193,Brazil,"3059"
CR270194,Brazil,"3056"
CR270195,Brazil,"3053"
CR270196,Brazil,"3050"
CR270197,Brazil,"3046"
CR270198,Brazil,"3042"
CR270199,Brazil,"3038"
CR270200,Brazil,"3034"
CR270201,Brazil,"3029"
CR270202,Brazil,"3025"
CR270203,Brazil,"3020"
CR270204,Brazil,"3014"
CR270205,Brazil,"3009"
CR270206,Brazil,"3003"
CR270207,Brazil,"2997"
CR270208,Brazil,"2991"
CR270209,Brazil,"2985"
CR270210,Brazil,"2978"
CR270211,Brazil,"2972"
CR270212,Brazil,"2965"
CR270213,Brazil,"2957"
CR270214,Brazil,"2950"
CR270215,Brazil,"2942"
CR270216,Brazil,"2934"
CR270217,Brazil,"2926"
CR270218,Brazil,"2918"
CR270219,Brazil,"2909"
CR270220,Brazil,"2901"
CR270221,Brazil,"2892"
CR270222,Brazil,"2882"
CR270223,Brazil,"2873"
CR270224,Brazil,"2863"
CR270225,Brazil,"2854"
CR270226,Brazil,"2844"
CR270227,Brazil,"2755"
CR270228,Brazil,"628"
CR271183,Brazil,"85"
CR271184,Brazil,"1538"
CR271185,Brazil,"2733"
CR271186,Brazil,"2305"
CR271187,Brazil,"2731"
CR271188,Brazil,"3071"
CR271189,Brazil,"3069"
CR271190,Brazil,"3067"
CR271191,Brazil,"3065"
CR271192,Brazil,"3062"
CR271193,Brazil,"3059"
CR271194,Brazil,"3056"
CR271195,Brazil,"3053"
CR271196,Brazil,"3050"
CR271197,Brazil,"3046"
CR271198,Brazil,"3042"
CR271199,Brazil,"3038"
CR271200,Brazil,"3034"
CR271201,Brazil,"3029"
CR271202,Brazil,"3025"
CR271203,Brazil,"3020"
CR271204,Brazil,"3014"
CR271205,Brazil,"3009"
CR271206,Brazil,"3003"
CR271207,Brazil,"2997"
CR271208,Brazil,"2991"
CR271209,Brazil,"2985"
CR271210,Brazil,"2978"
CR271211,Brazil,"2972"
CR271212,Brazil,"2965"
CR271213,Brazil,"2957"
CR271214,Brazil,"2950"
CR271215,Brazil,"2942"
CR271216,Brazil,"2934"
CR271217,Brazil,"2926"
CR271218,Brazil,"2918"
CR271219,Brazil,"2909"
CR271220,Brazil,"2901"
CR271221,Brazil,"2892"
CR271222,Brazil,"2882"
CR271223,Brazil,"2873"
CR271224,Brazil,"2863"
CR271225,Brazil,"2854"
CR271226,Brazil,"2844"
CR271227,Brazil,"1260"
CR272185,Brazil,"512"
CR272186,Brazil,"1708"
CR272187,Brazil,"3072"
CR272188,Brazil,"3071"
CR272189,Brazil,"3069"
CR272190,Brazil,"3067"
CR272191,Brazil,"3065"
CR272192,Brazil,"3062"
CR272193,Brazil,"3059"
CR272194,Brazil,"3056"
CR272195,Brazil,"3053"
CR272196,Brazil,"3050"
CR272197,Brazil,"3046"
CR272198,Brazil,"3042"
CR272199,Brazil,"3038"
CR272200,Brazil,"3034"
CR272201,Brazil,"3029"
CR272202,Brazil,"3025"
CR272203,Brazil,"3020"
CR272204,Brazil,"3014"
CR272205,Brazil,"3009"
CR272206,Brazil,"3003"
CR272207,Brazil,"2997"
CR272208,Brazil,"2991"
CR272209,Brazil,"2985"
CR272210,Brazil,"2978"
CR272211,Brazil,"2972"
CR272212,Brazil,"2965"
CR272213,Brazil,"2957"
CR272214,Brazil,"2950"
CR272215,Brazil,"2942"
CR272216,Brazil,"2934"
CR272217,Brazil,"2926"
CR272218,Brazil,"2918"
CR272219,Brazil,"2909"
CR272220,Brazil,"2901"
CR272221,Brazil,"2892"
CR272222,Brazil,"2882"
CR272223,Brazil,"2873"
CR272224,Brazil,"2863"
CR272225,Brazil,"2854"
CR272226,Brazil,"2686"
CR272227,Brazil,"158"
CR273185,Brazil,"85"
CR273186,Brazil,"2647"
CR273187,Brazil,"3072"
CR273188,Brazil,"3071"
CR273189,Brazil,"3069"
CR273190,Brazil,"3067"
CR273191,Brazil,"3065"
CR273192,Brazil,"3062"
CR273193,Brazil,"3059"
CR273194,Brazil,"3056"
CR273195,Brazil,"3053"
CR273196,Brazil,"3050"
CR273197,Brazil,"3046"
CR273198,Brazil,"3042"
CR273199,Brazil,"3038"
CR273200,Brazil,"3034"
CR273201,Brazil,"3029"
CR273202,Brazil,"3025"
CR273203,Brazil,"3020"
CR273204,Brazil,"3014"
CR273205,Brazil,"3009"
CR273206,Brazil,"3003"
CR273207,Brazil,"2997"
CR273208,Brazil,"2991"
CR273209,Brazil,"2985"
CR273210,Brazil,"2978"
CR273211,Brazil,"2972"
CR273212,Brazil,"2965"
CR273213,Brazil,"2957"
CR273214,Brazil,"2950"
CR273215,Brazil,"2942"
CR273216,Brazil,"2934"
CR273217,Brazil,"2926"
CR273218,Brazil,"2918"
CR273219,Brazil,"2909"
CR273220,Brazil,"2901"
CR273221,Brazil,"2892"
CR273222,Brazil,"2882"
CR273223,Brazil,"2873"
CR273224,Brazil,"2863"
CR273225,Brazil,"2854"
CR273226,Brazil,"2607"
CR273227,Brazil,"79"
CR274185,Brazil,"427"
CR274186,Brazil,"3074"
CR274187,Brazil,"3072"
CR274188,Brazil,"3071"
CR274189,Brazil,"3069"
CR274190,Brazil,"3067"
CR274191,Brazil,"3065"
CR274192,Brazil,"3062"
CR274193,Brazil,"3059"
CR274194,Brazil,"3056"
CR274195,Brazil,"3053"
CR274196,Brazil,"3050"
CR274197,Brazil,"3046"
CR274198,Brazil,"3042"
CR274199,Brazil,"3038"
CR274200,Brazil,"3034"
CR274201,Brazil,"3029"
CR274202,Brazil,"3025"
CR274203,Brazil,"3020"
CR274204,Brazil,"3014"
CR274205,Brazil,"3009"
CR274206,Brazil,"3003"
CR274207,Brazil,"2997"
CR274208,Brazil,"2991"
CR274209,Brazil,"2985"
CR274210,Brazil,"2978"
CR274211,Brazil,"2972"
CR274212,Brazil,"2965"
CR274213,Brazil,"2957"
CR274214,Brazil,"2950"
CR274215,Brazil,"2942"
CR274216,Brazil,"2934"
CR274217,Brazil,"2926"
CR274218,Brazil,"2918"
CR274219,Brazil,"2909"
CR274220,Brazil,"2901"
CR274221,Brazil,"2892"
CR274222,Brazil,"2882"
CR274223,Brazil,"2873"
CR274224,Brazil,"2863"
CR274225,Brazil,"2854"
CR274226,Brazil,"2291"
CR275186,Brazil,"2220"
CR275187,Brazil,"3072"
CR275188,Brazil,"3071"
CR275189,Brazil,"3069"
CR275190,Brazil,"3067"
CR275191,Brazil,"3065"
CR275192,Brazil,"3062"
CR275193,Brazil,"3059"
CR275194,Brazil,"3056"
CR275195,Brazil,"3053"
CR275196,Brazil,"3050"
CR275197,Brazil,"3046"
CR275198,Brazil,"3042"
CR275199,Brazil,"3038"
CR275200,Brazil,"3034"
CR275201,Brazil,"3029"
CR275202,Brazil,"3025"
CR275203,Brazil,"3020"
CR275204,Brazil,"3014"
CR275205,Brazil,"3009"
CR275206,Brazil,"3003"
CR275207,Brazil,"2997"
CR275208,Brazil,"2991"
CR275209,Brazil,"2985"
CR275210,Brazil,"2978"
CR275211,Brazil,"2972"
CR275212,Brazil,"2965"
CR275213,Brazil,"2957"
CR275214,Brazil,"2950"
CR275215,Brazil,"2942"
CR275216,Brazil,"2934"
CR275217,Brazil,"2926"
CR275218,Brazil,"2918"
CR275219,Brazil,"2909"
CR275220,Brazil,"2901"
CR275221,Brazil,"2892"
CR275222,Brazil,"2882"
CR275223,Brazil,"2873"
CR275224,Brazil,"2863"
CR275225,Brazil,"2854"
CR275226,Brazil,"2370"
CR276186,Brazil,"1366"
CR276187,Brazil,"3072"
CR276188,Brazil,"3071"
CR276189,Brazil,"3069"
CR276190,Brazil,"3067"
CR276191,Brazil,"3065"
CR276192,Brazil,"3062"
CR276193,Brazil,"3059"
CR276194,Brazil,"3056"
CR276195,Brazil,"3053"
CR276196,Brazil,"3050"
CR276197,Brazil,"3046"
CR276198,Brazil,"3042"
CR276199,Brazil,"3038"
CR276200,Brazil,"3034"
CR276201,Brazil,"3029"
CR276202,Brazil,"3025"
CR276203,Brazil,"3020"
CR276204,Brazil,"3014"
CR276205,Brazil,"3009"
CR276206,Brazil,"3003"
CR276207,Brazil,"2997"
CR276208,Brazil,"2991"
CR276209,Brazil,"2985"
CR276210,Brazil,"2978"
CR276211,Brazil,"2972"
CR276212,Brazil,"2965"
CR276213,Brazil,"2957"
CR276214,Brazil,"2950"
CR276215,Brazil,"2942"
CR276216,Brazil,"2934"
CR276217,Brazil,"2926"
CR276218,Brazil,"2918"
CR276219,Brazil,"2909"
CR276220,Brazil,"2901"
CR276221,Brazil,"2892"
CR276222,Brazil,"2882"
CR276223,Brazil,"2873"
CR276224,Brazil,"2863"
CR276225,Brazil,"2854"
CR276226,Brazil,"2212"
CR277186,Brazil,"1110"
CR277187,Brazil,"3072"
CR277188,Brazil,"3071"
CR277189,Brazil,"3069"
CR277190,Brazil,"3067"
CR277191,Brazil,"3065"
CR277192,Brazil,"3062"
CR277193,Brazil,"3059"
CR277194,Brazil,"3056"
CR277195,Brazil,"3053"
CR277196,Brazil,"3050"
CR277197,Brazil,"3046"
CR277198,Brazil,"3042"
CR277199,Brazil,"3038"
CR277200,Brazil,"3034"
CR277201,Brazil,"3029"
CR277202,Brazil,"3025"
CR277203,Brazil,"3020"
CR277204,Brazil,"3014"
CR277205,Brazil,"3009"
CR277206,Brazil,"3003"
CR277207,Brazil,"2997"
CR277208,Brazil,"2991"
CR277209,Brazil,"2985"
CR277210,Brazil,"2978"
CR277211,Brazil,"2972"
CR277212,Brazil,"2965"
CR277213,Brazil,"2957"
CR277214,Brazil,"2950"
CR277215,Brazil,"2942"
CR277216,Brazil,"2934"
CR277217,Brazil,"2845"
CR277218,Brazil,"2918"
CR277219,Brazil,"2909"
CR277220,Brazil,"2901"
CR277221,Brazil,"2892"
CR277222,Brazil,"2882"
CR277223,Brazil,"2873"
CR277224,Brazil,"2863"
CR277225,Brazil,"2062"
CR277226,Brazil,"79"
CR278186,Brazil,"427"
CR278187,Brazil,"2902"
CR278188,Brazil,"3071"
CR278189,Brazil,"3069"
CR278190,Brazil,"3067"
CR278191,Brazil,"3065"
CR278192,Brazil,"3062"
CR278193,Brazil,"3059"
CR278194,Brazil,"3056"
CR278195,Brazil,"3053"
CR278196,Brazil,"3050"
CR278197,Brazil,"3046"
CR278198,Brazil,"3042"
CR278199,Brazil,"3038"
CR278200,Brazil,"3034"
CR278201,Brazil,"3029"
CR278202,Brazil,"3025"
CR278203,Brazil,"3020"
CR278204,Brazil,"3014"
CR278205,Brazil,"3009"
CR278206,Brazil,"3003"
CR278207,Brazil,"2997"
CR278208,Brazil,"2991"
CR278209,Brazil,"2985"
CR278210,Brazil,"2978"
CR278211,Brazil,"2972"
CR278212,Brazil,"2965"
CR278213,Brazil,"2957"
CR278214,Brazil,"2950"
CR278215,Brazil,"2942"
CR278216,Brazil,"2934"
CR278217,Brazil,"2926"
CR278218,Brazil,"2918"
CR278219,Brazil,"2909"
CR278220,Brazil,"2901"
CR278221,Brazil,"2892"
CR278222,Brazil,"2882"
CR278223,Brazil,"2793"
CR278224,Brazil,"2386"
CR278225,Brazil,"476"
CR279186,Brazil,"598"
CR279187,Brazil,"3072"
CR279188,Brazil,"3071"
CR279189,Brazil,"3069"
CR279190,Brazil,"3067"
CR279191,Brazil,"3065"
CR279192,Brazil,"3062"
CR279193,Brazil,"3059"
CR279194,Brazil,"3056"
CR279195,Brazil,"3053"
CR279196,Brazil,"3050"
CR279197,Brazil,"3046"
CR279198,Brazil,"3042"
CR279199,Brazil,"3038"
CR279200,Brazil,"3034"
CR279201,Brazil,"3029"
CR279202,Brazil,"3025"
CR279203,Brazil,"3020"
CR279204,Brazil,"3014"
CR279205,Brazil,"3009"
CR279206,Brazil,"3003"
CR279207,Brazil,"2997"
CR279208,Brazil,"2991"
CR279209,Brazil,"2985"
CR279210,Brazil,"2978"
CR279211,Brazil,"2972"
CR279212,Brazil,"2965"
CR279213,Brazil,"2957"
CR279214,Brazil,"2950"
CR279215,Brazil,"2942"
CR279216,Brazil,"2934"
CR279217,Brazil,"2926"
CR279218,Brazil,"2918"
CR279219,Brazil,"2909"
CR279220,Brazil,"2901"
CR279221,Brazil,"2892"
CR279222,Brazil,"2163"
CR279223,Brazil,"240"
CR280186,Brazil,"1024"
CR280187,Brazil,"3072"
CR280188,Brazil,"3071"
CR280189,Brazil,"3069"
CR280190,Brazil,"3067"
CR280191,Brazil,"3065"
CR280192,Brazil,"3062"
CR280193,Brazil,"3059"
CR280194,Brazil,"3056"
CR280195,Brazil,"3053"
CR280196,Brazil,"3050"
CR280197,Brazil,"3046"
CR280198,Brazil,"3042"
CR280199,Brazil,"3038"
CR280200,Brazil,"3034"
CR280201,Brazil,"3029"
CR280202,Brazil,"3025"
CR280203,Brazil,"3020"
CR280204,Brazil,"3014"
CR280205,Brazil,"3009"
CR280206,Brazil,"3003"
CR280207,Brazil,"2997"
CR280208,Brazil,"2991"
CR280209,Brazil,"2985"
CR280210,Brazil,"2978"
CR280211,Brazil,"2972"
