"ID","L","NL"
"CR250224",0,0.7375
"CR250225",0,0.7375
"CR250226",0,0.7375
"CR250227",0,0.7375
"CR250228",0,0.7375
"CR250236",0,0
"CR250237",0,0
"CR250238",0,0
"CR250239",0,0
"CR250240",0,0
"CR250241",0,0
"CR250242",0,0
"CR250243",0,0
"CR251176",0,0.71
"CR251177",0,0.71
"CR251178",0,0.71
"CR251179",0,0.71
"CR251180",0,0.71
"CR251181",0,0.71
"CR251182",0,0.71
"CR251183",0,0.71
"CR251184",0,0.71
"CR251185",0,0.71
"CR251186",0,0.71
"CR251187",0,0.71
"CR251188",0,0.71
"CR251189",0,0.71
"CR251190",0,0.71
"CR251191",0,0.71
"CR251192",0,0.71
"CR251193",0,0.71
"CR251194",0,0.71
"CR251195",0,0.71
"CR251196",0,0.71
"CR251197",0,0.71
"CR251198",0,0.71
"CR251199",0,0.71
"CR251200",0,0.71
"CR251201",0,0.71
"CR251202",0,0.71
"CR251203",0,0.71
"CR251204",0,0.71
"CR251205",0,0.71
"CR251206",0,0.71
"CR251207",0,0.71
"CR251208",0,0.7375
"CR251209",0,0.7375
"CR251210",0,0.7375
"CR251211",0,0.7375
"CR251212",0,0.7375
"CR251213",0,0.7375
"CR251214",0,0.7375
"CR251215",0,0.7375
"CR251216",0,0.7375
"CR251217",0,0.7375
"CR251218",0,0.7375
"CR251219",0,0.7375
"CR251220",0,0.7375
"CR251221",0,0.7375
"CR251222",0,0.7375
"CR251223",0,0.7375
"CR251224",0,0.7375
"CR251225",0,0
"CR251226",0,0
"CR251227",0,0.7375
"CR251228",0,0
"CR251231",0,0
"CR251232",0,0
"CR251236",0,0
"CR251237",0,0
"CR251238",0,0
"CR251239",0,0
"CR251240",0,0
"CR251241",0,0
"CR251242",0,0
"CR251243",0,0
"CR252176",0,0.71
"CR252177",0,0.71
"CR252178",0,0.71
"CR252179",0,0.71
"CR252180",0,0.71
"CR252181",0,0.71
"CR252182",0,0.71
"CR252183",0,0.71
"CR252184",0,0.71
"CR252185",0,0.71
"CR252186",0,0.71
"CR252187",0,0.71
"CR252188",0,0.71
"CR252189",0,0.71
"CR252190",0,0.71
"CR252191",0,0.71
"CR252192",0,0.71
"CR252193",0,0.71
"CR252194",0,0.71
"CR252195",0,0.71
"CR252196",0,0.71
"CR252197",0,0.71
"CR252198",0,0.71
"CR252199",0,0.71
"CR252200",0,0.71
"CR252201",0,0.71
"CR252202",0,0.71
"CR252203",0,0.71
"CR252204",0,0.71
"CR252205",0,0.71
"CR252206",0,0.71
"CR252207",0,0.71
"CR252208",0,0.7375
"CR252209",0,0.7375
"CR252210",0,0.7375
"CR252211",0,0.7375
"CR252212",0,0.7375
"CR252213",0,0.7375
"CR252214",0,0.7375
"CR252215",0,0.7375
"CR252216",0,0.7375
"CR252217",0,0.7375
"CR252218",0,0.7375
"CR252219",0,0.7375
"CR252220",0,0.7375
"CR252221",0,0.7375
"CR252222",0,0.7375
"CR252223",0,0.7375
"CR252224",0,0
"CR252225",0,0
"CR252226",0,0
"CR252227",0,0
"CR252228",0,0
"CR252229",0,0
"CR252230",0,0
"CR252231",0,0
"CR252232",0,0
"CR252235",0,0
"CR252236",0,0
"CR252237",0,0
"CR252238",0,0
"CR252239",0,0
"CR252240",0,0
"CR252241",0,0
"CR252242",0,0
"CR252243",0,0
"CR252244",0,0
"CR253176",0,0.71
"CR253177",0,0.71
"CR253178",0,0.71
"CR253179",0,0.71
"CR253180",0,0.71
"CR253181",0,0.71
"CR253182",0,0.71
"CR253183",0,0.71
"CR253184",0,0.71
"CR253185",0,0.71
"CR253186",0,0.71
"CR253187",0,0.71
"CR253188",0,0.71
"CR253189",0,0.71
"CR253190",0,0.71
"CR253191",0,0.71
"CR253192",0,0.71
"CR253193",0,0.71
"CR253194",0,0.71
"CR253195",0,0.71
"CR253196",0,0.71
"CR253197",0,0.71
"CR253198",0,0.71
"CR253199",0,0.71
"CR253200",0,0.71
"CR253201",0,0.71
"CR253202",0,0.71
"CR253203",0,0.71
"CR253204",0,0.71
"CR253205",0,0.71
"CR253206",0,0.71
"CR253207",0,0.71
"CR253208",0,0.7375
"CR253209",0,0.7375
"CR253210",0,0.7375
"CR253211",0,0.7375
"CR253212",0,0.7375
"CR253213",0,0.7375
"CR253214",0,0.7375
"CR253215",0,0.7375
"CR253216",0,0.7375
"CR253217",0,0.7375
"CR253218",0,0.7375
"CR253219",0,0.7375
"CR253220",0,0.7375
"CR253221",0,0.7375
"CR253222",0,0.7375
"CR253223",0,0.7375
"CR253224",0,0.7375
"CR253225",0,0
"CR253226",0,0
"CR253227",0,0
"CR253228",0,0
"CR253229",0,0
"CR253230",0,0
"CR253231",0,0
"CR253232",0,0
"CR253233",0,0
"CR253234",0,0
"CR253235",0,0
"CR253236",0,0
"CR253237",0,0
"CR253238",0,0
"CR253239",0,0
"CR253240",0,0
"CR253241",0,0
"CR253242",0,0
"CR253243",0,0
"CR253244",0,0
"CR253245",0,0
"CR254176",0,0.71
"CR254177",0,0.71
"CR254178",0,0.71
"CR254179",0,0.71
"CR254180",0,0.71
"CR254181",0,0.71
"CR254182",0,0.71
"CR254183",0,0.71
"CR254184",0,0.71
"CR254185",0,0.71
"CR254186",0,0.71
"CR254187",0,0.71
"CR254188",0,0.71
"CR254189",0,0.71
"CR254190",0,0.71
"CR254191",0,0.71
"CR254192",0,0.71
"CR254193",0,0.71
"CR254194",0,0.71
"CR254195",0,0.71
"CR254196",0,0.71
"CR254197",0,0.71
"CR254198",0,0.71
"CR254199",0,0.71
"CR254200",0,0.71
"CR254201",0,0.71
"CR254202",0,0.71
"CR254203",0,0.71
"CR254204",0,0.71
"CR254205",0,0.71
"CR254206",0,0.71
"CR254207",0,0.71
"CR254208",0,0.7375
"CR254209",0,0.7375
"CR254210",0,0.7375
"CR254211",0,0.7375
"CR254212",0,0.7375
"CR254213",0,0.7375
"CR254214",0,0.7375
"CR254215",0,0.7375
"CR254216",0,0.7375
"CR254217",0,0.7375
"CR254218",0,0.7375
"CR254219",0,0.7375
"CR254220",0,0.7375
"CR254221",0,0.7375
"CR254222",0,0.7375
"CR254223",0,0.7375
"CR254224",0,0.7375
"CR254225",0,0
"CR254226",0,0
"CR254227",0,0
"CR254228",0,0
"CR254229",0,0
"CR254230",0,0
"CR254231",0,0
"CR254232",0,0
"CR254233",0,0
"CR254234",0,0
"CR254235",0,0
"CR254236",0,0
"CR254237",0,0
"CR254238",0,0
"CR254239",0,0
"CR254240",0,0
"CR254241",0,0
"CR254242",0,0
"CR254243",0,0
"CR254244",0,0
"CR254245",0,0
"CR254246",0,0
"CR254247",0,0
"CR254248",0,0
"CR255175",0,0
"CR255176",0,0.71
"CR255177",0,0.71
"CR255178",0,0.71
"CR255179",0,0.71
"CR255180",0,0.71
"CR255181",0,0.71
"CR255182",0,0.71
"CR255183",0,0.71
"CR255184",0,0.71
"CR255185",0,0.71
"CR255186",0,0.71
"CR255187",0,0.71
"CR255188",0,0.71
"CR255189",0,0.71
"CR255190",0,0.71
"CR255191",0,0.71
"CR255192",0,0.71
"CR255193",0,0.71
"CR255194",0,0.71
"CR255195",0,0.71
"CR255196",0,0.71
"CR255197",0,0.71
"CR255198",0,0.71
"CR255199",0,0.71
"CR255200",0,0.71
"CR255201",0,0.71
"CR255202",0,0.71
"CR255203",0,0.71
"CR255204",0,0.71
"CR255205",0,0.71
"CR255206",0,0.71
"CR255207",0,0.71
"CR255208",0,0.7375
"CR255209",0,0.7375
"CR255210",0,0.7375
"CR255211",0,0.7375
"CR255212",0,0.7375
"CR255213",0,0.7375
"CR255214",0,0.7375
"CR255215",0,0.7375
"CR255216",0,0.7375
"CR255217",0,0.7375
"CR255218",0,0.7375
"CR255219",0,0.7375
"CR255220",0,0.7375
"CR255221",0,0.7375
"CR255222",0,0.7375
"CR255223",0,0.7375
"CR255224",0,0.7375
"CR255225",0,0
"CR255226",0,0
"CR255227",0,0
"CR255228",0,0
"CR255229",0,0
"CR255230",0,0
"CR255231",0,0
"CR255232",0,0
"CR255233",0,0
"CR255234",0,0
"CR255235",0,0
"CR255236",0,0
"CR255237",0,0
"CR255238",0,0
"CR255239",0,0
"CR255240",0,0
"CR255241",0,0
"CR255242",0,0
"CR255243",0,0
"CR255244",0,0
"CR255245",0,0
"CR255246",0,0
"CR255247",0,0
"CR256173",0,0.71
"CR256174",0,0.71
"CR256175",0,0.71
"CR256176",0,0.71
"CR256177",0,0.71
"CR256178",0,0.71
"CR256179",0,0.71
"CR256180",0,0.71
"CR256181",0,0.71
"CR256182",0,0.71
"CR256183",0,0.71
"CR256184",0,0.71
"CR256185",0,0.71
"CR256186",0,0.71
"CR256187",0,0.71
"CR256188",0,0.71
"CR256189",0,0.71
"CR256190",0,0.71
"CR256191",0,0.71
"CR256192",0,0.71
"CR256193",0,0.71
"CR256194",0,0.71
"CR256195",0,0.71
"CR256196",0,0.71
"CR256197",0,0.71
"CR256198",0,0.71
"CR256199",0,0.71
"CR256200",0,0.71
"CR256201",0,0.71
"CR256202",0,0.71
"CR256203",0,0.71
"CR256204",0,0.71
"CR256205",0,0.71
"CR256206",0,0.71
"CR256207",0,0.7375
"CR256208",0,0.7375
"CR256209",0,0.7375
"CR256210",0,0.7375
"CR256211",0,0.7375
"CR256212",0,0.7375
"CR256213",0,0.7375
"CR256214",0,0.7375
"CR256215",0,0.7375
"CR256216",0,0.7375
"CR256217",0,0.7375
"CR256218",0,0.7375
"CR256219",0,0.7375
"CR256220",0,0.7375
"CR256221",0,0.7375
"CR256222",0,0.7375
"CR256223",0,0.7375
"CR256224",0,0
"CR256225",0,0
"CR256226",0,0
"CR256227",0,0
"CR256228",0,0
"CR256229",0,0
"CR256230",0,0
"CR256231",0,0
"CR256232",0,0
"CR256233",0,0
"CR256234",0,0
"CR256235",0,0
"CR256236",0,0
"CR256237",0,0
"CR256238",0,0
"CR256239",0,0
"CR256240",0,0
"CR256241",0,0
"CR256242",0,0
"CR256243",0,0
"CR256244",0,0
"CR256245",0,0
"CR256246",0,0
"CR257172",0,0.71
"CR257173",0,0.71
"CR257174",0,0.71
"CR257175",0,0.71
"CR257176",0,0.71
"CR257177",0,0.71
"CR257178",0,0.71
"CR257179",0,0.71
"CR257180",0,0.71
"CR257181",0,0.71
"CR257182",0,0.71
"CR257183",0,0.71
"CR257184",0,0.71
"CR257185",0,0.71
"CR257186",0,0.71
"CR257187",0,0.71
"CR257188",0,0.71
"CR257189",0,0.71
"CR257190",0,0.71
"CR257191",0,0.71
"CR257192",0,0.71
"CR257193",0,0.71
"CR257194",0,0.71
"CR257195",0,0.71
"CR257196",0,0.71
"CR257197",0,0.71
"CR257198",0,0.71
"CR257199",0,0.71
"CR257200",0,0.71
"CR257201",0,0.71
"CR257202",0,0.7375
"CR257203",0,0.71
"CR257204",0,0.71
"CR257205",0,0.71
"CR257206",0,0.7375
"CR257207",0,0.7375
"CR257208",0,0.7375
"CR257209",0,0.7375
"CR257210",0,0.7375
"CR257211",0,0.7375
"CR257212",0,0.7375
"CR257213",0,0.7375
"CR257214",0,0.7375
"CR257215",0,0.7375
"CR257216",0,0.7375
"CR257217",0,0.7375
"CR257218",0,0.7375
"CR257219",0,0.7375
"CR257220",0,0.7375
"CR257221",0,0.7375
"CR257222",0,0.7375
"CR257223",0,0
"CR257224",0,0
"CR257225",0,0.7375
"CR257226",0,0
"CR257227",0,0
"CR257228",0,0
"CR257229",0,0
"CR257230",0,0
"CR257231",0,0
"CR257232",0,0
"CR257233",0,0
"CR257234",0,0
"CR257235",0,0
"CR257236",0,0
"CR257237",0,0
"CR257238",0,0
"CR257239",0,0
"CR257240",0,0
"CR257241",0,0
"CR257242",0,0
"CR257243",0,0
"CR257244",0,0
"CR258172",0,0.71
"CR258173",0,0.71
"CR258174",0,0.71
"CR258175",0,0.71
"CR258176",0,0.71
"CR258177",0,0.71
"CR258178",0,0.71
"CR258179",0,0.71
"CR258180",0,0.71
"CR258181",0,0.71
"CR258182",0,0.71
"CR258183",0,0.71
"CR258184",0,0.71
"CR258185",0,0.71
"CR258186",0,0.71
"CR258187",0,0.71
"CR258188",0,0.71
"CR258189",0,0.71
"CR258190",0,0.71
"CR258191",0,0.71
"CR258192",0,0.71
"CR258193",0,0.71
"CR258194",0,0.71
"CR258195",0,0.71
"CR258196",0,0.71
"CR258197",0,0.71
"CR258198",0,0.71
"CR258199",0,0.71
"CR258200",0,0.71
"CR258201",0,0.71
"CR258202",0,0.71
"CR258203",0,0.7375
"CR258204",0,0.7375
"CR258205",0,0.7375
"CR258206",0,0.7375
"CR258207",0,0.7375
"CR258208",0,0.7375
"CR258209",0,0.7375
"CR258210",0,0.7375
"CR258211",0,0.7375
"CR258212",0,0.7375
"CR258213",0,0.7375
"CR258214",0,0.7375
"CR258215",0,0.7375
"CR258216",0,0.7375
"CR258217",0,0.7375
"CR258218",0,0.7375
"CR258219",0,0.7375
"CR258220",0,0.7375
"CR258221",0,0.7375
"CR258222",0,0
"CR258223",0,0
"CR258224",0,0
"CR258225",0,0
"CR258226",0,0
"CR258227",0,0
"CR258228",0,0
"CR258229",0,0
"CR258230",0,0
"CR258231",0,0
"CR258232",0,0
"CR258233",0,0
"CR258234",0,0
"CR258235",0,0
"CR258236",0,0
"CR258237",0,0
"CR258238",0,0
"CR258239",0,0
"CR258240",0,0
"CR258241",0,0
"CR258242",0,0
"CR258243",0,0
"CR258244",0,0
"CR259175",0,0.71
"CR259176",0,0.71
"CR259177",0,0.71
"CR259178",0,0.71
"CR259179",0,0.71
"CR259180",0,0.71
"CR259181",0,0.71
"CR259182",0,0.71
"CR259183",0,0.71
"CR259184",0,0.71
"CR259185",0,0.71
"CR259186",0,0.71
"CR259187",0,0.71
"CR259188",0,0.71
"CR259189",0,0.71
"CR259190",0,0.71
"CR259191",0,0.71
"CR259192",0,0.71
"CR259193",0,0.71
"CR259194",0,0.71
"CR259195",0,0.71
"CR259196",0,0.71
"CR259197",0,0.71
"CR259198",0,0.71
"CR259199",0,0.71
"CR259200",0,0.71
"CR259201",0,0.71
"CR259202",0,0.7375
"CR259203",0,0.7375
"CR259204",0,0.7375
"CR259205",0,0.7375
"CR259206",0,0.7375
"CR259207",0,0.7375
"CR259208",0,0.7375
"CR259209",0,0.7375
"CR259210",0,0.7375
"CR259211",0,0.7375
"CR259212",0,0.7375
"CR259213",0,0.7375
"CR259214",0,0.7375
"CR259215",0,0.7375
"CR259216",0,0.7375
"CR259217",0,0.7375
"CR259218",0,0.7375
"CR259219",0,0
"CR259220",0,0.7375
"CR259221",0,0
"CR259222",0,0
"CR259223",0,0
"CR259224",0,0
"CR259225",0,0
"CR259226",0,0
"CR259227",0,0
"CR259228",0,0
"CR259229",0,0
"CR259230",0,0
"CR259231",0,0
"CR259232",0,0
"CR259233",0,0
"CR259234",0,0
"CR259235",0,0
"CR259236",0,0
"CR259237",0,0
"CR259238",0,0
"CR259239",0,0
"CR259240",0,0
"CR259241",0,0
"CR259242",0,0
"CR259243",0,0
"CR260176",0,0.71
"CR260177",0,0.71
"CR260178",0,0.71
"CR260179",0,0.71
"CR260180",0,0.71
"CR260181",0,0.71
"CR260182",0,0.71
"CR260183",0,0.71
"CR260184",0,0.71
"CR260185",0,0.71
"CR260186",0,0.71
"CR260187",0,0.71
"CR260188",0,0.71
"CR260189",0,0.71
"CR260190",0,0.71
"CR260191",0,0.71
"CR260192",0,0.71
"CR260193",0,0.71
"CR260194",0,0.71
"CR260195",0,0.71
"CR260196",0,0.71
"CR260197",0,0.71
"CR260198",0,0.71
"CR260199",0,0.71
"CR260200",0,0.71
"CR260201",0,0.7375
"CR260202",0,0.7375
"CR260203",0,0.7375
"CR260204",0,0.7375
"CR260205",0,0.7375
"CR260206",0,0.7375
"CR260207",0,0.7375
"CR260208",0,0.7375
"CR260209",0,0.7375
"CR260210",0,0.7375
"CR260211",0,0.7375
"CR260212",0,0.7375
"CR260213",0,0.7375
"CR260214",0,0.7375
"CR260215",0,0.7375
"CR260216",0,0.7375
"CR260217",0,0.7375
"CR260218",0,0.7375
"CR260219",0,0.7375
"CR260220",0,0.7375
"CR260221",0,0
"CR260222",0,0
"CR260223",0,0
"CR260224",0,0
"CR260225",0,0
"CR260226",0,0
"CR260227",0,0
"CR260228",0,0
"CR260229",0,0
"CR260230",0,0
"CR260231",0,0
"CR260232",0,0
"CR260233",0,0
"CR260234",0,0
"CR260235",0,0
"CR260236",0,0
"CR260237",0,0
"CR260238",0,0
"CR260239",0,0
"CR260240",0,0
"CR260241",0,0
"CR260242",0,0
"CR261178",0,0.71
"CR261180",0,0.71
"CR261181",0,0.71
"CR261182",0,0.71
"CR261183",0,0.71
"CR261184",0,0.71
"CR261185",0,0.71
"CR261186",0,0.71
"CR261187",0,0.71
"CR261188",0,0.71
"CR261189",0,0.71
"CR261190",0,0.71
"CR261191",0,0.71
"CR261192",0,0.71
"CR261193",0,0.71
"CR261194",0,0.71
"CR261195",0,0.71
"CR261196",0,0.7375
"CR261197",0,0.7375
"CR261198",0,0.7375
"CR261199",0,0.7375
"CR261200",0,0.7375
"CR261201",0,0.7375
"CR261202",0,0.7375
"CR261203",0,0.7375
"CR261204",0,0.7375
"CR261205",0,0.7375
"CR261206",0,0.7375
"CR261207",0,0.7375
"CR261208",0,0.7375
"CR261209",0,0.7375
"CR261210",0,0.7375
"CR261211",0,0.7375
"CR261212",0,0.7375
"CR261213",0,0.7375
"CR261214",0,0.7375
"CR261215",0,0.7375
"CR261216",0,0.7375
"CR261217",0,0.7375
"CR261218",0,0
"CR261219",0,0.7375
"CR261220",0,0.7375
"CR261221",0,0
"CR261222",0,0
"CR261223",0,0
"CR261224",0,0
"CR261225",0,0
"CR261226",0,0
"CR261227",0,0
"CR261228",0,0
"CR261229",0,0.7375
"CR261230",0,0
"CR261231",0,0
"CR261232",0,0
"CR261233",0,0
"CR261234",0,0
"CR261235",0,0
"CR261236",0,0
"CR261237",0,0
"CR261238",0,0
"CR261239",0,0
"CR261240",0,0
"CR262181",0,0.71
"CR262182",0,0.71
"CR262183",0,0.71
"CR262184",0,0.71
"CR262185",0,0.71
"CR262186",0,0.71
"CR262187",0,0.71
"CR262188",0,0.71
"CR262189",0,0.71
"CR262190",0,0.71
"CR262191",0,0.71
"CR262192",0,0.71
"CR262193",0,0.71
"CR262194",0,0.71
"CR262195",0,0.71
"CR262196",0,0.71
"CR262197",0,0.7375
"CR262198",0,0.7375
"CR262199",0,0.7375
"CR262200",0,0.7375
"CR262201",0,0.7375
"CR262202",0,0.7375
"CR262203",0,0.7375
"CR262204",0,0.7375
"CR262205",0,0.7375
"CR262206",0,0.7375
"CR262207",0,0.7375
"CR262208",0,0.7375
"CR262209",0,0.7375
"CR262210",0,0.7375
"CR262211",0,0.7375
"CR262212",0,0.7375
"CR262213",0,0.7375
"CR262214",0,0.7375
"CR262215",0,0.7375
"CR262216",0,0.7375
"CR262217",0,0.7375
"CR262218",0,0
"CR262219",0,0.7375
"CR262220",0,0.7375
"CR262221",0,0.7375
"CR262222",0,0
"CR262223",0,0
"CR262224",0,0
"CR262225",0,0
"CR262226",0,0.7375
"CR262227",0,0.7375
"CR262228",0,0
"CR262229",0,0.7375
"CR262230",0,0
"CR262231",0,0
"CR262232",0,0
"CR262233",0,0
"CR262234",0,0
"CR262235",0,0
"CR262236",0,0
"CR262237",0,0
"CR262238",0,0
"CR263181",0,0.71
"CR263182",0,0.71
"CR263183",0,0.71
"CR263184",0,0.71
"CR263185",0,0.71
"CR263186",0,0.71
"CR263187",0,0.71
"CR263188",0,0.71
"CR263189",0,0.71
"CR263190",0,0.71
"CR263191",0,0.71
"CR263192",0,0.71
"CR263193",0,0.71
"CR263194",0,0.71
"CR263195",0,0.71
"CR263196",0,0.71
"CR263197",0,0.71
"CR263198",0,0.7375
"CR263199",0,0.7375
"CR263200",0,0.7375
"CR263201",0,0.7375
"CR263202",0,0.7375
"CR263203",0,0.7375
"CR263204",0,0.7375
"CR263205",0,0.7375
"CR263206",0,0.7375
"CR263207",0,0.7375
"CR263208",0,0.7375
"CR263209",0,0.7375
"CR263210",0,0.7375
"CR263211",0,0.7375
"CR263212",0,0.7375
"CR263213",0,0.7375
"CR263214",0,0.7375
"CR263215",0,0.7375
"CR263216",0,0.7375
"CR263217",0,0
"CR263218",0,0.7375
"CR263219",0,0.7375
"CR263220",0,0
"CR263221",0,0.7375
"CR263222",0,0
"CR263223",0,0
"CR263224",0,0
"CR263225",0,0
"CR263226",0,0.7375
"CR263227",0,0.7375
"CR263228",0,0
"CR263229",0,0
"CR263230",0,0
"CR263231",0,0
"CR263232",0,0
"CR263233",0,0
"CR263234",0,0
"CR263235",0,0
"CR263236",0,0
"CR263237",0,0
"CR263238",0,0
"CR264181",0,0.71
"CR264182",0,0.71
"CR264183",0,0.71
"CR264184",0,0.71
"CR264185",0,0.71
"CR264186",0,0.71
"CR264187",0,0.71
"CR264188",0,0.71
"CR264189",0,0.71
"CR264190",0,0.71
"CR264191",0,0.71
"CR264192",0,0.71
"CR264193",0,0.71
"CR264194",0,0.71
"CR264195",0,0.7375
"CR264196",0,0.7375
"CR264197",0,0.7375
"CR264198",0,0.7375
"CR264199",0,0.7375
"CR264200",0,0.7375
"CR264201",0,0.7375
"CR264202",0,0.7375
"CR264203",0,0.7375
"CR264204",0,0.7375
"CR264205",0,0.7375
"CR264206",0,0.7375
"CR264207",0,0.7375
"CR264208",0,0.7375
"CR264209",0,0.7375
"CR264210",0,0.7375
"CR264211",0,0.7375
"CR264212",0,0.7375
"CR264213",0,0.7375
"CR264214",0,0.7375
"CR264215",0,0.7375
"CR264216",0,0.7375
"CR264217",0,0.7375
"CR264218",0,0
"CR264219",0,0.7375
"CR264220",0,0.7375
"CR264221",0,0
"CR264222",0,0
"CR264223",0,0
"CR264224",0,0.7375
"CR264225",0,0.7375
"CR264226",0,0
"CR264227",0,0.7375
"CR264228",0,0
"CR264229",0,0
"CR264230",0,0
"CR264231",0,0
"CR264232",0,0
"CR264235",0,0
"CR264236",0,0
"CR265182",0,0.71
"CR265183",0,0.71
"CR265184",0,0.71
"CR265185",0,0.71
"CR265186",0,0.71
"CR265187",0,0.71
"CR265188",0,0.71
"CR265189",0,0.71
"CR265190",0,0.71
"CR265191",0,0.71
"CR265192",0,0.7375
"CR265193",0,0.7375
"CR265194",0,0.7375
"CR265195",0,0.7375
"CR265196",0,0.7375
"CR265197",0,0.7375
"CR265198",0,0.7375
"CR265199",0,0.7375
"CR265200",0,0.7375
"CR265201",0,0.7375
"CR265202",0,0.7375
"CR265203",0,0.7375
"CR265204",0,0.7375
"CR265205",0,0.7375
"CR265206",0,0.7375
"CR265207",0,0.7375
"CR265208",0,0.7375
"CR265209",0,0.7375
"CR265210",0,0.7375
"CR265211",0,0.7375
"CR265212",0,0.7375
"CR265213",0,0.7375
"CR265214",0,0.7375
"CR265215",0,0.7375
"CR265216",0,0.7375
"CR265217",0,0.7375
"CR265218",0,0.7375
"CR265219",0,0.7375
"CR265220",0,0
"CR265221",0,0
"CR265222",0,0.7375
"CR265223",0,0
"CR265224",0,0
"CR265225",0,0.7375
"CR265226",0,0
"CR265227",0,0
"CR265228",0,0
"CR265229",0,0
"CR265230",0,0
"CR265231",0,0
"CR266182",0,0.71
"CR266183",0,0.71
"CR266184",0,0.71
"CR266185",0,0.71
"CR266186",0,0.71
"CR266187",0,0.71
"CR266188",0,0.71
"CR266189",0,0.71
"CR266190",0,0.71
"CR266191",0,0.71
"CR266192",0,0.7375
"CR266193",0,0.7375
"CR266194",0,0.7375
"CR266195",0,0.7375
"CR266196",0,0.7375
"CR266197",0,0.7375
"CR266198",0,0.7375
"CR266199",0,0.7375
"CR266200",0,0.7375
"CR266201",0,0.7375
"CR266202",0,0.7375
"CR266203",0,0.7375
"CR266204",0,0.7375
"CR266205",0,0.7375
"CR266206",0,0.7375
"CR266207",0,0.7375
"CR266208",0,0.7375
"CR266209",0,0.7375
"CR266210",0,0.7375
"CR266211",0,0.7375
"CR266212",0,0.7375
"CR266213",0,0.7375
"CR266214",0,0.7375
"CR266215",0,0.7375
"CR266216",0,0.7375
"CR266217",0,0.7375
"CR266218",0,0.7375
"CR266219",0,0.7375
"CR266220",0,0.7375
"CR266221",0,0.7375
"CR266222",0,0.7375
"CR266223",0,0.7375
"CR266224",0,0
"CR266225",0,0
"CR266226",0,0
"CR266227",0,0
"CR266228",0,0
"CR266229",0,0
"CR266230",0,0
"CR267182",0,0.71
"CR267183",0,0.71
"CR267184",0,0.71
"CR267185",0,0.71
"CR267186",0,0.71
"CR267187",0,0.71
"CR267188",0,0.71
"CR267189",0,0.71
"CR267190",0,0.71
"CR267191",0,0.71
"CR267192",0,0.7375
"CR267193",0,0.7375
"CR267194",0,0.7375
"CR267195",0,0.7375
"CR267196",0,0.7375
"CR267197",0,0.7375
"CR267198",0,0.7375
"CR267199",0,0.7375
"CR267200",0,0.7375
"CR267201",0,0.7375
"CR267202",0,0.7375
"CR267203",0,0.7375
"CR267204",0,0.7375
"CR267205",0,0.7375
"CR267206",0,0.7375
"CR267207",0,0.7375
"CR267208",0,0.7375
"CR267209",0,0.7375
"CR267210",0,0.7375
"CR267211",0,0.7375
"CR267212",0,0.7375
"CR267213",0,0.7375
"CR267214",0,0.7375
"CR267215",0,0.7375
"CR267216",0,0.7375
"CR267217",0,0.7375
"CR267218",0,0.7375
"CR267219",0,0.7375
"CR267220",0,0.7375
"CR267221",0,0.7375
"CR267222",0,0.7375
"CR267223",0,0
"CR267224",0,0
"CR267225",0,0
"CR267226",0,0
"CR267227",0,0
"CR267228",0,0
"CR267229",0,0
"CR268182",0,0
"CR268183",0,0.71
"CR268184",0,0.71
"CR268185",0,0.71
"CR268186",0,0.71
"CR268187",0,0.71
"CR268188",0,0.71
"CR268189",0,0.71
"CR268190",0,0.71
"CR268191",0,0.71
"CR268192",0,0.7375
"CR268193",0,0.7375
"CR268194",0,0.7375
"CR268195",0,0.7375
"CR268196",0,0.7375
"CR268197",0,0.7375
"CR268198",0,0.7375
"CR268199",0,0.7375
"CR268200",0,0.7375
"CR268201",0,0.7375
"CR268202",0,0.7375
"CR268203",0,0.7375
"CR268204",0,0.7375
"CR268205",0,0.7375
"CR268206",0,0.7375
"CR268207",0,0.7375
"CR268208",0,0.7375
"CR268209",0,0.7375
"CR268210",0,0.7375
"CR268211",0,0.7375
"CR268212",0,0.7375
"CR268213",0,0.7375
"CR268214",0,0.7375
"CR268215",0,0.7375
"CR268216",0,0.7375
"CR268217",0,0.7375
"CR268218",0,0.7375
"CR268219",0,0.7375
"CR268220",0,0.7375
"CR268221",0,0.7375
"CR268222",0,0.7375
"CR268223",0,0
"CR268224",0,0
"CR268225",0,0
"CR268226",0,0
"CR268227",0,0
"CR268228",0,0
"CR269183",0,0.71
"CR269184",0,0.71
"CR269185",0,0.71
"CR269186",0,0.71
"CR269187",0,0.71
"CR269188",0,0.71
"CR269189",0,0.71
"CR269190",0,0.71
"CR269191",0,0.7375
"CR269192",0,0.7375
"CR269193",0,0.7375
"CR269194",0,0.7375
"CR269195",0,0.7375
"CR269196",0,0.7375
"CR269197",0,0.7375
"CR269198",0,0.7375
"CR269199",0,0.7375
"CR269200",0,0.7375
"CR269201",0,0.7375
"CR269202",0,0.7375
"CR269203",0,0.7375
"CR269204",0,0.7375
"CR269205",0,0.7375
"CR269206",0,0.7375
"CR269207",0,0.7375
"CR269208",0,0.7375
"CR269209",0,0.7375
"CR269210",0,0.7375
"CR269211",0,0.7375
"CR269212",0,0.7375
"CR269213",0,0.7375
"CR269214",0,0.7375
"CR269215",0,0.7375
"CR269216",0,0.7375
"CR269217",0,0.7375
"CR269218",0,0.7375
"CR269219",0,0.7375
"CR269220",0,0.7375
"CR269221",0,0.7375
"CR269222",0,0.7375
