"ID","Year","soyarea"
"CR240187","X2012",0
"CR240188","X2005",0.344288289546967
"CR240188","X2010",0
"CR240188","X2012",0
"CR240189","X2005",5.58062791824341
"CR240189","X2010",0.368834018707275
"CR240189","X2012",0.420311987400055
"CR240190","X2005",4.42719888687134
"CR240190","X2010",0.315081804990768
"CR240190","X2012",0.361134380102158
"CR240191","X2005",29.8250732421875
"CR240191","X2010",2.79898881912231
"CR240191","X2012",3.222895860672
"CR240192","X2005",14.412449836731
"CR240192","X2010",1.03403687477112
"CR240192","X2012",1.10391795635223
"CR240193","X2005",22.9524688720703
"CR240193","X2010",2.3877112865448
"CR240193","X2012",2.6777012348175
"CR240194","X2005",61.5363578796387
"CR240194","X2010",6.79592514038086
"CR240194","X2012",8.0153980255127
"CR240195","X2005",135.999176025391
"CR240195","X2010",11.0420732498169
"CR240195","X2012",11.7080411911011
"CR240196","X2005",1.5162969827652
"CR240196","X2010",0.116977490484715
"CR240196","X2012",0.124807104468346
"CR240197","X2005",1.70428454875946
"CR240197","X2010",0.130140870809555
"CR240197","X2012",0.17958015203476
"CR240198","X2005",21.0474224090576
"CR240198","X2010",23.925199508667
"CR240198","X2012",29.2630844116211
"CR240199","X2005",1330.12109375
"CR240199","X2010",1783.58178710938
"CR240199","X2012",2103.359375
"CR240200","X2005",703.459350585938
"CR240200","X2010",931.371276855469
"CR240200","X2012",1139.10778808594
"CR240201","X2005",887.856323242188
"CR240201","X2010",854.22412109375
"CR240201","X2012",930.189514160156
"CR240202","X2005",27.1097316741943
"CR240202","X2010",60.6573867797852
"CR240202","X2012",86.0871429443359
"CR240203","X2005",30.9044418334961
"CR240203","X2010",58.6927680969238
"CR240203","X2012",72.7367324829102
"CR240204","X2005",756.259765625
"CR240204","X2010",1017.84716796875
"CR240204","X2012",1281.49108886719
"CR240205","X2005",1719.076171875
"CR240205","X2010",2205.53637695312
"CR240205","X2012",2502.19995117188
"CR240206","X2005",13442.7353515625
"CR240206","X2010",17764.953125
"CR240206","X2012",18526.703125
"CR240207","X2005",32555.8515625
"CR240207","X2010",42390.7578125
"CR240207","X2012",41758.5234375
"CR240208","X2005",24733.83984375
"CR240208","X2010",28456.232421875
"CR240208","X2012",27838.15234375
"CR240209","X2005",990.557556152344
"CR240209","X2010",1317.2744140625
"CR240209","X2012",1411.47485351562
"CR240210","X2005",507.487335205078
"CR240210","X2010",719.090454101562
"CR240210","X2012",774.690979003906
"CR240211","X2005",1149.55419921875
"CR240211","X2010",1498.61560058594
"CR240211","X2012",1573.23718261719
"CR240212","X2005",525.036071777344
"CR240212","X2010",667.593017578125
"CR240212","X2012",696.828430175781
"CR240213","X2005",294.734680175781
"CR240213","X2010",383.07080078125
"CR240213","X2012",399.350189208984
"CR241172","X2005",180.941757202148
"CR241172","X2010",7.53166103363037
"CR241172","X2012",67.8375015258789
"CR241173","X2005",301.508209228516
"CR241173","X2010",12.301929473877
"CR241173","X2012",110.159790039062
"CR241174","X2005",335.067962646484
"CR241174","X2010",12.9654006958008
"CR241174","X2012",114.749778747559
"CR241175","X2005",34.0006256103516
"CR241175","X2010",1.31501519680023
"CR241175","X2012",11.638726234436
"CR241176","X2005",273.137908935547
"CR241176","X2010",10.6642894744873
"CR241176","X2012",94.7176132202148
"CR241177","X2005",4.0400276184082
"CR241177","X2010",0.0225191563367844
"CR241177","X2012",0.205217763781548
"CR241178","X2005",0.474027395248413
"CR241178","X2010",0
"CR241178","X2012",0
"CR241179","X2005",0
"CR241179","X2010",0
"CR241179","X2012",0
"CR241180","X2005",0
"CR241180","X2010",0
"CR241180","X2012",0
"CR241181","X2005",0
"CR241181","X2010",0
"CR241181","X2012",0
"CR241182","X2005",0
"CR241182","X2010",0
"CR241182","X2012",0
"CR241183","X2005",0
"CR241183","X2010",0
"CR241183","X2012",0
"CR241184","X2005",0
"CR241184","X2010",0
"CR241184","X2012",0
"CR241185","X2005",1.337223147857e-05
"CR241185","X2010",0
"CR241185","X2012",0
"CR241186","X2005",0.0456064976751804
"CR241186","X2010",0
"CR241186","X2012",0
"CR241187","X2005",0.826183140277863
"CR241187","X2010",0
"CR241187","X2012",0
"CR241188","X2005",0.439904779195786
"CR241188","X2010",0.000888367358129472
"CR241188","X2012",0.000916425487957895
"CR241189","X2005",15.8757019042969
"CR241189","X2010",1.73225164413452
"CR241189","X2012",1.83757722377777
"CR241190","X2005",8.47200584411621
"CR241190","X2010",0.845547080039978
"CR241190","X2012",0.908955216407776
"CR241191","X2005",5.72865676879883
"CR241191","X2010",0.563646495342255
"CR241191","X2012",0.668804228305817
"CR241192","X2005",6.83293771743774
"CR241192","X2010",1.79911744594574
"CR241192","X2012",2.38440012931824
"CR241193","X2005",2.35093140602112
"CR241193","X2010",0.217073351144791
"CR241193","X2012",0.252834588289261
"CR241194","X2005",69.7573471069336
"CR241194","X2010",7.7078595161438
"CR241194","X2012",8.82796478271484
"CR241195","X2005",468.928985595703
"CR241195","X2010",39.4025573730469
"CR241195","X2012",41.6203002929688
"CR241196","X2005",6.72146654129028
"CR241196","X2010",0.502281248569489
"CR241196","X2012",0.518702447414398
"CR241197","X2005",1.97444641590118
"CR241197","X2010",0.13034924864769
"CR241197","X2012",0.166645243763924
"CR241198","X2005",6.104651927948
"CR241198","X2010",6.23684930801392
"CR241198","X2012",7.37224006652832
"CR241199","X2005",1331.53076171875
"CR241199","X2010",2343.14233398438
"CR241199","X2012",2843.43823242188
"CR241200","X2005",1562.19604492188
"CR241200","X2010",2026.96960449219
"CR241200","X2012",2361.494140625
"CR241201","X2005",2634.30297851562
"CR241201","X2010",2632.55102539062
"CR241201","X2012",2817.2197265625
"CR241202","X2005",67.908935546875
"CR241202","X2010",107.228042602539
"CR241202","X2012",126.187927246094
"CR241203","X2005",19.6727104187012
"CR241203","X2010",57.3067207336426
"CR241203","X2012",68.9190292358398
"CR241204","X2005",447.900329589844
"CR241204","X2010",450.493896484375
"CR241204","X2012",492.228302001953
"CR241205","X2005",1917.40759277344
"CR241205","X2010",3022.14306640625
"CR241205","X2012",3701.32958984375
"CR241206","X2005",6760.705078125
"CR241206","X2010",9250.1806640625
"CR241206","X2012",9846.7119140625
"CR241207","X2005",16159.5908203125
"CR241207","X2010",19510.96875
"CR241207","X2012",19671.318359375
"CR241208","X2005",30956.076171875
"CR241208","X2010",38334.51953125
"CR241208","X2012",37512.90234375
"CR241209","X2005",882.471496582031
"CR241209","X2010",1224.41149902344
"CR241209","X2012",1305.34350585938
"CR241210","X2005",1176.51208496094
"CR241210","X2010",1597.97741699219
"CR241210","X2012",1699.21936035156
"CR241211","X2005",1737.11987304688
"CR241211","X2010",2199.978515625
"CR241211","X2012",2300.36962890625
"CR241212","X2005",1353.17932128906
"CR241212","X2010",1826.00463867188
"CR241212","X2012",1936.72741699219
"CR241213","X2005",534.026245117188
"CR241213","X2010",762.850646972656
"CR241213","X2012",815.216430664062
"CR242177","X2005",0.000992847140878439
"CR242177","X2010",0
"CR242177","X2012",0
"CR242178","X2005",0
"CR242178","X2010",0
"CR242178","X2012",0
"CR242179","X2005",0
"CR242179","X2010",0
"CR242179","X2012",0
"CR242180","X2005",0
"CR242180","X2010",0
"CR242180","X2012",0
"CR242181","X2005",0
"CR242181","X2010",0
"CR242181","X2012",0
"CR242182","X2005",0
"CR242182","X2010",0
"CR242182","X2012",0
"CR242183","X2005",0
"CR242183","X2010",0
"CR242183","X2012",0
"CR242184","X2005",0
"CR242184","X2010",0
"CR242184","X2012",0
"CR242185","X2005",0.237541973590851
"CR242185","X2010",0
"CR242185","X2012",0
"CR242186","X2005",5.86694574356079
"CR242186","X2010",0
"CR242186","X2012",0
"CR242187","X2005",19.7313957214355
"CR242187","X2010",0
"CR242187","X2012",0
"CR242188","X2005",8.73073196411133
"CR242188","X2010",0.191639512777328
"CR242188","X2012",0.216831132769585
"CR242189","X2005",7.52726268768311
"CR242189","X2010",0.802073955535889
"CR242189","X2012",0.905832767486572
"CR242190","X2005",6.08293628692627
"CR242190","X2010",0.676939308643341
"CR242190","X2012",0.706389963626862
"CR242191","X2005",1.56469559669495
"CR242191","X2010",0.0916701927781105
"CR242191","X2012",0.115682281553745
"CR242192","X2005",0.231435120105743
"CR242192","X2010",0.0146882133558393
"CR242192","X2012",0.0172307044267654
"CR242193","X2005",0.283259272575378
"CR242193","X2010",0.0206410549581051
"CR242193","X2012",0.021287240087986
"CR242194","X2005",44.8755378723145
"CR242194","X2010",4.71696043014526
"CR242194","X2012",6.22739124298096
"CR242195","X2005",21.0586242675781
"CR242195","X2010",2.9582200050354
"CR242195","X2012",4.27173471450806
"CR242196","X2005",3.41074442863464
"CR242196","X2010",0.22501614689827
"CR242196","X2012",0.231473669409752
"CR242197","X2005",0.155244588851929
"CR242197","X2010",0.0300643742084503
"CR242197","X2012",0.0378484390676022
"CR242198","X2005",14.2635650634766
"CR242198","X2010",16.6917018890381
"CR242198","X2012",19.011157989502
"CR242199","X2005",4616.2705078125
"CR242199","X2010",6031.9873046875
"CR242199","X2012",6705.8046875
"CR242200","X2005",4360.421875
"CR242200","X2010",5412.69287109375
"CR242200","X2012",5960.37841796875
"CR242201","X2005",6011.01708984375
"CR242201","X2010",6369.107421875
"CR242201","X2012",6807.97314453125
"CR242202","X2005",5119.88427734375
"CR242202","X2010",5021.453125
"CR242202","X2012",5377.9091796875
"CR242203","X2005",7517.6396484375
"CR242203","X2010",8063.341796875
"CR242203","X2012",8526.2119140625
"CR242204","X2005",2999.6044921875
"CR242204","X2010",3018.26953125
"CR242204","X2012",3228.05688476562
"CR242205","X2005",147.014144897461
"CR242205","X2010",909.937438964844
"CR242205","X2012",1651.49389648438
"CR242206","X2005",1867.82202148438
"CR242206","X2010",2497.95141601562
"CR242206","X2012",2925.98071289062
"CR242207","X2005",33218.390625
"CR242207","X2010",38247.77734375
"CR242207","X2012",40153.046875
"CR242208","X2005",84774.265625
"CR242208","X2010",93141.2578125
"CR242208","X2012",89364.953125
"CR242209","X2005",38037.29296875
"CR242209","X2010",41465.0390625
"CR242209","X2012",39554.41796875
"CR242210","X2005",948.892822265625
"CR242210","X2010",1171.79443359375
"CR242210","X2012",1266.90856933594
"CR242211","X2005",1432.38195800781
"CR242211","X2010",1875.02685546875
"CR242211","X2012",1984.41833496094
"CR242212","X2005",822.086181640625
"CR242212","X2010",832.10400390625
"CR242212","X2012",915.374816894531
"CR242213","X2005",317.698272705078
"CR242213","X2010",130.316452026367
"CR242213","X2012",169.12028503418
"CR243178","X2005",0
"CR243178","X2010",0
"CR243178","X2012",0
"CR243179","X2005",0
"CR243179","X2010",0
"CR243179","X2012",0
"CR243180","X2005",0
"CR243180","X2010",0
"CR243180","X2012",0
"CR243181","X2005",0
"CR243181","X2010",0
"CR243181","X2012",0
"CR243182","X2005",0
"CR243182","X2010",0
"CR243182","X2012",0
"CR243183","X2005",0
"CR243183","X2010",0
"CR243183","X2012",0
"CR243184","X2005",0
"CR243184","X2010",0
"CR243184","X2012",0
"CR243185","X2005",1.47029185295105
"CR243185","X2010",0
"CR243185","X2012",0
"CR243186","X2005",3.92226195335388
"CR243186","X2010",0
"CR243186","X2012",0
"CR243187","X2005",37.4161720275879
"CR243187","X2010",0
"CR243187","X2012",0
"CR243188","X2005",19.7444248199463
"CR243188","X2010",0.11102931201458
"CR243188","X2012",0.118356712162495
"CR243189","X2005",8.01302433013916
"CR243189","X2010",0.620280206203461
"CR243189","X2012",0.686465740203857
"CR243190","X2005",0.295240879058838
"CR243190","X2010",0.0184639040380716
"CR243190","X2012",0.0227202177047729
"CR243191","X2005",0.0429210402071476
"CR243191","X2010",0.00313410093076527
"CR243191","X2012",0.00391762237995863
"CR243192","X2005",0.0344402715563774
"CR243192","X2010",0.010423855856061
"CR243192","X2012",0.013370237313211
"CR243193","X2005",0.006308872718364
"CR243193","X2010",0.0016323922900483
"CR243193","X2012",0.00209778477437794
"CR243194","X2005",11.6227502822876
"CR243194","X2010",1.63598656654358
"CR243194","X2012",2.19934129714966
"CR243195","X2005",0.608027696609497
"CR243195","X2010",0.0598491244018078
"CR243195","X2012",0.0749863982200623
"CR243196","X2005",2.29923605918884
"CR243196","X2010",0.224263653159142
"CR243196","X2012",0.235487967729568
"CR243197","X2005",0.265543043613434
"CR243197","X2010",0.0430909469723701
"CR243197","X2012",0.0580956339836121
"CR243198","X2005",18.7319831848145
"CR243198","X2010",23.0677680969238
"CR243198","X2012",25.1356830596924
"CR243199","X2005",1053.0302734375
"CR243199","X2010",1354.07409667969
"CR243199","X2012",1564.76000976562
"CR243200","X2005",1996.01379394531
"CR243200","X2010",2124.97778320312
"CR243200","X2012",2336.55810546875
"CR243201","X2005",5864.79638671875
"CR243201","X2010",6458.96533203125
"CR243201","X2012",7072.47265625
"CR243202","X2005",10728.31640625
"CR243202","X2010",10792.8369140625
"CR243202","X2012",11550.4404296875
"CR243203","X2005",22256.623046875
"CR243203","X2010",21016.33203125
"CR243203","X2012",21877.525390625
"CR243204","X2005",9487.1669921875
"CR243204","X2010",9505.634765625
"CR243204","X2012",10062.0146484375
"CR243205","X2005",457.128356933594
"CR243205","X2010",649.960876464844
"CR243205","X2012",950.6005859375
"CR243206","X2005",37514.109375
"CR243206","X2010",48575.70703125
"CR243206","X2012",48891.3515625
"CR243207","X2005",85610.96875
"CR243207","X2010",99601.859375
"CR243207","X2012",103019.2734375
"CR243208","X2005",111865.703125
"CR243208","X2010",127695.9140625
"CR243208","X2012",122659.484375
"CR243209","X2005",8866.9521484375
"CR243209","X2010",6146.19287109375
"CR243209","X2012",6752.8828125
"CR243210","X2005",4567.19189453125
"CR243210","X2010",3378.82666015625
"CR243210","X2012",3763.14038085938
"CR243211","X2005",1086.91674804688
"CR243211","X2010",508.607086181641
"CR243211","X2012",629.342468261719
"CR243212","X2005",944.688781738281
"CR243212","X2010",257.572906494141
"CR243212","X2012",370.566040039062
"CR243213","X2005",362.277008056641
"CR243213","X2010",161.114135742188
"CR243213","X2012",204.880630493164
"CR244177","X2005",0
"CR244177","X2010",0
"CR244177","X2012",0
"CR244178","X2005",0
"CR244178","X2010",0
"CR244178","X2012",0
"CR244179","X2005",0
"CR244179","X2010",0
"CR244179","X2012",0
"CR244180","X2005",0
"CR244180","X2010",0
"CR244180","X2012",0
"CR244181","X2005",0
"CR244181","X2010",0
"CR244181","X2012",0
"CR244182","X2005",0
"CR244182","X2010",0
"CR244182","X2012",0
"CR244183","X2005",0
"CR244183","X2010",0
"CR244183","X2012",0
"CR244184","X2005",0
"CR244184","X2010",0
"CR244184","X2012",0
"CR244185","X2005",1.77992415428162
"CR244185","X2010",0
"CR244185","X2012",0
"CR244186","X2005",21.6444854736328
"CR244186","X2010",0
"CR244186","X2012",0
"CR244187","X2005",47.7938461303711
"CR244187","X2010",0
"CR244187","X2012",0
"CR244188","X2005",9.30553340911865
"CR244188","X2010",0
"CR244188","X2012",0
"CR244189","X2005",1.88168752193451
"CR244189","X2010",0.0152104310691357
"CR244189","X2012",0.0177946612238884
"CR244190","X2005",0.280767560005188
"CR244190","X2010",0.0150253372266889
"CR244190","X2012",0.0167929381132126
"CR244191","X2005",0.001460115541704
"CR244191","X2010",6.87318679410964e-05
"CR244191","X2012",9.61209516390227e-05
"CR244192","X2005",0
"CR244192","X2010",0.000454502529464662
"CR244192","X2012",0.00752269849181175
"CR244193","X2005",0.508305847644806
"CR244193","X2010",0.126549854874611
"CR244193","X2012",2.36525630950928
"CR244194","X2005",0.198268502950668
"CR244194","X2010",0.0311204977333546
"CR244194","X2012",0.483555555343628
"CR244195","X2005",1.77131772041321
"CR244195","X2010",0.192693069577217
"CR244195","X2012",0.570940613746643
"CR244196","X2005",1.56653356552124
"CR244196","X2010",0.114103749394417
"CR244196","X2012",0.106213055551052
"CR244197","X2005",4.46342849731445
"CR244197","X2010",0.450525552034378
"CR244197","X2012",0.328230381011963
"CR244198","X2005",4.42713594436646
"CR244198","X2010",0.864526748657227
"CR244198","X2012",0.708751142024994
"CR244199","X2005",54.7835884094238
"CR244199","X2010",20.9387588500977
"CR244199","X2012",11.4703769683838
"CR244200","X2005",873.482360839844
"CR244200","X2010",1054.43811035156
"CR244200","X2012",1228.77502441406
"CR244201","X2005",5503.00146484375
"CR244201","X2010",6557.33251953125
"CR244201","X2012",8196.568359375
"CR244202","X2005",5277.7705078125
"CR244202","X2010",6816.720703125
"CR244202","X2012",8646.755859375
"CR244203","X2005",5406.685546875
"CR244203","X2010",5460.58935546875
"CR244203","X2012",6180.66162109375
"CR244204","X2005",7917.0087890625
"CR244204","X2010",8177.97216796875
"CR244204","X2012",8960.0751953125
"CR244205","X2005",4205.654296875
"CR244205","X2010",5145.35546875
"CR244205","X2012",5665.6982421875
"CR244206","X2005",7386.76904296875
"CR244206","X2010",9391.380859375
"CR244206","X2012",11521.9365234375
"CR244207","X2005",30413.99609375
"CR244207","X2010",34669.01953125
"CR244207","X2012",34429
"CR244208","X2005",48885.34375
"CR244208","X2010",56345.8828125
"CR244208","X2012",54942.7734375
"CR244209","X2005",31898.998046875
"CR244209","X2010",32968.09375
"CR244209","X2012",32344.599609375
"CR244210","X2005",4787.15625
"CR244210","X2010",3563.62353515625
"CR244210","X2012",4012.04174804688
"CR244211","X2005",1250.2412109375
"CR244211","X2010",363.673126220703
"CR244211","X2012",509.933990478516
"CR244212","X2005",989.0966796875
"CR244212","X2010",314.3046875
"CR244212","X2012",431.38232421875
"CR244213","X2005",206.697937011719
"CR244213","X2010",202.796966552734
"CR244213","X2012",224.760101318359
"CR244214","X2005",184.287506103516
"CR244214","X2010",180.925521850586
"CR244214","X2012",197.92546081543
"CR244215","X2005",124.325004577637
"CR244215","X2010",121.601333618164
"CR244215","X2012",134.333557128906
"CR244220","X2005",0
"CR244220","X2010",0
"CR244220","X2012",1.41610491275787
"CR244221","X2005",0
"CR244221","X2010",0
"CR244221","X2012",0.814536869525909
"CR245177","X2005",0
"CR245177","X2010",0
"CR245177","X2012",0
"CR245178","X2005",0
"CR245178","X2010",0
"CR245178","X2012",0
"CR245179","X2005",0
"CR245179","X2010",0
"CR245179","X2012",0
"CR245180","X2005",0
"CR245180","X2010",0
"CR245180","X2012",0
"CR245181","X2005",0
"CR245181","X2010",0
"CR245181","X2012",0
"CR245182","X2005",0
"CR245182","X2010",0
"CR245182","X2012",0
"CR245183","X2005",0
"CR245183","X2010",0
"CR245183","X2012",0
"CR245184","X2005",0
"CR245184","X2010",0
"CR245184","X2012",0
"CR245185","X2005",0
"CR245185","X2010",0
"CR245185","X2012",0
"CR245186","X2005",22.7019214630127
"CR245186","X2010",0
"CR245186","X2012",0
"CR245187","X2005",0.787770628929138
"CR245187","X2010",0
"CR245187","X2012",0
"CR245188","X2005",0
"CR245188","X2010",0
"CR245188","X2012",0
"CR245189","X2005",0
"CR245189","X2010",0
"CR245189","X2012",0
"CR245190","X2005",4.21302866016049e-05
"CR245190","X2010",5.79755987928365e-06
"CR245190","X2012",0.000438449293142185
"CR245191","X2005",0.133756324648857
"CR245191","X2010",0.0304415877908468
"CR245191","X2012",0.553303182125092
"CR245192","X2005",0.522267401218414
"CR245192","X2010",0.1344845443964
"CR245192","X2012",2.29282236099243
"CR245193","X2005",2.10046648979187
"CR245193","X2010",0.381168037652969
"CR245193","X2012",6.17087411880493
"CR245194","X2005",1.04498064517975
"CR245194","X2010",0.155708864331245
"CR245194","X2012",2.41143774986267
"CR245195","X2005",2.40913677215576
"CR245195","X2010",0.330631196498871
"CR245195","X2012",4.89192724227905
"CR245196","X2005",0.683334350585938
"CR245196","X2010",0.16684179008007
"CR245196","X2012",1.25147712230682
"CR245197","X2005",0.461074322462082
"CR245197","X2010",0.208887815475464
"CR245197","X2012",1.51471042633057
"CR245198","X2005",1.3587361574173
"CR245198","X2010",0.491760432720184
"CR245198","X2012",0.206730172038078
"CR245199","X2005",21.066707611084
"CR245199","X2010",7.44905138015747
"CR245199","X2012",2.58863353729248
"CR245200","X2005",143.00227355957
"CR245200","X2010",37.8605194091797
"CR245200","X2012",11.6216058731079
"CR245201","X2005",6362.58837890625
"CR245201","X2010",6704.1865234375
"CR245201","X2012",9114.541015625
"CR245202","X2005",19652.50390625
"CR245202","X2010",24985.509765625
"CR245202","X2012",34095.93359375
"CR245203","X2005",19469.08203125
"CR245203","X2010",20069.330078125
"CR245203","X2012",25921.50390625
"CR245204","X2005",3984.90698242188
"CR245204","X2010",4530.87890625
"CR245204","X2012",5952.31005859375
"CR245205","X2005",5245.71435546875
"CR245205","X2010",6846.10205078125
"CR245205","X2012",8313.87109375
"CR245206","X2005",3048.9765625
"CR245206","X2010",3482.15844726562
"CR245206","X2012",3839.345703125
"CR245207","X2005",52124.6875
"CR245207","X2010",60260.0625
"CR245207","X2012",58539.38671875
"CR245208","X2005",114974.3359375
"CR245208","X2010",131109.078125
"CR245208","X2012",126787.9453125
"CR245209","X2005",69205.90625
"CR245209","X2010",76943.796875
"CR245209","X2012",74519.2890625
"CR245210","X2005",10175.166015625
"CR245210","X2010",7324.8447265625
"CR245210","X2012",8169.73681640625
"CR245211","X2005",3623.41479492188
"CR245211","X2010",2339.2431640625
"CR245211","X2012",2677.12158203125
"CR245212","X2005",393.353881835938
"CR245212","X2010",242.69465637207
"CR245212","X2012",288.82763671875
"CR245213","X2005",192.53857421875
"CR245213","X2010",193.39338684082
"CR245213","X2012",212.381103515625
"CR245214","X2005",82.7995529174805
"CR245214","X2010",83.7967910766602
"CR245214","X2012",96.158317565918
"CR245215","X2005",161.200012207031
"CR245215","X2010",157.580825805664
"CR245215","X2012",172.222640991211
"CR245216","X2005",6.98703098297119
"CR245216","X2010",6.58270740509033
"CR245216","X2012",8.07403945922852
"CR245217","X2005",0
"CR245217","X2010",0
"CR245217","X2012",0.735308110713959
"CR245218","X2005",0
"CR245218","X2010",0
"CR245218","X2012",3.53542423248291
"CR245219","X2005",0
"CR245219","X2010",0
"CR245219","X2012",8.23722076416016
"CR245220","X2005",0
"CR245220","X2010",0
"CR245220","X2012",14.9188899993896
"CR245221","X2005",0
"CR245221","X2010",0
"CR245221","X2012",15.1353492736816
"CR245222","X2005",0
"CR245222","X2010",0
"CR245222","X2012",6.87519884109497
"CR245223","X2005",0
"CR245223","X2010",0
"CR245223","X2012",9.74804306030273
"CR245224","X2005",0
"CR245224","X2010",0
"CR245224","X2012",11.2946186065674
"CR245225","X2005",0
"CR245225","X2010",0
"CR245225","X2012",2.79954838752747
"CR245241","X2005",403.847595214844
"CR245241","X2010",243.598617553711
"CR245241","X2012",286.051940917969
"CR246177","X2005",0
"CR246177","X2010",0
"CR246177","X2012",0
"CR246178","X2005",0
"CR246178","X2010",0
"CR246178","X2012",0
"CR246179","X2005",0
"CR246179","X2010",0
"CR246179","X2012",0
"CR246180","X2005",0
"CR246180","X2010",0
"CR246180","X2012",0
"CR246181","X2005",0
"CR246181","X2010",0
"CR246181","X2012",0
"CR246182","X2005",0
"CR246182","X2010",0
"CR246182","X2012",0
"CR246183","X2005",0
"CR246183","X2010",0
"CR246183","X2012",0
"CR246184","X2005",0
"CR246184","X2010",0
"CR246184","X2012",0
"CR246185","X2005",1.42052209377289
"CR246185","X2010",0
"CR246185","X2012",0
"CR246186","X2005",8.89489364624023
"CR246186","X2010",0
"CR246186","X2012",0
"CR246187","X2005",0
"CR246187","X2010",0
"CR246187","X2012",0
"CR246188","X2005",0.0223548095673323
"CR246188","X2010",0.00895077642053366
"CR246188","X2012",0.151831522583961
"CR246189","X2005",0.00392608111724257
"CR246189","X2010",0.00112693093251437
"CR246189","X2012",0.0216848086565733
"CR246190","X2005",0.0711642205715179
"CR246190","X2010",0.0153204808011651
"CR246190","X2012",0.268785446882248
"CR246191","X2005",0.556867897510529
"CR246191","X2010",0.110740400850773
"CR246191","X2012",1.84936928749084
"CR246192","X2005",1.19044041633606
"CR246192","X2010",0.203663691878319
"CR246192","X2012",3.15094971656799
"CR246193","X2005",0.307053744792938
"CR246193","X2010",0.0673845484852791
"CR246193","X2012",1.1457701921463
"CR246194","X2005",0.029870118945837
"CR246194","X2010",0.0097362557426095
"CR246194","X2012",0.177531346678734
"CR246195","X2005",1.31928706169128
"CR246195","X2010",0.219970509409904
"CR246195","X2012",3.48433923721313
"CR246196","X2005",0.376921266317368
"CR246196","X2010",0.0771093443036079
"CR246196","X2012",1.40781390666962
"CR246197","X2005",0.294719934463501
"CR246197","X2010",0.0478996634483337
"CR246197","X2012",0.996099054813385
"CR246198","X2005",3.02407693862915
"CR246198","X2010",0.830530107021332
"CR246198","X2012",0.881680309772491
"CR246199","X2005",65.1467666625977
"CR246199","X2010",18.2101306915283
"CR246199","X2012",6.94819688796997
"CR246200","X2005",164.807540893555
"CR246200","X2010",40.0464210510254
"CR246200","X2012",12.0637140274048
"CR246201","X2005",378.117584228516
"CR246201","X2010",488.516876220703
"CR246201","X2012",678.95703125
"CR246202","X2005",12734.9736328125
"CR246202","X2010",14665.419921875
"CR246202","X2012",19627.0234375
"CR246203","X2005",39676.171875
"CR246203","X2010",39560.8671875
"CR246203","X2012",51012.97265625
"CR246204","X2005",15430.58984375
"CR246204","X2010",16471.46484375
"CR246204","X2012",21776.724609375
"CR246205","X2005",7494.80615234375
"CR246205","X2010",10239.09765625
"CR246205","X2012",13082.8291015625
"CR246206","X2005",4943.89111328125
"CR246206","X2010",5627.78857421875
"CR246206","X2012",7479.19677734375
"CR246207","X2005",4817.78466796875
"CR246207","X2010",5489.27392578125
"CR246207","X2012",7531.81689453125
"CR246208","X2005",63407.5859375
"CR246208","X2010",72306.9296875
"CR246208","X2012",74863.234375
"CR246209","X2005",48379.8046875
"CR246209","X2010",53150.62890625
"CR246209","X2012",52293.89453125
"CR246210","X2005",14925.087890625
"CR246210","X2010",10712.625
"CR246210","X2012",11855.3310546875
"CR246211","X2005",15168.564453125
"CR246211","X2010",10898.369140625
"CR246211","X2012",12228.7509765625
"CR246212","X2005",5083.177734375
"CR246212","X2010",3676.53491210938
"CR246212","X2012",4122.7275390625
"CR246213","X2005",176.281875610352
"CR246213","X2010",187.896865844727
"CR246213","X2012",210.668899536133
"CR246214","X2005",172.704360961914
"CR246214","X2010",178.195602416992
"CR246214","X2012",197.478881835938
"CR246215","X2005",71.6817321777344
"CR246215","X2010",71.2842559814453
"CR246215","X2012",78.1267395019531
"CR246216","X2005",81.9807662963867
"CR246216","X2010",82.7753829956055
"CR246216","X2012",92.9613418579102
"CR246217","X2005",0
"CR246217","X2010",0
"CR246217","X2012",9.65273571014404
"CR246218","X2005",0
"CR246218","X2010",0
"CR246218","X2012",9.89508152008057
"CR246219","X2005",0
"CR246219","X2010",0
"CR246219","X2012",11.9744243621826
"CR246220","X2005",4.74578428268433
"CR246220","X2010",1.54937827587128
"CR246220","X2012",63.1535530090332
"CR246221","X2005",0.587636947631836
"CR246221","X2010",0.191879525780678
"CR246221","X2012",16.7072906494141
"CR246222","X2005",0
"CR246222","X2010",0
"CR246222","X2012",5.31835460662842
"CR246223","X2005",0
"CR246223","X2010",0
"CR246223","X2012",13.1877870559692
"CR246224","X2005",1123.06494140625
"CR246224","X2010",1049.7255859375
"CR246224","X2012",1356.43054199219
"CR246225","X2005",1518.13024902344
"CR246225","X2010",1432.86560058594
"CR246225","X2012",1837.10815429688
"CR246240","X2005",5774.6142578125
"CR246240","X2010",3486.6474609375
"CR246240","X2012",4094.96166992188
"CR246241","X2005",7234.4560546875
"CR246241","X2010",4366.64013671875
"CR246241","X2012",5128.27734375
"CR247177","X2005",0
"CR247177","X2010",0
"CR247177","X2012",0
"CR247178","X2005",0
"CR247178","X2010",0
"CR247178","X2012",0
"CR247179","X2005",0
"CR247179","X2010",0
"CR247179","X2012",0
"CR247180","X2005",0
"CR247180","X2010",0
"CR247180","X2012",0
"CR247181","X2005",0
"CR247181","X2010",0
"CR247181","X2012",0
