"ID","Year","soyarea"
"CR257196","X2012",29.4378185272217
"CR257197","X2005",0
"CR257197","X2010",0
"CR257197","X2012",29.2169227600098
"CR257198","X2005",0
"CR257198","X2010",0
"CR257198","X2012",78.2666244506836
"CR257199","X2005",0
"CR257199","X2010",0
"CR257199","X2012",103.68172454834
"CR257200","X2005",1298.0126953125
"CR257200","X2010",1647.20239257812
"CR257200","X2012",3538.35815429688
"CR257201","X2005",3432.12133789062
"CR257201","X2010",4050.3564453125
"CR257201","X2012",8745.931640625
"CR257202","X2005",5260.2587890625
"CR257202","X2010",5851.98876953125
"CR257202","X2012",12349.455078125
"CR257203","X2005",4741.63134765625
"CR257203","X2010",5311.06884765625
"CR257203","X2012",11202.37109375
"CR257204","X2005",4940.4462890625
"CR257204","X2010",5995.36962890625
"CR257204","X2012",13088.697265625
"CR257205","X2005",5612.48681640625
"CR257205","X2010",6303.77197265625
"CR257205","X2012",13390.734375
"CR257206","X2005",3566.36328125
"CR257206","X2010",4107.78515625
"CR257206","X2012",8751.3564453125
"CR257207","X2005",5956.6279296875
"CR257207","X2010",6855.40087890625
"CR257207","X2012",10047.0400390625
"CR257208","X2005",23343.31640625
"CR257208","X2010",27250.896484375
"CR257208","X2012",31300.7109375
"CR257209","X2005",11436.6826171875
"CR257209","X2010",13538.177734375
"CR257209","X2012",15994.5146484375
"CR257210","X2005",8770.2490234375
"CR257210","X2010",9770.10546875
"CR257210","X2012",11131.6845703125
"CR257211","X2005",1833.51000976562
"CR257211","X2010",1287.07287597656
"CR257211","X2012",1719.39880371094
"CR257212","X2005",5497.92333984375
"CR257212","X2010",3611.8603515625
"CR257212","X2012",7148.62890625
"CR257213","X2005",7423.67724609375
"CR257213","X2010",4827.0009765625
"CR257213","X2012",10065.103515625
"CR257214","X2005",49677.6875
"CR257214","X2010",44704.55859375
"CR257214","X2012",46493.8828125
"CR257215","X2005",66833.6484375
"CR257215","X2010",60436.68359375
"CR257215","X2012",61120.45703125
"CR257216","X2005",63030.8125
"CR257216","X2010",57173.73046875
"CR257216","X2012",57851.43359375
"CR257217","X2005",59936.76953125
"CR257217","X2010",54209.515625
"CR257217","X2012",54724.06640625
"CR257218","X2005",33336.37109375
"CR257218","X2010",27643.87890625
"CR257218","X2012",27885.375
"CR257219","X2005",14553.828125
"CR257219","X2010",11896.8525390625
"CR257219","X2012",11088.9345703125
"CR257220","X2005",502.669250488281
"CR257220","X2010",109.891532897949
"CR257220","X2012",143.743377685547
"CR257221","X2005",539.885803222656
"CR257221","X2010",135.422149658203
"CR257221","X2012",176.13591003418
"CR257222","X2005",2185.46484375
"CR257222","X2010",975.086486816406
"CR257222","X2012",1181.19763183594
"CR257223","X2005",2105.52734375
"CR257223","X2010",509.969604492188
"CR257223","X2012",562.124572753906
"CR257224","X2005",12294.3857421875
"CR257224","X2010",2777.9619140625
"CR257224","X2012",3720.65405273438
"CR257225","X2005",15736.572265625
"CR257225","X2010",3681.57055664062
"CR257225","X2012",4929.990234375
"CR257226","X2005",50159.515625
"CR257226","X2010",35244.91796875
"CR257226","X2012",37336.72265625
"CR257227","X2005",87507.015625
"CR257227","X2010",75118.78125
"CR257227","X2012",75500.265625
"CR257228","X2005",91397.6953125
"CR257228","X2010",93390.046875
"CR257228","X2012",93009.3046875
"CR257229","X2005",49856.9765625
"CR257229","X2010",64707.32421875
"CR257229","X2012",69003.734375
"CR257230","X2005",36250.08203125
"CR257230","X2010",45215.85546875
"CR257230","X2012",44263.94140625
"CR257231","X2005",43773.61328125
"CR257231","X2010",55754.55078125
"CR257231","X2012",52161.515625
"CR257232","X2005",42422.66015625
"CR257232","X2010",55124.07421875
"CR257232","X2012",51951.203125
"CR257233","X2005",22434.4140625
"CR257233","X2010",29741.9140625
"CR257233","X2012",31088.671875
"CR257234","X2005",22665.875
"CR257234","X2010",28145.900390625
"CR257234","X2012",29079.6484375
"CR257235","X2005",8498.6953125
"CR257235","X2010",10424.537109375
"CR257235","X2012",11464.9873046875
"CR257236","X2005",80739.3984375
"CR257236","X2010",90840.296875
"CR257236","X2012",91007.21875
"CR257237","X2005",85895.9765625
"CR257237","X2010",92462.3828125
"CR257237","X2012",92303.2265625
"CR257238","X2005",25895.880859375
"CR257238","X2010",30099.5859375
"CR257238","X2012",32097.580078125
"CR257239","X2005",4985.50830078125
"CR257239","X2010",5297.17724609375
"CR257239","X2012",5375.20166015625
"CR257240","X2005",7078.3388671875
"CR257240","X2010",6573.2841796875
"CR257240","X2012",7798.1904296875
"CR257241","X2005",5734.1416015625
"CR257241","X2010",4865.98828125
"CR257241","X2012",6737.6826171875
"CR257242","X2005",4279.7705078125
"CR257242","X2010",2661.41284179688
"CR257242","X2012",10053.8056640625
"CR257243","X2005",4261.46728515625
"CR257243","X2010",3595.77880859375
"CR257243","X2012",6315.107421875
"CR257244","X2005",30.5295677185059
"CR257244","X2010",63.8348808288574
"CR257244","X2012",226.173889160156
"CR258172","X2005",0
"CR258172","X2010",0
"CR258172","X2012",0
"CR258173","X2005",0
"CR258173","X2010",0
"CR258173","X2012",0
"CR258174","X2005",0
"CR258174","X2010",0
"CR258174","X2012",0
"CR258175","X2005",0
"CR258175","X2010",0
"CR258175","X2012",0
"CR258176","X2005",0
"CR258176","X2010",0
"CR258176","X2012",0
"CR258177","X2005",0
"CR258177","X2010",0
"CR258177","X2012",0
"CR258178","X2005",0
"CR258178","X2010",0
"CR258178","X2012",0
"CR258179","X2005",0
"CR258179","X2010",0
"CR258179","X2012",0
"CR258180","X2005",0
"CR258180","X2010",0
"CR258180","X2012",0
"CR258181","X2005",0
"CR258181","X2010",0
"CR258181","X2012",0
"CR258182","X2005",0
"CR258182","X2010",0
"CR258182","X2012",0
"CR258183","X2005",0
"CR258183","X2010",0
"CR258183","X2012",0
"CR258184","X2005",0
"CR258184","X2010",0
"CR258184","X2012",0
"CR258185","X2005",0
"CR258185","X2010",0
"CR258185","X2012",0
"CR258186","X2005",0.981081068515778
"CR258186","X2010",0.94542920589447
"CR258186","X2012",1.15173172950745
"CR258187","X2005",20.0808429718018
"CR258187","X2010",22.8272590637207
"CR258187","X2012",28.9764881134033
"CR258188","X2005",15.1912794113159
"CR258188","X2010",18.9682312011719
"CR258188","X2012",25.7195243835449
"CR258189","X2005",0.889118671417236
"CR258189","X2010",1.33199965953827
"CR258189","X2012",1.856196641922
"CR258190","X2005",0.204586818814278
"CR258190","X2010",0.197591796517372
"CR258190","X2012",0.27751886844635
"CR258191","X2005",0.115080833435059
"CR258191","X2010",0.116552256047726
"CR258191","X2012",10.5026845932007
"CR258192","X2005",0
"CR258192","X2010",0
"CR258192","X2012",82.7025985717773
"CR258193","X2005",0
"CR258193","X2010",0
"CR258193","X2012",73.6553726196289
"CR258194","X2005",0
"CR258194","X2010",0
"CR258194","X2012",221.139312744141
"CR258195","X2005",0
"CR258195","X2010",0
"CR258195","X2012",9.76137542724609
"CR258196","X2005",0
"CR258196","X2010",0
"CR258196","X2012",11.7841911315918
"CR258197","X2005",0
"CR258197","X2010",0
"CR258197","X2012",111.650398254395
"CR258198","X2005",27.3880157470703
"CR258198","X2010",21.8779907226562
"CR258198","X2012",179.848526000977
"CR258199","X2005",184.226486206055
"CR258199","X2010",136.926712036133
"CR258199","X2012",342.683380126953
"CR258200","X2005",2644.23681640625
"CR258200","X2010",2884.990234375
"CR258200","X2012",5956.85791015625
"CR258201","X2005",6189.876953125
"CR258201","X2010",6868.564453125
"CR258201","X2012",14447.0869140625
"CR258202","X2005",1976.57653808594
"CR258202","X2010",2335.66528320312
"CR258202","X2012",5123.947265625
"CR258203","X2005",2334.54663085938
"CR258203","X2010",2600.71337890625
"CR258203","X2012",5532.24658203125
"CR258204","X2005",4584.17578125
"CR258204","X2010",5067.3857421875
"CR258204","X2012",10750.1708984375
"CR258205","X2005",4483.1796875
"CR258205","X2010",5160.02783203125
"CR258205","X2012",11019.4501953125
"CR258206","X2005",4698.32177734375
"CR258206","X2010",5179.07421875
"CR258206","X2012",10905.3115234375
"CR258207","X2005",3955.55126953125
"CR258207","X2010",4005.99780273438
"CR258207","X2012",6846.638671875
"CR258208","X2005",2208.79150390625
"CR258208","X2010",1886.33508300781
"CR258208","X2012",1982.66723632812
"CR258209","X2005",2244.85034179688
"CR258209","X2010",1820.1416015625
"CR258209","X2012",1873.66833496094
"CR258210","X2005",2007.49890136719
"CR258210","X2010",1550.7958984375
"CR258210","X2012",1735.75329589844
"CR258211","X2005",1636.81298828125
"CR258211","X2010",432.755401611328
"CR258211","X2012",2140.76098632812
"CR258212","X2005",2162.51928710938
"CR258212","X2010",840.606872558594
"CR258212","X2012",2779.75415039062
"CR258213","X2005",4857.6904296875
"CR258213","X2010",2952.28881835938
"CR258213","X2012",5386.85546875
"CR258214","X2005",39813.40625
"CR258214","X2010",35665.06640625
"CR258214","X2012",36550.91015625
"CR258215","X2005",65757.921875
"CR258215","X2010",59628.8125
"CR258215","X2012",60300.3671875
"CR258216","X2005",65660.4296875
"CR258216","X2010",59859.0078125
"CR258216","X2012",60703.3515625
"CR258217","X2005",49469.1171875
"CR258217","X2010",43349.05078125
"CR258217","X2012",43828.3046875
"CR258218","X2005",10337.1083984375
"CR258218","X2010",4509.18212890625
"CR258218","X2012",4418.12548828125
"CR258219","X2005",6267.1787109375
"CR258219","X2010",2660.470703125
"CR258219","X2012",2625.220703125
"CR258220","X2005",752.681457519531
"CR258220","X2010",195.124664306641
"CR258220","X2012",224.47135925293
"CR258221","X2005",927.941955566406
"CR258221","X2010",385.587249755859
"CR258221","X2012",382.722808837891
"CR258222","X2005",3320.083984375
"CR258222","X2010",1673.22155761719
"CR258222","X2012",1556.64880371094
"CR258223","X2005",3609.97265625
"CR258223","X2010",1782.93383789062
"CR258223","X2012",1823.70642089844
"CR258224","X2005",7424.57421875
"CR258224","X2010",1641.04113769531
"CR258224","X2012",2314.74877929688
"CR258225","X2005",15252.3466796875
"CR258225","X2010",3873.62915039062
"CR258225","X2012",5077.28125
"CR258226","X2005",82307.59375
"CR258226","X2010",78228.15625
"CR258226","X2012",80080.171875
"CR258227","X2005",107172.078125
"CR258227","X2010",114977.7265625
"CR258227","X2012",112422.6484375
"CR258228","X2005",88774.8828125
"CR258228","X2010",96964.28125
"CR258228","X2012",94453.421875
"CR258229","X2005",49821.42578125
"CR258229","X2010",58109.15625
"CR258229","X2012",60944.88671875
"CR258230","X2005",37333.9765625
"CR258230","X2010",47404.55078125
"CR258230","X2012",49960.70703125
"CR258231","X2005",20129.875
"CR258231","X2010",27736.373046875
"CR258231","X2012",28524.111328125
"CR258232","X2005",10776.2626953125
"CR258232","X2010",15388.82421875
"CR258232","X2012",15388.9736328125
"CR258233","X2005",10903.7138671875
"CR258233","X2010",15564.3173828125
"CR258233","X2012",16546.046875
"CR258234","X2005",4238.123046875
"CR258234","X2010",6429.787109375
"CR258234","X2012",7894.08447265625
"CR258235","X2005",17270.9140625
"CR258235","X2010",22021.54296875
"CR258235","X2012",25033.005859375
"CR258236","X2005",27484.740234375
"CR258236","X2010",32183.474609375
"CR258236","X2012",33349.16796875
"CR258237","X2005",32406.109375
"CR258237","X2010",36666.953125
"CR258237","X2012",37170.890625
"CR258238","X2005",16070.57421875
"CR258238","X2010",18467.359375
"CR258238","X2012",18923.48828125
"CR258239","X2005",200.660598754883
"CR258239","X2010",323.380554199219
"CR258239","X2012",262.900756835938
"CR258240","X2005",914.160278320312
"CR258240","X2010",747.554931640625
"CR258240","X2012",986.033874511719
"CR258241","X2005",917.486633300781
"CR258241","X2010",568.156555175781
"CR258241","X2012",2306.220703125
"CR258242","X2005",580.765808105469
"CR258242","X2010",317.347869873047
"CR258242","X2012",1618.44348144531
"CR258243","X2005",32.9852409362793
"CR258243","X2010",36.3800048828125
"CR258243","X2012",121.406318664551
"CR258244","X2005",18.5175914764404
"CR258244","X2010",41.3000450134277
"CR258244","X2012",151.692001342773
"CR259175","X2005",0
"CR259175","X2010",0
"CR259175","X2012",0
"CR259176","X2005",0
"CR259176","X2010",0
"CR259176","X2012",0
"CR259177","X2005",0
"CR259177","X2010",0
"CR259177","X2012",0
"CR259178","X2005",0
"CR259178","X2010",0
"CR259178","X2012",0
"CR259179","X2005",0
"CR259179","X2010",0
"CR259179","X2012",0
"CR259180","X2005",0
"CR259180","X2010",0
"CR259180","X2012",0
"CR259181","X2005",0
"CR259181","X2010",0
"CR259181","X2012",0
"CR259182","X2005",0
"CR259182","X2010",0
"CR259182","X2012",0
"CR259183","X2005",0
"CR259183","X2010",0
"CR259183","X2012",0
"CR259184","X2005",0
"CR259184","X2010",0
"CR259184","X2012",0
"CR259185","X2005",0
"CR259185","X2010",0
"CR259185","X2012",0
"CR259186","X2005",0
"CR259186","X2010",0
"CR259186","X2012",0
"CR259187","X2005",4.59817409515381
"CR259187","X2010",6.40780305862427
"CR259187","X2012",8.10354232788086
"CR259188","X2005",33.0635261535645
"CR259188","X2010",33.0111274719238
"CR259188","X2012",40.6972351074219
"CR259189","X2005",5.6335129737854
"CR259189","X2010",8.45579147338867
"CR259189","X2012",10.7264347076416
"CR259190","X2005",1.78797972202301
"CR259190","X2010",3.10720825195312
"CR259190","X2012",4.23441791534424
"CR259191","X2005",1.26586306095123
"CR259191","X2010",1.44658470153809
"CR259191","X2012",23.0572357177734
"CR259192","X2005",0
"CR259192","X2010",0
"CR259192","X2012",2.97782015800476
"CR259193","X2005",0
"CR259193","X2010",0
"CR259193","X2012",0
"CR259194","X2005",0
"CR259194","X2010",0
"CR259194","X2012",27.1365127563477
"CR259195","X2005",0
"CR259195","X2010",0
"CR259195","X2012",161.777587890625
"CR259196","X2005",5.07984638214111
"CR259196","X2010",5.62175035476685
"CR259196","X2012",186.893341064453
"CR259197","X2005",440.535980224609
"CR259197","X2010",372.057098388672
"CR259197","X2012",633.512390136719
"CR259198","X2005",1102.60717773438
"CR259198","X2010",964.826171875
"CR259198","X2012",1354.94360351562
"CR259199","X2005",910.46337890625
"CR259199","X2010",805.954711914062
"CR259199","X2012",1143.91027832031
"CR259200","X2005",2427.33032226562
"CR259200","X2010",2510.46997070312
"CR259200","X2012",4953.97314453125
"CR259201","X2005",5346.30712890625
"CR259201","X2010",6153.48095703125
"CR259201","X2012",13024.2705078125
"CR259202","X2005",2147.08251953125
"CR259202","X2010",2534.68212890625
"CR259202","X2012",5260.7275390625
"CR259203","X2005",3753.88134765625
"CR259203","X2010",3869.09643554688
"CR259203","X2012",7636.0126953125
"CR259204","X2005",3760.54614257812
"CR259204","X2010",3772.64575195312
"CR259204","X2012",7267.599609375
"CR259205","X2005",2600.955078125
"CR259205","X2010",2339.79150390625
"CR259205","X2012",3566.60693359375
"CR259206","X2005",1645.78393554688
"CR259206","X2010",1362.60021972656
"CR259206","X2012",1580.17150878906
"CR259207","X2005",1385.16235351562
"CR259207","X2010",1121.26721191406
"CR259207","X2012",1340.04138183594
"CR259208","X2005",490.127288818359
"CR259208","X2010",422.258331298828
"CR259208","X2012",1100.34741210938
"CR259209","X2005",671.119506835938
"CR259209","X2010",387.276550292969
"CR259209","X2012",1512.94177246094
"CR259210","X2005",790.110229492188
"CR259210","X2010",333.152221679688
"CR259210","X2012",1780.74206542969
"CR259211","X2005",1603.541015625
"CR259211","X2010",405.726318359375
"CR259211","X2012",2107.11791992188
"CR259212","X2005",1762.58129882812
"CR259212","X2010",469.578125
"CR259212","X2012",2205.294921875
"CR259213","X2005",2580.73120117188
"CR259213","X2010",1081.88732910156
"CR259213","X2012",1566.73864746094
"CR259214","X2005",17836.498046875
"CR259214","X2010",14946.240234375
"CR259214","X2012",17306.70703125
"CR259215","X2005",53118.69140625
"CR259215","X2010",47140.9140625
"CR259215","X2012",50217.13671875
"CR259216","X2005",63114.4296875
"CR259216","X2010",57155.5234375
"CR259216","X2012",57924.671875
"CR259217","X2005",32948.73828125
"CR259217","X2010",26761.748046875
"CR259217","X2012",26993.546875
"CR259218","X2005",11603.4609375
"CR259218","X2010",5057.421875
"CR259218","X2012",4958.20654296875
"CR259219","X2005",11775.32421875
"CR259219","X2010",5333.75537109375
"CR259219","X2012",5206.9033203125
"CR259220","X2005",10704.4521484375
"CR259220","X2010",3778.54370117188
"CR259220","X2012",3518.66064453125
"CR259221","X2005",648.882019042969
"CR259221","X2010",450.188568115234
"CR259221","X2012",419.195983886719
"CR259222","X2005",3251.12963867188
"CR259222","X2010",2150.62524414062
"CR259222","X2012",2097.90649414062
"CR259223","X2005",6316.921875
"CR259223","X2010",4225.255859375
"CR259223","X2012",4415.55322265625
"CR259224","X2005",4471.728515625
"CR259224","X2010",1546.8212890625
"CR259224","X2012",1889.38391113281
"CR259225","X2005",37759.9921875
"CR259225","X2010",25905.4296875
"CR259225","X2012",26658.375
"CR259226","X2005",73008.84375
"CR259226","X2010",64801.921875
"CR259226","X2012",65144.21875
"CR259227","X2005",114897.8984375
"CR259227","X2010",118714.5390625
"CR259227","X2012",123652.921875
"CR259228","X2005",82375.125
"CR259228","X2010",81844.953125
"CR259228","X2012",87044.6640625
"CR259229","X2005",38192.8984375
"CR259229","X2010",38743.6796875
"CR259229","X2012",41301.0703125
"CR259230","X2005",43072.59375
"CR259230","X2010",47794.2421875
"CR259230","X2012",52027.3359375
"CR259231","X2005",38215.21484375
"CR259231","X2010",53563.01953125
"CR259231","X2012",59671.96875
"CR259232","X2005",22989.099609375
"CR259232","X2010",45613.1328125
"CR259232","X2012",50864.25
"CR259233","X2005",22126.587890625
"CR259233","X2010",27833.435546875
"CR259233","X2012",26784.376953125
"CR259234","X2005",9385.1337890625
"CR259234","X2010",12381.83203125
"CR259234","X2012",13556.5322265625
"CR259235","X2005",18089.392578125
"CR259235","X2010",23084.552734375
"CR259235","X2012",25740.044921875
"CR259236","X2005",2602.28295898438
"CR259236","X2010",3783.1826171875
"CR259236","X2012",5455.02734375
"CR259237","X2005",16938.5
"CR259237","X2010",19552.12890625
"CR259237","X2012",20544.220703125
"CR259238","X2005",15483.4208984375
"CR259238","X2010",17675.64453125
"CR259238","X2012",17938.322265625
"CR259239","X2005",15773.8427734375
"CR259239","X2010",17850.013671875
"CR259239","X2012",18088.8203125
"CR259240","X2005",246.356079101562
"CR259240","X2010",343.859954833984
"CR259240","X2012",507.856292724609
"CR259241","X2005",196.566177368164
"CR259241","X2010",289.329650878906
"CR259241","X2012",412.5546875
"CR259242","X2005",58.6442794799805
"CR259242","X2010",59.855785369873
"CR259242","X2012",196.772872924805
"CR259243","X2005",33.3624610900879
"CR259243","X2010",34.4229049682617
"CR259243","X2012",113.029243469238
"CR260176","X2005",0
"CR260176","X2010",0
"CR260176","X2012",0
"CR260177","X2005",0
"CR260177","X2010",0
"CR260177","X2012",0
"CR260178","X2005",0
"CR260178","X2010",0
"CR260178","X2012",0
"CR260179","X2005",0
"CR260179","X2010",0
"CR260179","X2012",0
"CR260180","X2005",0
"CR260180","X2010",0
"CR260180","X2012",0
"CR260181","X2005",0
"CR260181","X2010",0
"CR260181","X2012",0
"CR260182","X2005",0
"CR260182","X2010",0
"CR260182","X2012",0
"CR260183","X2005",0
"CR260183","X2010",0
"CR260183","X2012",0
"CR260184","X2005",0
"CR260184","X2010",0
"CR260184","X2012",0
"CR260185","X2005",0
"CR260185","X2010",0
"CR260185","X2012",0
"CR260186","X2005",0
"CR260186","X2010",0
"CR260186","X2012",0
"CR260187","X2005",1.63718092441559
"CR260187","X2010",2.70189046859741
"CR260187","X2012",3.82296323776245
"CR260188","X2005",22.9285678863525
"CR260188","X2010",26.4120006561279
"CR260188","X2012",34.5420608520508
"CR260189","X2005",1.6452659368515
"CR260189","X2010",1.44360792636871
"CR260189","X2012",1.84058582782745
"CR260190","X2005",0
"CR260190","X2010",0
"CR260190","X2012",0
"CR260191","X2005",0
"CR260191","X2010",0
"CR260191","X2012",0
"CR260192","X2005",0
"CR260192","X2010",0
"CR260192","X2012",0
"CR260193","X2005",0
"CR260193","X2010",0
"CR260193","X2012",0
"CR260194","X2005",0.991550803184509
"CR260194","X2010",1.10193169116974
"CR260194","X2012",1.02440476417542
"CR260195","X2005",69.6899337768555
"CR260195","X2010",77.5679092407227
"CR260195","X2012",107.147850036621
"CR260196","X2005",77.9371032714844
"CR260196","X2010",88.0408554077148
"CR260196","X2012",111.921676635742
"CR260197","X2005",655.94775390625
"CR260197","X2010",528.323913574219
"CR260197","X2012",705.278076171875
"CR260198","X2005",1028.732421875
"CR260198","X2010",850.608154296875
"CR260198","X2012",1188.15454101562
"CR260199","X2005",1106.66174316406
"CR260199","X2010",901.0390625
"CR260199","X2012",1257.37036132812
"CR260200","X2005",1722.46411132812
"CR260200","X2010",1753.83471679688
"CR260200","X2012",3386.18383789062
"CR260201","X2005",3186.43237304688
"CR260201","X2010",3037.5703125
"CR260201","X2012",5232.93212890625
"CR260202","X2005",1829.66235351562
"CR260202","X2010",1534.10339355469
"CR260202","X2012",2039.85607910156
"CR260203","X2005",1591.55017089844
"CR260203","X2010",1334.09509277344
"CR260203","X2012",1756.28405761719
"CR260204","X2005",1442.69165039062
"CR260204","X2010",1213.1259765625
"CR260204","X2012",1617.43920898438
"CR260205","X2005",2002.29174804688
"CR260205","X2010",1676.62829589844
"CR260205","X2012",2232.7353515625
"CR260206","X2005",1575.24377441406
"CR260206","X2010",1339.93884277344
"CR260206","X2012",2334.60205078125
"CR260207","X2005",306.838256835938
"CR260207","X2010",277.835601806641
"CR260207","X2012",1549.00634765625
"CR260208","X2005",885.869140625
"CR260208","X2010",869.792663574219
"CR260208","X2012",2208.90307617188
"CR260209","X2005",266.137542724609
"CR260209","X2010",241.039398193359
"CR260209","X2012",1343.73913574219
"CR260210","X2005",266.128356933594
"CR260210","X2010",223.807434082031
"CR260210","X2012",1241.98754882812
"CR260211","X2005",1580.96899414062
"CR260211","X2010",758.313415527344
"CR260211","X2012",1933.04846191406
"CR260212","X2005",1721.61291503906
"CR260212","X2010",664.129028320312
"CR260212","X2012",2139.68090820312
"CR260213","X2005",2496.66064453125
"CR260213","X2010",2095.0712890625
"CR260213","X2012",3198.81713867188
"CR260214","X2005",30002.767578125
"CR260214","X2010",26065.888671875
"CR260214","X2012",30075.2265625
"CR260215","X2005",52338
"CR260215","X2010",45643.7734375
"CR260215","X2012",52086.01171875
"CR260216","X2005",54534.48828125
"CR260216","X2010",45324.0078125
"CR260216","X2012",49756.3203125
"CR260217","X2005",36203.91015625
"CR260217","X2010",27040.693359375
"CR260217","X2012",27759.537109375
"CR260218","X2005",13960.517578125
"CR260218","X2010",9478.7236328125
"CR260218","X2012",9636.83984375
"CR260219","X2005",15671.8271484375
"CR260219","X2010",9577.1806640625
"CR260219","X2012",9586.0458984375
"CR260220","X2005",10368.837890625
"CR260220","X2010",3548.8935546875
"CR260220","X2012",3469.17797851562
"CR260221","X2005",5551.6044921875
"CR260221","X2010",1590.52258300781
"CR260221","X2012",2326.96118164062
"CR260222","X2005",4396.4365234375
"CR260222","X2010",2385.806640625
"CR260222","X2012",2387.70483398438
"CR260223","X2005",17064.466796875
"CR260223","X2010",7707.10693359375
"CR260223","X2012",8409.23828125
"CR260224","X2005",9007.9033203125
"CR260224","X2010",3716.57958984375
"CR260224","X2012",4097.00244140625
"CR260225","X2005",19768.8671875
"CR260225","X2010",14734.150390625
"CR260225","X2012",14755.6123046875
"CR260226","X2005",66453.2734375
"CR260226","X2010",56108.75390625
"CR260226","X2012",56524.34375
"CR260227","X2005",75203.7890625
"CR260227","X2010",82796.5546875
"CR260227","X2012",82867.5
"CR260228","X2005",35447.7578125
"CR260228","X2010",36365.9765625
"CR260228","X2012",36065.8125
"CR260229","X2005",34108.31640625
"CR260229","X2010",37168.59375
"CR260229","X2012",38837.06640625
"CR260230","X2005",73039.140625
"CR260230","X2010",75289.75
"CR260230","X2012",76404.8515625
"CR260231","X2005",74541.0078125
"CR260231","X2010",81557.7890625
"CR260231","X2012",83729.8984375
"CR260232","X2005",26605.22265625
"CR260232","X2010",38094.34375
"CR260232","X2012",42245.43359375
"CR260233","X2005",27543.783203125
"CR260233","X2010",33450.33203125
"CR260233","X2012",31887.888671875
"CR260234","X2005",13443.1337890625
"CR260234","X2010",16841.4765625
"CR260234","X2012",16597.5625
"CR260235","X2005",8572.7783203125
"CR260235","X2010",10731.0537109375
"CR260235","X2012",11908.0537109375
"CR260236","X2005",1869.77270507812
"CR260236","X2010",2789.84204101562
"CR260236","X2012",4298.9287109375
"CR260237","X2005",3354.56005859375
"CR260237","X2010",4791.64404296875
"CR260237","X2012",6741.21484375
"CR260238","X2005",22422.50390625
"CR260238","X2010",25591.45703125
"CR260238","X2012",25988.064453125
"CR260239","X2005",20996.185546875
"CR260239","X2010",23715.99609375
"CR260239","X2012",24038.033203125
"CR260240","X2005",107.467926025391
"CR260240","X2010",123.091033935547
"CR260240","X2012",302.206176757812
"CR260241","X2005",84.6852188110352
"CR260241","X2010",87.9421081542969
"CR260241","X2012",291.439666748047
"CR260242","X2005",8.24779224395752
"CR260242","X2010",8.35861682891846
"CR260242","X2012",27.4296321868896
"CR261178","X2005",0
"CR261178","X2010",0
"CR261178","X2012",0
"CR261180","X2005",0
"CR261180","X2010",0
"CR261180","X2012",0
"CR261181","X2005",0
"CR261181","X2010",0
"CR261181","X2012",0
"CR261182","X2005",0
"CR261182","X2010",0
"CR261182","X2012",0
"CR261183","X2005",0
"CR261183","X2010",0
"CR261183","X2012",0
"CR261184","X2005",0
"CR261184","X2010",0
"CR261184","X2012",0
"CR261185","X2005",0
"CR261185","X2010",0
"CR261185","X2012",0
"CR261186","X2005",0
"CR261186","X2010",0.623552083969116
"CR261186","X2012",3.71197032928467
"CR261187","X2005",3.1400089263916
"CR261187","X2010",3.29877209663391
"CR261187","X2012",4.84027338027954
"CR261188","X2005",3.1517927646637
"CR261188","X2010",3.49697256088257
"CR261188","X2012",4.46230030059814
"CR261189","X2005",15.0658912658691
"CR261189","X2010",58.158634185791
"CR261189","X2012",114.092216491699
"CR261190","X2005",0
"CR261190","X2010",0
"CR261190","X2012",0
"CR261191","X2005",0
"CR261191","X2010",0
"CR261191","X2012",0
"CR261192","X2005",0
"CR261192","X2010",0
"CR261192","X2012",0
"CR261193","X2005",0
"CR261193","X2010",0
"CR261193","X2012",0
"CR261194","X2005",68.6458206176758
"CR261194","X2010",75.1787261962891
"CR261194","X2012",69.4991683959961
"CR261195","X2005",348.377899169922
"CR261195","X2010",317.022369384766
"CR261195","X2012",406.671051025391
"CR261196","X2005",999.529235839844
"CR261196","X2010",812.724792480469
"CR261196","X2012",1115.2998046875
"CR261197","X2005",1247.97619628906
"CR261197","X2010",978.591857910156
"CR261197","X2012",1339.96716308594
"CR261198","X2005",1424.45642089844
"CR261198","X2010",1110.36950683594
"CR261198","X2012",1426.40185546875
"CR261199","X2005",2733.0654296875
"CR261199","X2010",2143.17114257812
"CR261199","X2012",2379.08227539062
"CR261200","X2005",4273.72607421875
"CR261200","X2010",3279.99389648438
"CR261200","X2012",3645.43676757812
"CR261201","X2005",1436.1240234375
"CR261201","X2010",1253.51684570312
"CR261201","X2012",1685.68212890625
"CR261202","X2005",1668.04187011719
"CR261202","X2010",1468.78173828125
"CR261202","X2012",1973.68359375
"CR261203","X2005",1544.1826171875
"CR261203","X2010",1340.310546875
"CR261203","X2012",1812.87805175781
"CR261204","X2005",1144.56701660156
"CR261204","X2010",1028.59008789062
"CR261204","X2012",1387.80334472656
"CR261205","X2005",3115.71459960938
"CR261205","X2010",2915.77099609375
"CR261205","X2012",3949.34716796875
"CR261206","X2005",3182.22338867188
"CR261206","X2010",2747.72875976562
"CR261206","X2012",3703.14282226562
"CR261207","X2005",1555.02099609375
"CR261207","X2010",1472.29321289062
"CR261207","X2012",2755.6591796875
"CR261208","X2005",3746.017578125
"CR261208","X2010",3886.92700195312
"CR261208","X2012",5943.28759765625
