"","ID","Scenario","npvfb","agb_hist","lp_hist","land_prices","carbon_prices","crv","crv_cp"
"598","CR259216","IDC3",597.884760629912,50.1183094455466,870.114353108115,870.114353108115,50.1183094455466,597.884760629912,648.003070075459
"599","CR259216","IDC3NoFC",600.982953274184,50.1183094455466,870.114353108115,870.114353108115,50.1183094455466,600.982953274184,651.101262719731
"600","CR259216","IDC3ZD",597.399244560672,50.1183094455466,870.114353108115,870.114353108115,50.1183094455466,597.399244560672,647.517554006219
"601","CR259217","IDC3",318.403398423504,43.5350960589447,870.114353108115,870.114353108115,43.5350960589447,318.403398423504,361.938494482449
"602","CR259217","IDC3NoFC",318.403398423504,43.5350960589447,870.114353108115,870.114353108115,43.5350960589447,318.403398423504,361.938494482449
"603","CR259217","IDC3ZD",318.403398423504,43.5350960589447,870.114353108115,870.114353108115,43.5350960589447,318.403398423504,361.938494482449
"604","CR259218","IDC3",53.0510520249416,48.0557937446798,870.114353108115,870.114353108115,48.0557937446798,53.0510520249416,101.106845769621
"605","CR259218","IDC3NoFC",53.0510520249416,48.0557937446798,870.114353108115,870.114353108115,48.0557937446798,53.0510520249416,101.106845769621
"606","CR259218","IDC3ZD",53.0510520249416,48.0557937446798,870.114353108115,870.114353108115,48.0557937446798,53.0510520249416,101.106845769621
"607","CR260205","IDC3",63.5444347220696,91.852007456587,411.564089020138,411.564089020138,91.852007456587,63.5444347220696,155.396442178657
"608","CR260205","IDC3NoFC",63.5444347220696,91.852007456587,411.564089020138,411.564089020138,91.852007456587,63.5444347220696,155.396442178657
"609","CR260205","IDC3ZD",63.5444347220696,91.852007456587,411.564089020138,411.564089020138,91.852007456587,63.5444347220696,155.396442178657
"610","CR260214","IDC3",41.9133633311543,47.587531435014,1619.2828111342,1619.2828111342,47.587531435014,41.9133633311543,89.5008947661683
"611","CR260214","IDC3NoFC",41.9133633311543,47.587531435014,1619.2828111342,1619.2828111342,47.587531435014,41.9133633311543,89.5008947661683
"612","CR260214","IDC3ZD",41.9133633311543,47.587531435014,1619.2828111342,1619.2828111342,47.587531435014,41.9133633311543,89.5008947661683
"613","CR260216","IDC3",52.0787887329925,55.8808358180841,870.114353108115,870.114353108115,55.8808358180841,52.0787887329925,107.959624551077
"614","CR260216","IDC3NoFC",51.9991938668551,55.8808358180841,870.114353108115,870.114353108115,55.8808358180841,51.9991938668551,107.880029684939
"615","CR260216","IDC3ZD",51.9991938668551,55.8808358180841,870.114353108115,870.114353108115,55.8808358180841,51.9991938668551,107.880029684939
"616","CR260217","IDC3",209.044372697494,34.4595135991149,870.114353108115,870.114353108115,34.4595135991149,209.044372697494,243.503886296609
"617","CR260217","IDC3NoFC",209.044372697494,34.4595135991149,870.114353108115,870.114353108115,34.4595135991149,209.044372697494,243.503886296609
"618","CR260217","IDC3ZD",209.044372697494,34.4595135991149,870.114353108115,870.114353108115,34.4595135991149,209.044372697494,243.503886296609
"619","CR260218","IDC3",93.2352348218693,17.3643053329098,1899.74967095272,1899.74967095272,17.3643053329098,93.2352348218693,110.599540154779
"620","CR260218","IDC3NoFC",93.2352348218693,17.3643053329098,1899.74967095272,1899.74967095272,17.3643053329098,93.2352348218693,110.599540154779
"621","CR260218","IDC3ZD",93.2352348218693,17.3643053329098,1899.74967095272,1899.74967095272,17.3643053329098,93.2352348218693,110.599540154779
"622","CR260220","IDC3",38.4116357861247,20.940115872279,1899.74967095272,1899.74967095272,20.940115872279,38.4116357861247,59.3517516584037
"623","CR260220","IDC3NoFC",38.4116357861247,20.940115872279,1899.74967095272,1899.74967095272,20.940115872279,38.4116357861247,59.3517516584037
"624","CR260220","IDC3ZD",38.4116357861247,20.940115872279,1899.74967095272,1899.74967095272,20.940115872279,38.4116357861247,59.3517516584037
"625","CR261204","IDC3",75.5471255639683,116.196776244554,411.564089020138,411.564089020138,116.196776244554,75.5471255639683,191.743901808522
"626","CR261204","IDC3NoFC",75.5471255639683,116.196776244554,411.564089020138,411.564089020138,116.196776244554,75.5471255639683,191.743901808522
