"","ID","Produ"
"934","CR268192",1.23706315789474
"935","CR268193",1.35662711864407
"936","CR268194",1.42752357392317
"937","CR268195",1.5990490145892
"938","CR268196",1.66707209302326
"939","CR268197",1.77738562091503
"940","CR268198",1.73875948221867
"941","CR268199",1.80901533219762
"942","CR268200",1.68947577854671
"943","CR268201",1.57626829268293
"944","CR268202",3.00085805649316
"945","CR268203",1.41517907907056
"946","CR268204",2.23013761643181
"947","CR268205",1.91166540259101
"948","CR268206",2.32481130545581
"949","CR268207",2.35807984521122
"950","CR268208",2.355
"951","CR268209",2.99447952586207
"952","CR268210",3.16663388259526
"953","CR268211",3.23835165590216
"954","CR268212",3.48103037890169
"955","CR268213",3.28013027795459
"956","CR268214",3.52956224008872
"957","CR268215",3.47061208406305
"958","CR268216",3.30759154481882
"959","CR268217",3.08596996032496
"960","CR268218",2.21742815891202
"961","CR268219",2.63627681088965
"962","CR268220",2.58111037394451
"963","CR268221",2.55125663716814
"964","CR268222",2.23931034482759
"965","CR268223",1.32557042253521
"966","CR268224",1.233
"967","CR269191",1.25313157894737
"968","CR269192",1.15540697674419
"969","CR269193",1.32090566037736
"970","CR269194",1.41630906791908
"971","CR269195",1.42897718985181
"972","CR269196",1.57034446176278
"973","CR269197",1.56404767105076
"974","CR269198",1.72118803418803
"975","CR269199",1.70756530612245
"976","CR269200",1.57064235055724
"977","CR269201",1.494
"978","CR269202",1.514
"979","CR269203",1.37106862891877
"980","CR269204",1.37684881901782
"981","CR269205",1.471
"982","CR269207",1.549
"983","CR269208",1.582
"984","CR269209",3.03352907126318
"985","CR269210",3.083
"986","CR269211",2.8612853736089
"987","CR269212",3.21829081081081
"988","CR269213",3.44354301075269
"989","CR269214",3.55569273743017
"990","CR269215",3.46715984015984
"991","CR269216",3.39394479830149
"992","CR269217",3.31983840749415
"993","CR269218",3.22594012944984
"994","CR269219",2.76715189873418
"995","CR269220",2.96674780701754
"996","CR269221",2.83431914893617
"997","CR269223",1.97414814814815
"998","CR269224",1.70541666666667
"999","CR269226",1.4295
"1000","CR270193",1.287
"1001","CR270194",1.34838716814159
"1002","CR270195",1.2851323231118
"1003","CR270196",1.50869487857658
"1004","CR270197",1.594
"1005","CR270199",1.613
"1006","CR270200",1.40469272869429
"1007","CR270201",1.4028482688391
"1008","CR270203",1.34228941979522
"1009","CR270204",1.46974725624304
"1010","CR270205",1.32403609966647
"1011","CR270206",1.32663339070568
"1012","CR270207",1.35733929128131
"1013","CR270208",1.36800509337861
"1014","CR270209",1.6067978923598
"1015","CR270210",3.29510517458982
"1016","CR270211",2.912
"1017","CR270212",2.75285164543524
"1018","CR270214",3.479
"1019","CR270215",3.50045851528384
"1020","CR270216",3.37954159869494
"1021","CR270217",3.3383671875
"1022","CR270220",3.31502749140894
"1023","CR270221",2.60559459459459
"1024","CR270222",1.76066666666667
"1025","CR270226",1.868
"1026","CR271193",1.1572625
"1027","CR271194",1.30149988315027
"1028","CR271195",1.14212532299742
"1029","CR271196",1.29211809879618
"1030","CR271197",1.3859893111639
"1031","CR271198",1.39099056603774
"1032","CR271199",1.51796774193548
"1033","CR271200",1.37939414694894
"1034","CR271201",1.329875
"1035","CR271202",1.33605263157895
"1036","CR271203",1.38338928412628
"1037","CR271204",1.33241639412706
"1038","CR271205",1.29758668737828
"1039","CR271206",1.222
"1040","CR271207",1.29075541843425
"1041","CR271208",1.29384795123603
"1042","CR271209",1.52134065934066
"1043","CR271210",2.99166666666667
"1044","CR271211",2.68933561643836
"1045","CR271212",3.14391805094131
"1046","CR271213",3.00972301425662
"1047","CR271214",3.42
"1048","CR271215",2.96500234411627
"1049","CR271216",3.406
"1050","CR271219",3.275
"1051","CR271221",2.7939387755102
"1052","CR271222",1.88914285714286
"1053","CR272193",0.91962331838565
"1054","CR272194",0.988
"1055","CR272195",1.10393280632411
"1056","CR272196",1.3421558310992
"1057","CR272197",1.31621745867769
"1058","CR272198",1.41291958718555
"1059","CR272199",1.28134927132798
"1060","CR272205",1.11533505154639
"1061","CR272206",0.996011989100817
"1062","CR272207",1.23930425219941
"1063","CR272208",1.21740490797546
"1064","CR272210",2.733
"1065","CR272211",2.85240131578947
"1066","CR272212",3.0860989010989
"1067","CR272218",3.3852
"1068","CR272219",3.16976245210728
"1069","CR272220",2.17995780590717
"1070","CR272221",2.56775
"1071","CR273193",0.916
"1072","CR273194",0.97
"1073","CR273195",0.979729323308271
"1074","CR273196",1.036
"1075","CR273197",1.27910372771475
"1076","CR273198",1.175
"1077","CR274187",1.40596745027125
"1078","CR274188",1.35826595744681
"1079","CR274215",2.7721
"1080","CR274216",2.968
"1081","CR274221",2.516
"1082","CR275187",1.3663
"1083","CR275188",1.13768666666667
"1084","CR275215",2.5724
"1085","CR275216",2.763
"1086","CR275221",2.5335
