"","Year","ID","L","NL","NVloss","crfrac","DT_NL","DT_L","DT_luc"
"520","X2015","CR251192",1.015,1.6985,0.000826218441061067,1.27129004517883e-07,0.00140333202214222,1.29035939585651e-07,0.00140346105808181
"521","X2000","CR275192",1.015,1.603,0.00095305272070463,0.00086864611289054,0.00152774351128952,0.000881675804583898,0.00240941931587342
"522","X2005","CR275192",1.015,1.603,0.00409994464889762,0.00086864611289054,0.00657221127218289,0.000881675804583898,0.00745388707676679
"523","X2010","CR275192",1.015,1.603,0.00376338504087434,0.00086864611289054,0.00603270622052157,0.000881675804583898,0.00691438202510547
"524","X2012","CR275192",1.015,1.603,0.0111167775418403,0.00086864611289054,0.0178201943995701,0.000881675804583898,0.0187018702041539
"525","X2015","CR275192",1.015,1.603,0.0276963058414076,0.00086864611289054,0.0443971782637764,0.000881675804583898,0.0452788540683603
"526","X2005","CR277192",1.015,1.603,0.0101498155515298,0,0.0162701543291023,0,0.0162701543291023
"527","X2010","CR277192",1.015,1.603,0.00946195102686496,0,0.0151675074960645,0,0.0151675074960645
"528","X2012","CR277192",1.015,1.603,0.00755564525539356,0,0.0121116993443959,0,0.0121116993443959
"529","X2015","CR277192",1.015,1.603,0.00648698865698927,0,0.0103986428171538,0,0.0103986428171538
"530","X2000","CR267192",1.015,1.603,0.086125175178698,0.00113186216796428,0.138058655811453,0.00114884010048374,0.139207495911937
"531","X2005","CR267192",1.015,1.603,0.169941619748568,0.00113186216796428,0.272416416456955,0.00114884010048374,0.273565256557438
"532","X2010","CR267192",1.015,1.603,0.213487754931708,0.00113186216796428,0.342220871155529,0.00114884010048374,0.343369711256012
"533","X2012","CR267192",1.015,1.603,0.232174978814395,0.00113186216796428,0.372176491039475,0.00114884010048374,0.373325331139959
"534","X2015","CR267192",1.015,1.603,0.292466123141371,0.00113186216796428,0.468823195395617,0.00114884010048374,0.469972035496101
"535","X2000","CR272192",1.015,1.603,0.0548674102077674,0,0.0879524585630511,0,0.0879524585630511
"536","X2005","CR272192",1.015,1.603,0.107181535759862,0,0.171812001823059,0,0.171812001823059
"537","X2010","CR272192",1.015,1.603,0.173591777063714,0,0.278267618633133,0,0.278267618633133
"538","X2012","CR272192",1.015,1.603,0.189643887213289,0,0.303999151202903,0,0.303999151202903
"539","X2015","CR272192",1.015,1.603,0.302058687940665,0,0.484200076768886,0,0.484200076768886
"540","X2000","CR236202",1.015,1.6985,0.274075155054761,0,0.465516650860512,0,0.465516650860512
"541","X2005","CR236202",1.015,1.6985,0.318111204833884,0,0.540311881410351,0,0.540311881410351
"542","X2010","CR236202",1.015,1.6985,0.315997568556511,0,0.536721870193234,0,0.536721870193234
"543","X2012","CR236202",1.015,1.6985,0.316959624179896,0,0.538355921669553,0,0.538355921669553
"544","X2015","CR236202",1.015,1.6985,0.314071444721824,0,0.533450348860018,0,0.533450348860018
"545","X2000","CR240202",1.015,1.6985,0.000542803483422492,0.000284585596510201,0.000921951716593103,0.000288854380457854,0.00121080609705096
"546","X2005","CR240202",1.015,1.6985,0.000512544416956626,0.000284585596510201,0.000870556692200829,0.000288854380457854,0.00115941107265868
"547","X2010","CR240202",1.015,1.6985,0.00127527780158003,0.000284585596510201,0.00216605934598369,0.000288854380457854,0.00245491372644154
"548","X2012","CR240202",1.015,1.6985,0.000777184264505717,0.000284585596510201,0.00132004747326296,0.000288854380457854,0.00160890185372082
