"","ID","CRVl2_NPV","soyarea","Forarea","area_km2","soyperc","forperc"
"1","CR237205",400.73009827331,3778.79727172851,0.416609636837136,3009,1255.8315957888,41.6609636837136
"2","CR237206",153.849727184669,3455.21870422363,0.815015411429302,3003,1150.58897909545,81.5015411429302
"3","CR237207",62.9532347760232,8758.95855712891,0.963391767875367,2831,3093.94509259234,96.3391767875367
"4","CR238201",130.699212251089,3372.43608093262,0.825124748162393,3029,1113.3826612521,82.5124748162393
"5","CR238202",166.466541604726,4169.33059692383,0.776899772230536,3025,1378.2911064211,77.6899772230536
"6","CR238204",526.788971968278,10015.0870361328,0.428957593979566,3014,3322.85568551188,42.8957593979566
"7","CR238205",690.604279550008,10013.4403686523,0.539395630432539,3009,3327.82996631849,53.9395630432539
"8","CR238206",959.843997489799,10132.0144042969,0.369143322807106,3003,3373.96417059503,36.9143322807106
"9","CR238207",416.919159587311,7199.53271484375,0.7405796968847,2997,2402.24648476602,74.05796968847
"10","CR239204",409.561830926618,5039.24267578125,0.571995938321088,3014,1671.94514790353,57.1995938321088
"11","CR239205",347.336876508739,5698.51171875,0.698546567621266,3009,1893.8224389332,69.8546567621266
"12","CR239206",449.264008975607,6428.43362426758,0.614695579707587,3003,2140.67053755164,61.4695579707587
"13","CR239207",1070.10945078843,13204.9249267578,0.249609261868005,2997,4406.04768994255,24.9609261868005
"14","CR240206",434.444062491069,16286.9495849609,0.658341304529479,3003,5423.55963535163,65.8341304529479
"15","CR240207",727.163376142114,38584.1240234375,0.548443932084923,2997,12874.2489234026,54.8443932084923
"16","CR240208",188.682234423434,26944.4451904297,0.763768741194467,2908,9265.62764457692,76.3768741194467
"17","CR241205",27.2814811851119,2735.21473693848,0.959679691838915,3009,909.011212010129,95.9679691838915
"18","CR241206",22.8413205792279,8428.47692871094,0.973266204815566,3003,2806.68562394637,97.3266204815566
"19","CR241207",82.0077010057928,18284.267578125,0.911947395662962,2997,6100.85671609109,91.1947395662962
"20","CR241208",365.835382334706,35413.5500488281,0.759913828512862,2991,11840.0367933227,75.9913828512862
"21","CR242199",359.613691044371,5627.43426513672,0.718876959951035,3038,1852.34834270465,71.8876959951035
"22","CR242200",324.925446126493,5120.78228759766,0.73664952656291,3034,1687.79904007833,73.664952656291
"23","CR242201",400.526044709424,6317.11087036133,0.689203760559034,3029,2085.54337086871,68.9203760559034
"24","CR242202",193.611808791663,5125.20031738281,0.77901160986657,3025,1694.28109665548,77.901160986657
"25","CR242203",244.939366058104,7945.49163818359,0.77098156874158,3020,2630.95749608728,77.098156874158
"26","CR242204",44.4265990286873,3050.60527038574,0.917670787629775,3014,1012.14507975638,91.7670787629775
"27","CR242207",178.470993093663,36718.9953613281,0.820883092921255,2997,12251.9170374802,82.0883092921255
"28","CR242208",745.772800609956,89295.5786132812,0.510149828179685,2991,29854.7571425213,51.0149828179685
"29","CR242209",245.343594416734,39821.3928222656,0.823490142476952,2985,13340.5001079617,82.3490142476952
"30","CR243201",451.003635918931,6351.18460083008,0.64987897963957,3029,2096.79253906572,64.987897963957
"31","CR243202",529.89674071936,10910.6923828125,0.606701971768226,3025,3606.8404571281,60.6701971768226
"32","CR243203",1211.10898483416,21642.9149169922,0.348288193593568,3020,7166.52811820933,34.8288193593568
"33","CR243204",357.633247417161,9603.03057861328,0.730286313063937,3014,3186.14153238662,73.0286313063937
"34","CR243206",272.520778913214,44486.7912597656,0.766972644299387,3003,14814.1163036183,76.6972644299387
"35","CR243207",618.159774626227,94996.0405273438,0.492318313024932,2997,31697.0438863342,49.2318313024932
"36","CR243208",1029.9399662745,120815.254394531,0.358576904898969,2991,40392.9302556106,35.8576904898969
"37","CR243210",46.5458887792983,3896.52244567871,0.952207351419155,2978,1308.43601265235,95.2207351419155
"38","CR244201",358.572921547045,6469.31509399414,0.640421717445562,3029,2135.79237173791,64.0421717445562
"39","CR244202",143.64094317047,6582.74597167969,0.793332525813581,3025,2176.1143708032,79.3332525813581
"40","CR244203",191.018071334796,5575.38897705078,0.742318186299953,3020,1846.15529041417,74.2318186299953
"41","CR244204",755.172459897057,8226.75521850586,0.501745317056421,3014,2729.51400746711,50.1745317056421
"42","CR244205",334.401809371216,4890.53179931641,0.719729500571972,3009,1625.30136235175,71.9729500571972
"43","CR244206",275.259559196985,9039.13061523438,0.699403746933019,3003,3010.03350490655,69.9403746933019
"44","CR244207",168.523061195443,33028.3820800781,0.738344347153003,2997,11020.4811745339,73.8344347153003
"45","CR244210",155.250448755025,4106.52671813965,0.823751846039163,2978,1378.95457291459,82.3751846039163
"46","CR245201",437.076132748778,7028.02868652344,0.644382683621996,3029,2320.24717283705,64.4382683621996
"47","CR245202",506.432216328806,24693.8370361328,0.656627781891707,3025,8163.25191277118,65.6627781891707
"48","CR245203",905.639597811147,20941.5196533203,0.419504726670797,3020,6934.27803090077,41.9504726670797
"49","CR245204",324.454153330268,4592.65777587891,0.682664103323489,3014,1523.77497540773,68.2664103323489
"50","CR245205",468.709167148599,6521.1633605957,0.682961559292431,3009,2167.21946181313,68.2961559292431
"51","CR245206",134.608106984553,3386.68785095215,0.83289719601284,3003,1127.76818213525,83.289719601284
"52","CR245207",560.37009718689,56886.6701660156,0.461892503086613,2997,18981.2045932651,46.1892503086613
"53","CR245208",377.638138986078,124248.337402344,0.303092687709516,2991,41540.7346714623,30.3092687709516
"54","CR245209",319.598539039433,73587.4926757812,0.451787041670749,2985,24652.4263570456,45.1787041670749
"55","CR245210",864.81380957127,8552.13247680664,0.43562180922039,2978,2871.77047575777,43.562180922039
"56","CR245211",650.364191834751,2884.15972900391,0.480138901824448,2972,970.44405417359,48.0138901824448
"57","CR246202",136.901408317218,14871.8032226562,0.864814909091433,3025,4916.29858600207,86.4814909091433
"58","CR246203",797.830737435789,41751.3762207031,0.420291001569548,3020,13824.9590134779,42.0291001569548
"59","CR246204",420.733391975061,17075.8729248047,0.706600620472783,3014,5665.51855501151,70.6600620472783
"60","CR246205",242.460255619818,9743.18798828125,0.817523145851727,3009,3238.01528357635,81.7523145851727
"61","CR246206",286.612680407259,5718.46606445312,0.751449118135634,3003,1904.25110371399,75.1449118135634
"62","CR246207",314.205440634465,5620.44226074219,0.728068115902843,2997,1875.35610969042,72.8068115902843
"63","CR246208",386.167221742305,69448.9829101562,0.402869252319702,2991,23219.3189268326,40.2869252319702
"64","CR246209",514.440829716599,51200.9321289062,0.35735099481791,2985,17152.7410817106,35.735099481791
"65","CR246210",518.450173663435,12506.5559692383,0.373080999995915,2978,4199.64941881742,37.3080999995915
"66","CR246211",664.50637210509,12749.1389770508,0.527122896260406,2972,4289.7506652257,52.7122896260406
"67","CR246212",349.68652792151,4287.6870880127,0.728127874977915,2965,1446.10019831794,72.8127874977915
"68","CR247201",341.862266099294,3332.15180969238,0.652394362969192,3029,1100.08313294565,65.2394362969192
