"","ID","Scenario","CRVl2_NPV","soyarea","Forarea","area_km2","soyperc","forperc"
"1227","CR269198","IDC3ZD",3548.08290902174,29.7136111111111,0.877551775147929,3042,9.76778800496749,87.7551775147929
"1228","CR269199","IDC3",4715.77968754245,14.7630555555556,0.873666886109282,3038,4.85946529149294,87.3666886109283
"1229","CR269199","IDC3NoFC",4727.57068562179,14.7630555555556,0.87092659644503,3038,4.85946529149294,87.092659644503
"1230","CR269199","IDC3ZD",2948.22949347323,7.07722222222222,0.913429888084266,3038,2.32956623509619,91.3429888084266
"1231","CR269200","IDC3",2632.56391414024,29.7413888888889,0.213719512195122,3034,9.80269904050392,21.3719512195122
"1232","CR269200","IDC3NoFC",2478.46279414374,29.7413888888889,0.225144199077126,3034,9.80269904050392,22.5144199077126
"1233","CR269200","IDC3ZD",642.231133488087,16.1105555555556,0.308046308503626,3034,5.3100051270783,30.8046308503626
"1234","CR269201","IDC3",6705.55675736315,52.6202777777778,0.0489352921756355,3029,17.372161696196,4.89352921756355
"1235","CR269201","IDC3NoFC",6705.55679962161,52.5911111111111,0.0489352921756355,3029,17.3625325556656,4.89352921756355
"1236","CR269201","IDC3ZD",5578.95368249616,30.9725,0.121186860349951,3029,10.225321888412,12.1186860349951
"1237","CR269202","IDC3",6812.65588309165,6.87166666666667,0.365301652892562,3025,2.27162534435262,36.5301652892562
"1238","CR269202","IDC3NoFC",6813.21568067331,6.87166666666667,0.365128099173554,3025,2.27162534435262,36.5128099173554
"1239","CR269203","IDC3",3442.43023081811,81.5155555555556,0.00125827814569536,3020,26.9919058130979,0.125827814569536
"1240","CR269203","IDC3NoFC",3442.43023081811,81.5155555555556,0.00125827814569536,3020,26.9919058130979,0.125827814569536
"1241","CR269203","IDC3ZD",3442.33423136777,81.5155555555556,0.00125827814569536,3020,26.9919058130979,0.125827814569536
"1242","CR269204","IDC3",3761.93343560057,147.747777777778,0.00053085600530856,3014,49.020496940205,0.053085600530856
"1243","CR269204","IDC3NoFC",3761.93343560057,147.747777777778,0.00053085600530856,3014,49.020496940205,0.053085600530856
"1244","CR269204","IDC3ZD",3761.93343560057,147.747777777778,0.00053085600530856,3014,49.020496940205,0.053085600530856
"1245","CR269205","IDC3",4387.58617026096,194.361388888889,0.0412097042206713,3009,64.593349580887,4.12097042206713
"1246","CR269205","IDC3NoFC",4387.51675496117,194.361388888889,0.0412097042206713,3009,64.593349580887,4.12097042206713
"1247","CR269205","IDC3ZD",4387.51337914752,194.361388888889,0.0412097042206713,3009,64.593349580887,4.12097042206713
"1248","CR269207","IDC3",6851.45870183995,224.594722222222,0.0927510844177511,2997,74.9398472546621,9.27510844177511
"1249","CR269207","IDC3NoFC",6851.44996634145,224.594722222222,0.0927510844177511,2997,74.9398472546621,9.27510844177511
"1250","CR269207","IDC3ZD",6303.28224600676,201.766944444444,0.166199532866199,2997,67.3229711192674,16.6199532866199
"1251","CR269208","IDC3",6298.36718620318,178.2375,0.175526579739218,2991,59.5912738214644,17.5526579739218
"1252","CR269208","IDC3NoFC",6226.78243106517,181.305,0.180349381477767,2991,60.616850551655,18.0349381477767
"1253","CR269208","IDC3ZD",3960.07143017494,119.924722222222,0.454989969909729,2991,40.0951929863665,45.4989969909729
"1254","CR269209","IDC3",2815.53872161297,46.9675,0.115678391959799,2985,15.7345058626466,11.5678391959799
"1255","CR269209","IDC3NoFC",3528.18510531499,24.985,0.0939698492462312,2985,8.37018425460636,9.39698492462312
"1256","CR269209","IDC3ZD",3485.11229524079,31.2911111111111,0.0944053601340034,2985,10.4827842918295,9.44053601340034
"1257","CR269210","IDC3",1778.21067315818,11.6066666666667,0.262357286769644,2978,3.89747033803448,26.2357286769644
"1258","CR269210","IDC3NoFC",1774.97495272635,11.6066666666667,0.262625923438549,2978,3.89747033803448,26.2625923438549
"1259","CR269210","IDC3ZD",1711.20596800094,7.92,0.267931497649429,2978,2.65950302216253,26.7931497649429
"1260","CR269211","IDC3",3252.4822212742,35.9094444444444,0.207786964045376,2972,12.0825856138777,20.7786964045376
"1261","CR269211","IDC3NoFC",2989.2782224402,30.5072222222222,0.253667563930013,2972,10.2648796171676,25.3667563930013
"1262","CR269211","IDC3ZD",2222.83052627172,26.6711111111111,0.314771197846568,2972,8.97412890683415,31.4771197846568
"1263","CR269212","IDC3",3774.43511862327,7.55083333333333,0.688518429294146,2965,2.54665542439573,68.8518429294146
"1264","CR269212","IDC3NoFC",3730.95540892001,8.8975,0.70982012366498,2965,3.0008431703204,70.982012366498
"1265","CR269212","IDC3ZD",2927.60326099363,6.57694444444444,0.721138279932547,2965,2.21819374180251,72.1138279932547
"1266","CR269217","IDC3",854.740797449004,5.26666666666667,0.102285543403965,2926,1.79995443153338,10.2285543403965
"1267","CR269217","IDC3NoFC",729.659681804423,5.26666666666667,0.135547676008202,2926,1.79995443153338,13.5547676008202
"1268","CR269217","IDC3ZD",642.528468979153,5.36527777777778,0.198086124401914,2926,1.8336561099719,19.8086124401914
"1269","CR269218","IDC3",305.684408480642,2.60444444444444,0.0231322823851953,2918,0.892544360673216,2.31322823851953
"1270","CR269218","IDC3NoFC",536.135371513908,2.22222222222222,0.0218300205620287,2918,0.761556621734826,2.18300205620287
"1271","CR269218","IDC3ZD",346.52581181745,2.73611111111111,0.0231322823851953,2918,0.937666590511005,2.31322823851953
"1272","CR270194","IDC3",2691.56075763469,111.419444444444,0.013866164921466,3056,36.4592422920303,1.3866164921466
"1273","CR270194","IDC3NoFC",2691.56075763469,112.101111111111,0.013866164921466,3056,36.6823007562536,1.3866164921466
"1274","CR270194","IDC3ZD",2685.48630061274,107.318611111111,0.014258835078534,3056,35.117346567772,1.4258835078534
"1275","CR270195","IDC3",2531.90612838335,166.050833333333,0.0258188666885031,3053,54.3893984059395,2.58188666885031
"1276","CR270195","IDC3NoFC",2531.90752639938,166.815277777778,0.0258188666885031,3053,54.6397896422462,2.58188666885031
"1277","CR270195","IDC3ZD",2536.36327173466,162.220555555556,0.0258188666885031,3053,53.1348036539651,2.58188666885031
"1278","CR270196","IDC3",5647.74432051548,113.256944444444,0.519463114754098,3050,37.1334244080146,51.9463114754098
"1279","CR270196","IDC3NoFC",5661.84443394401,113.256944444444,0.518831967213115,3050,37.1334244080146,51.8831967213115
"1280","CR270196","IDC3ZD",2819.84189102,45.7144444444444,0.796323770491803,3050,14.9883424408015,79.6323770491803
"1281","CR270197","IDC3",7590.09798376767,98.2022222222222,0.624593729481287,3046,32.2397315240388,62.4593729481287
"1282","CR270197","IDC3NoFC",7591.14349006507,98.2022222222222,0.624273637557452,3046,32.2397315240388,62.4273637557452
"1283","CR270197","IDC3ZD",5277.28293652427,25.5697222222222,0.894558437294813,3046,8.3945246954111,89.4558437294813
"1284","CR270199","IDC3",7913.1381201164,3.97666666666667,0.777719716919026,3038,1.30897520298442,77.7719716919026
"1285","CR270199","IDC3NoFC",7913.14080385581,3.97666666666667,0.777719716919026,3038,1.30897520298442,77.7719716919026
"1286","CR270199","IDC3ZD",6601.87043864891,2.85694444444444,0.930999012508229,3038,0.940403042937605,93.099901250823
"1287","CR270200","IDC3",3316.75914022351,38.5388888888889,0.785192814765986,3034,12.7023364828243,78.5192814765986
"1288","CR270200","IDC3NoFC",3350.60559815711,38.5388888888889,0.7767674686882,3034,12.7023364828243,77.67674686882
"1289","CR270200","IDC3ZD",1499.90979842516,19.265,0.891088497033619,3034,6.34970336189848,89.1088497033619
"1290","CR270201","IDC3",2474.04847168427,29.5913888888889,0.528829646748102,3029,9.76935915777118,52.8829646748102
"1291","CR270201","IDC3NoFC",2473.15092283408,29.5913888888889,0.529110267414988,3029,9.76935915777118,52.9110267414988
"1292","CR270201","IDC3ZD",1166.95990636907,22.4602777777778,0.615817926708484,3029,7.41508015113165,61.5817926708484
"1293","CR270203","IDC3",5236.60313195988,43.1552777777778,0.34176738410596,3020,14.2898270787344,34.176738410596
"1294","CR270203","IDC3NoFC",5236.60313195988,43.1552777777778,0.34176738410596,3020,14.2898270787344,34.176738410596
"1295","CR270203","IDC3ZD",3921.78291939336,9.45777777777778,0.464271523178808,3020,3.13171449595291,46.4271523178808
"1296","CR270204","IDC3",7174.87793359445,149.002777777778,0.281930159256801,3014,49.4368871193689,28.1930159256801
"1297","CR270204","IDC3NoFC",7174.87793359445,149.002777777778,0.281930159256801,3014,49.4368871193689,28.1930159256801
"1298","CR270204","IDC3ZD",5108.56349687809,79.6258333333333,0.516460683477106,3014,26.4186573766866,51.6460683477107
"1299","CR270205","IDC3",3965.99273953015,230.736111111111,0.130741110003323,3009,76.6819910638455,13.0741110003323
"1300","CR270205","IDC3NoFC",3965.99261277306,230.736111111111,0.130741110003323,3009,76.6819910638455,13.0741110003323
"1301","CR270205","IDC3ZD",3965.94166449545,230.736111111111,0.130741110003323,3009,76.6819910638455,13.0741110003323
"1302","CR270206","IDC3",4552.21664848879,17.5058333333333,0.935581085581086,3003,5.82944832944833,93.5581085581086
"1303","CR270206","IDC3NoFC",4549.95942349596,17.5058333333333,0.935922410922411,3003,5.82944832944833,93.5922410922411
"1304","CR270206","IDC3ZD",3767.60818739044,3.49277777777778,0.987204462204462,3003,1.16309616309616,98.7204462204462
"1305","CR270207","IDC3",6526.91735870612,167.179444444444,0.313033867200534,2997,55.7822637452267,31.3033867200534
"1306","CR270207","IDC3NoFC",6329.53783881829,171.113888888889,0.338188188188188,2997,57.0950580209839,33.8188188188188
"1307","CR270207","IDC3ZD",3967.35622896968,75.2577777777778,0.704024858191524,2997,25.1110369628888,70.4024858191524
"1308","CR270208","IDC3",3929.14048625586,70.9919444444444,0.586137579404881,2991,23.7351870426093,58.6137579404881
"1309","CR270208","IDC3NoFC",3927.6472544283,70.9919444444444,0.586501170177198,2991,23.7351870426093,58.6501170177198
"1310","CR270208","IDC3ZD",1994.21770005685,20.9405555555556,0.793258943497158,2991,7.0011887514395,79.3258943497158
"1311","CR270209","IDC3",3604.61094092344,76.6938888888889,0.385494137353434,2985,25.6930951051554,38.5494137353434
"1312","CR270209","IDC3NoFC",3573.36871617076,77.0347222222222,0.38891959798995,2985,25.8072771263726,38.891959798995
"1313","CR270209","IDC3ZD",1368.8900108209,37.6997222222222,0.595175879396985,2985,12.6297226875116,59.5175879396985
"1314","CR270210","IDC3",1646.92419986452,4.06222222222222,0.37658159838818,2978,1.36407730766361,37.658159838818
"1315","CR270210","IDC3NoFC",1642.45663268623,3.80222222222222,0.376971121558092,2978,1.27677039026938,37.6971121558092
"1316","CR270210","IDC3ZD",1627.41978155761,4.06222222222222,0.37910678307589,2978,1.36407730766361,37.910678307589
"1317","CR270211","IDC3",2474.54469528246,23.4661111111111,0.258030506953791,2972,7.89573052190818,25.8030506953791
"1318","CR270211","IDC3NoFC",2474.54469528246,23.4661111111111,0.258030506953791,2972,7.89573052190818,25.8030506953791
"1319","CR270211","IDC3ZD",2340.27244671216,23.4661111111111,0.268775235531629,2972,7.89573052190818,26.8775235531629
"1320","CR270212","IDC3",2408.14792571353,23.8316666666667,0.507689713322091,2965,8.03766160764475,50.7689713322091
"1321","CR270212","IDC3NoFC",2408.14390248726,23.8316666666667,0.507689713322091,2965,8.03766160764475,50.7689713322091
"1322","CR270212","IDC3ZD",1796.06651228878,26.9405555555556,0.540139725367381,2965,9.08619074386359,54.0139725367381
"1323","CR270217","IDC3",861.401476565453,1.76527777777778,0.0213943950786056,2926,0.603307511202248,2.13943950786056
