"","ID","Scenario","CRVl2_NPV","soyarea","Forarea","area_km2","soyperc","forperc"
"1","CR234196","IDC3",67.3480397614366,10.1633333333333,0.804918032786885,3050,3.33224043715847,80.4918032786885
"2","CR234196","IDC3NoFC",67.3480397614366,10.1633333333333,0.804918032786885,3050,3.33224043715847,80.4918032786885
"3","CR234196","IDC3ZD",67.3480397614366,10.1633333333333,0.804918032786885,3050,3.33224043715847,80.4918032786885
"4","CR235194","IDC3",141.149778403475,6.4125,0.916234858681023,2972,2.15763795423957,91.6234858681023
"5","CR235194","IDC3NoFC",115.685511208134,6.4125,0.953045087483176,2972,2.15763795423957,95.3045087483176
"6","CR235194","IDC3ZD",103.703314491283,6.31666666666667,0.955063930013459,2972,2.12539255271422,95.5063930013459
"7","CR235195","IDC3",157.636744517595,4.64694444444444,0.618446601941748,2884,1.61128448143011,61.8446601941748
"8","CR235195","IDC3NoFC",157.335102842925,4.70833333333333,0.618446601941748,2884,1.63257050392973,61.8446601941748
"9","CR235195","IDC3ZD",157.634713917824,4.64694444444444,0.618446601941748,2884,1.61128448143011,61.8446601941748
"10","CR235197","IDC3",281.742198111012,9.32777777777778,0.242818450426789,3046,3.06230393229737,24.2818450426789
"11","CR235197","IDC3NoFC",281.742252829257,9.32777777777778,0.242818450426789,3046,3.06230393229737,24.2818450426789
"12","CR235197","IDC3ZD",213.869038333679,4.34166666666667,0.388390512147078,3046,1.42536660100678,38.8390512147078
"13","CR236193","IDC3",335.535066386897,3.71861111111111,0.723163248150639,2974,1.25037360830905,72.3163248150639
"14","CR236193","IDC3NoFC",335.518079595745,3.71861111111111,0.723259919300605,2974,1.25037360830905,72.3259919300605
"15","CR236193","IDC3ZD",262.507590654152,3.53944444444444,0.76492938802959,2974,1.19012926847493,76.492938802959
"16","CR236194","IDC3",279.009398254804,4.165,0.393717277486911,3056,1.36289267015707,39.3717277486911
"17","CR236194","IDC3NoFC",276.251975424646,4.165,0.393979057591623,3056,1.36289267015707,39.3979057591623
"18","CR236194","IDC3ZD",264.719154488637,4.165,0.428047284031413,3056,1.36289267015707,42.8047284031413
"19","CR236198","IDC3",357.970215777378,7.83416666666667,0.101577909270217,3042,2.57533420994959,10.1577909270217
"20","CR236198","IDC3NoFC",364.263068560322,7.83416666666667,0.0977851742274819,3042,2.57533420994959,9.77851742274819
"21","CR236198","IDC3ZD",307.909163388465,6.99777777777778,0.191522846811308,3042,2.30038717218204,19.1522846811308
"22","CR237193","IDC3",382.076003945301,2.58777777777778,0.549256052454607,2974,0.870133751774639,54.9256052454607
"23","CR237193","IDC3NoFC",382.076001939616,2.58777777777778,0.549256052454607,2974,0.870133751774639,54.9256052454607
"24","CR237193","IDC3ZD",320.590980563129,2.47388888888889,0.588857599193006,2974,0.831838900097138,58.8857599193006
"25","CR238207","IDC3",2928.21793912643,120.683611111111,0.0449657991324658,2997,40.2681385088793,4.49657991324658
"26","CR238207","IDC3NoFC",2288.69796436683,120.683611111111,0.065648982315649,2997,40.2681385088793,6.5648982315649
"27","CR238207","IDC3ZD",2886.98119614915,120.683611111111,0.062132966299633,2997,40.2681385088793,6.2132966299633
"28","CR239203","IDC3",251.445316162605,5.3875,0.00363824503311258,3020,1.78394039735099,0.363824503311258
"29","CR239203","IDC3NoFC",251.61960213287,5.3875,0.00343543046357616,3020,1.78394039735099,0.343543046357616
"30","CR239203","IDC3ZD",250.637827313119,5.38,0.0060182119205298,3020,1.78145695364238,0.60182119205298
"31","CR239205","IDC3",2688.27679210094,74.0658333333333,0.490628115653041,3009,24.6147668106791,49.0628115653041
"32","CR239205","IDC3NoFC",3565.6311217616,76.87,0.207664506480558,3009,25.5466932535726,20.7664506480558
"33","CR239205","IDC3ZD",2741.36796751064,65.1816666666667,0.490628115653041,3009,21.6622355156752,49.0628115653041
"34","CR239206","IDC3",3023.02791566692,95.7858333333333,0.0214035964035964,3003,31.8967143967144,2.14035964035964
"35","CR239206","IDC3NoFC",2280.00753547865,98.2291666666667,0.053946053946054,3003,32.7103452103452,5.39460539460539
"36","CR239206","IDC3ZD",2967.15508468893,92.5966666666667,0.0427322677322677,3003,30.8347208347208,4.27322677322677
"37","CR240204","IDC3",780.682114603399,17.3983333333333,0.0103890179163902,3014,5.77250608272506,1.03890179163902
"38","CR240204","IDC3NoFC",732.209554898721,17.3983333333333,0.0258294625082947,3014,5.77250608272506,2.58294625082946
"39","CR240204","IDC3ZD",771.532799758444,17.3983333333333,0.0213876907763769,3014,5.77250608272506,2.13876907763769
"40","CR240205","IDC3",1453.65077818882,48.05,0.0642073778664008,3009,15.9687603855101,6.42073778664008
"41","CR240205","IDC3NoFC",1502.62683003661,48.05,0.0443170488534397,3009,15.9687603855101,4.43170488534397
"42","CR240205","IDC3ZD",1373.9732092848,48.05,0.121211365902293,3009,15.9687603855101,12.1211365902293
"43","CR240206","IDC3",2871.06061004327,87.2075,0.44955044955045,3003,29.0401265401265,44.955044955045
"44","CR240206","IDC3NoFC",3094.99057051288,87.2413888888889,0.296786546786547,3003,29.0514115514115,29.6786546786547
"45","CR240206","IDC3ZD",2871.04771625983,87.2413888888889,0.44955044955045,3003,29.0514115514115,44.955044955045
"46","CR240207","IDC3",3028.45450804284,74.6438888888889,0.114118284951618,2997,24.9062024987951,11.4118284951618
"47","CR240207","IDC3NoFC",2073.7296497466,85.9366666666667,0.152302302302302,2997,28.6742297853409,15.2302302302302
"48","CR240207","IDC3ZD",2928.17564192003,71.2308333333333,0.143180680680681,2997,23.7673784896007,14.3180680680681
