"","ID","Country","area_km2","Year","dEDD_total","dEDD_ghg","dEDD_luc","floss","soyarea","Forarea","Y0","dyt","dyl","dyg","CRVln","areasoyp","Scenario","CD_Bioma"
"28","CR235197","Brazil",3046,"X2030",73.2811050415039,55.8057975769043,13.3817234039307,-50.07,9.08,0.287491792514773,0.595616209030151,-0.306778374641819,-0.0647193338335634,-0.243482026958447,20.7310521598165,0.0298095863427446,"IDC3",1
"29","CR235197","Brazil",3046,"X2035",106.171249389648,64.8687057495117,31.1183490753174,-78.06,14.87,0.195600787918582,0.624865219295025,-0.411898805821756,-0.144091452325394,-0.276998172198876,48.422294934854,0.0488181221273802,"IDC3",1
"30","CR235197","Brazil",3046,"X2040",145.634170532227,78.8834762573242,48.9186592102051,-105.72,14.87,0.104793171372292,0.654114229559898,-0.517208720690504,-0.216977067989936,-0.325927347792714,76.3287642037645,0.0488181221273802,"IDC3",1
"31","CR235197","Brazil",3046,"X2045",153.534362792969,85.0224227905273,49.4027442932129,-105.72,14.87,0.104793171372292,0.682033739358187,-0.535907695284968,-0.218870024790606,-0.346303507476239,80.2810315471611,0.0488181221273802,"IDC3",1
"32","CR235197","Brazil",3046,"X2050",158.565124511719,89.8411483764648,48.9190559387207,-105.72,14.51,0.104793171372292,0.709953249156475,-0.547435788733722,-0.216978621226023,-0.361865205866913,82.8452273642286,0.0476362442547603,"IDC3",1
"33","CR236193","Brazil",2974,"X2015",17.5584182739258,11.5192651748657,5.62725639343262,-1.09,0.77,0.770813718897108,0.720512537360191,-0.0840487088933365,-0.0277441431686625,-0.055969048600183,10.7506236087413,0.00258910558170814,"IDC3",1
"34","CR236193","Brazil",2974,"X2020",37.4490547180176,28.4692935943604,7.68022966384888,-3.09,2.12,0.76408876933423,0.768631125092506,-0.170759679310326,-0.0376731723374396,-0.132679294422474,15.5729524330993,0.00712844653665098,"IDC3",1
"35","CR236193","Brazil",2974,"X2025",76.3543243408203,57.5428009033203,14.4155178070068,-7.33000000000001,4.32,0.749831876260928,0.809785180389881,-0.317349061937718,-0.0695413003822171,-0.250023948666248,30.2854080844187,0.0145258910558171,"IDC3",1
"36","CR236193","Brazil",2974,"X2030",92.247932434082,56.0809097290039,28.1606559753418,-10.2,4.32,0.740181573638198,0.850939235687256,-0.369498448081133,-0.131339822172006,-0.244521947995513,60.1057154055797,0.0145258910558171,"IDC3",1
"37","CR236193","Brazil",2974,"X2035",104.595901489258,65.4592208862305,29.5932006835938,-14.06,4.32,0.727202420981843,0.892726430296898,-0.407248194130829,-0.137539564849419,-0.279129741456525,66.0338831159537,0.0145258910558171,"IDC3",1
"38","CR236193","Brazil",2974,"X2040",126.326583862305,79.3154067993164,34.2492294311523,-19.69,4.32,0.70827168796234,0.93451362490654,-0.468277168758284,-0.157385859130985,-0.32738153978272,79.0992097463882,0.0145258910558171,"IDC3",1
"39","CR236193","Brazil",2974,"X2045",134.825653076172,83.7902069091797,36.8034057617188,-27.67,4.32,0.681439139206456,0.97440140157938,-0.490399536598431,-0.168078362928272,-0.342263599159123,88.0786211594296,0.0145258910558171,"IDC3",1
"40","CR236193","Brazil",2974,"X2050",148.258728027344,91.4426956176758,40.2688369750977,-38.96,4.32,0.643476798924008,1.01428917825222,-0.523502899135752,-0.182369033093839,-0.366954815638932,99.4795209655433,0.0145258910558171,"IDC3",1
"41","CR236194","Brazil",3056,"X2015",25.2357387542725,11.0620231628418,13.253809928894,-3.49000000000001,1.91,0.434947643979058,0.42163008338213,-0.118542678223657,-0.0641209675054496,-0.0538083265509161,14.5395998694405,0.00625,"IDC3",1
"42","CR236194","Brazil",3056,"X2020",55.9932289123535,28.0812606811523,24.0957984924316,-5.90000000000001,4.37,0.427061518324607,0.449788155734539,-0.244190670721358,-0.113504289758053,-0.130994916064884,27.456241638098,0.0142997382198953,"IDC3",1
"43","CR236194","Brazil",3056,"X2025",84.911979675293,57.0195159912109,21.5145893096924,-7.91,4.37,0.420484293193717,0.473870717614889,-0.345942426402858,-0.101988986742401,-0.24805912361834,25.9916558341358,0.0142997382198953,"IDC3",1
"44","CR236194","Brazil",3056,"X2030",84.6658706665039,55.5189781188965,22.6177711486816,-10.7,4.37,0.411354712041885,0.497953279495239,-0.345137083693597,-0.106928697924104,-0.242396328270743,28.6354276431025,0.0142997382198953,"IDC3",1
"45","CR236194","Brazil",3056,"X2035",97.1612243652344,65.2923583984375,23.974739074707,-14.52,4.37,0.398854712041885,0.522406342327595,-0.38479893018809,-0.112967534053623,-0.278528059472462,31.7382434802426,0.0142997382198953,"IDC3",1
"46","CR236194","Brazil",3056,"X2040",125.681663513184,78.6078872680664,34.3466377258301,-19.95,4.37,0.381086387434555,0.54685940515995,-0.466559806972679,-0.157796147241878,-0.324997872552387,46.4080028214239,0.0142997382198953,"IDC3",1
"47","CR236194","Brazil",3056,"X2045",133.658172607422,83.333381652832,36.3049125671387,-27.65,4.37,0.355890052356021,0.57020096513629,-0.487416094354415,-0.166002240298052,-0.340759529070421,50.9052641188851,0.0142997382198953,"IDC3",1
"48","CR236194","Brazil",3056,"X2050",146.45735168457,91.2254409790039,39.1185913085938,-38.6,4.37,0.32005890052356,0.593542525112629,-0.519191760297148,-0.177653102513556,-0.366266781996381,56.7081440960618,0.0142997382198953,"IDC3",1
"49","CR236198","Brazil",3042,"X2015",20.7231006622314,13.1542711257935,6.97814416885376,-22.64,0.78,0.232051282051282,0.845803862810135,-0.0984281178099573,-0.0342890574319674,-0.0636550701842049,15.5971773052596,0.00256410256410256,"IDC3",1
"50","CR236198","Brazil",3042,"X2020",42.3664970397949,28.2398529052734,12.0746994018555,-36.73,1.95,0.185733070348455,0.902289885282516,-0.190899777522253,-0.058587146972582,-0.131683730172557,28.4295009670313,0.00641025641025641,"IDC3",1
"51","CR236198","Brazil",3042,"X2025",76.4563980102539,56.8666114807129,14.9295167922974,-56.68,4.98,0.120151216305062,0.950600299239159,-0.317697376476751,-0.0719295043689618,-0.247484028051453,36.7727248652901,0.016370808678501,"IDC3",1
"52","CR236198","Brazil",3042,"X2030",70.2289810180664,50.5115203857422,15.3833389282227,-69.58,2.1,0.0777449046679816,0.998910713195801,-0.296118249583237,-0.0740330115941339,-0.223188534288104,39.7715837317204,0.00690335305719921,"IDC3",1
"53","CR236198","Brazil",3042,"X2035",89.4926986694336,64.0671539306641,18.9747772216797,-77.93,4.2,0.0502958579881657,1.04796436429024,-0.360752447387162,-0.0905123737401236,-0.274094740807848,51.0123425589079,0.0138067061143984,"IDC3",1
"54","CR236198","Brazil",3042,"X2040",99.3084487915039,74.6088562011719,17.8131046295166,-78.36,8.4,0.0488823142669296,1.09701801538467,-0.391368475187474,-0.0852143680232784,-0.311365261270095,50.2744565880638,0.0276134122287968,"IDC3",1
"55","CR236198","Brazil",3042,"X2045",139.593612670898,91.0336303710938,33.9846038818359,-78.36,16.8,0.0488823142669296,1.14384195506573,-0.502404640495111,-0.156270235087733,-0.365658706685761,96.1309170668328,0.0552268244575937,"IDC3",1
"56","CR236198","Brazil",3042,"X2050",150.661590576172,87.9176406860352,44.6958694458008,-78.36,29.18,0.0488823142669296,1.19066589474678,-0.52919343195749,-0.200268591633325,-0.355698312313625,128.240013637193,0.0959237343852729,"IDC3",1
"57","CR237193","Brazil",2974,"X2015",22.114538192749,11.3887319564819,10.0161533355713,-2.08000000000001,0.48,0.592770679219906,0.689113719344139,-0.104678753940237,-0.0488474000373091,-0.0553527104988711,18.1031081910566,0.00161398789509079,"IDC3",1
"58","CR237193","Brazil",2974,"X2020",48.7862129211426,28.1241188049316,17.7621154785156,-3.41,1.32,0.588298587760592,0.735135373711586,-0.216458353846506,-0.0849811175778244,-0.131181115751009,33.5977780632774,0.00443846671149966,"IDC3",1
"59","CR237193","Brazil",2974,"X2025",72.0502471923828,56.8856964111328,11.5659437179565,-7.08000000000001,3.04,0.57595830531271,0.774495999157429,-0.302498933295204,-0.0561893528377009,-0.247555833200231,23.4042110990143,0.010221923335575,"IDC3",1
"60","CR237193","Brazil",2974,"X2030",90.410400390625,55.4372215270996,27.122802734375,-9.88,3.04,0.566543375924681,0.813856624603272,-0.363678921074217,-0.126820397159745,-0.242086569492334,55.5082850313699,0.010221923335575,"IDC3",1
"61","CR237193","Brazil",2974,"X2035",102.615020751953,64.7302169799805,28.5128402709961,-13.66,3.04,0.553833221250841,0.853822798132896,-0.401348171085825,-0.132868118536598,-0.276497360659447,61.0111667025952,0.010221923335575,"IDC3",1
"62","CR237193","Brazil",2974,"X2040",122.905166625977,78.4650573730469,32.1623878479004,-19.19,3.04,0.535238735709482,0.893788971662521,-0.459102689902603,-0.148547819203847,-0.324515647967658,71.4039225015635,0.010221923335575,"IDC3",1
"63","CR237193","Brazil",2974,"X2045",131.262252807617,82.9015121459961,34.6298675537109,-27.02,3.04,0.508910558170814,0.9319385009408,-0.481238616736801,-0.158987989390864,-0.339334461730996,79.684227927576,0.010221923335575,"IDC3",1
"64","CR237193","Brazil",2974,"X2050",145.03547668457,90.4922027587891,38.3766746520996,-37.85,3.04,0.472494956287828,0.970088030219078,-0.515761334575294,-0.174596873046111,-0.363939130712023,91.0895182534419,0.010221923335575,"IDC3",1
"65","CR237207","Brazil",2831,"X2015",34.9821166992188,20.4592323303223,12.9266920089722,NA,24.36,NA,2.87366689348221,-0.160467914562856,-0.0625890010006883,-0.0972378514553692,96.7286757706155,0.0860473330978453,"IDC3",1
"66","CR237207","Brazil",2831,"X2020",39.9252243041992,31.0678939819336,7.47790384292603,NA,32.95,NA,3.06558137845993,-0.180963083883024,-0.0366991619248507,-0.143875500358343,60.5047950087461,0.116389968209113,"IDC3",1
"67","CR237207","Brazil",2831,"X2025",74.1421279907227,54.8161735534668,14.9153232574463,NA,38.34,NA,3.22971876692772,-0.30975635840306,-0.0718636390272144,-0.239729408610411,124.823027002016,0.135429176969269,"IDC3",1
"68","CR237207","Brazil",2831,"X2030",72.2957077026367,51.1937713623047,16.5225105285645,NA,NA,NA,3.39385615539551,-0.303354453035717,-0.0792921960718216,-0.225833921583087,144.725372288148,NA,"IDC3",1
"69","CR238207","Brazil",2997,"X2015",74.5303115844727,20.8186359405518,48.3248138427734,-84.22,63.31,0.070337003670337,2.63177042770386,-0.311094765400589,-0.214648640181611,-0.0988586745718242,303.806416455608,0.211244577911245,"IDC3",1
"70","CR238207","Brazil",2997,"X2020",68.945556640625,32.044548034668,31.4253101348877,-87.03,83.56,0.060960960960961,2.8075301399231,-0.291586830813449,-0.145404097713618,-0.148045996551839,219.544150820667,0.278812145478812,"IDC3",1
"71","CR238207","Brazil",2997,"X2025",96.7178421020508,56.1583442687988,31.5813999176025,-89.46,133.46,0.0528528528528529,2.95785094642639,-0.38343357109404,-0.146070805957399,-0.244814391855131,232.359540211412,0.445311978645312,"IDC3",1
"72","CR238207","Brazil",2997,"X2030",104.140113830566,51.0325317382812,42.3659858703613,-91.57,NA,0.0458124791458125,3.10817175292969,-0.40589580892601,-0.190897709583098,-0.22520953869167,319.099794746612,NA,"IDC3",1
"73","CR238207","Brazil",2997,"X2035",129.045013427734,71.7304840087891,42.8313446044922,-93.4,NA,0.0397063730397064,3.26080518722534,-0.475455528903077,-0.192778135141828,-0.301382865531246,338.067502974495,NA,"IDC3",1
"74","CR238207","Brazil",2997,"X2040",136.414321899414,77.5855331420898,43.2377395629883,-94.99,NA,0.0344010677344011,3.413438621521,-0.494431433867352,-0.194416724273453,-0.321538582486169,356.899974842816,NA,"IDC3",1
"75","CR238207","Brazil",2997,"X2045",156.933288574219,94.822998046875,43.588451385498,-96.36,NA,0.0298298298298298,3.55913417243957,-0.543728130859353,-0.195828124319147,-0.377564325571714,374.835074509855,NA,"IDC3",1
"76","CR238207","Brazil",2997,"X2050",148.807846069336,87.4662704467773,43.8960762023926,-97.56,NA,0.0258258258258258,3.70482972335815,-0.524809370572656,-0.197064089671476,-0.354242577208125,392.641808710549,NA,"IDC3",1
"77","CR239203","Brazil",3020,"X2015",35.2175903320312,14.9868040084839,18.1746578216553,-70.22,0.92,0.00874172185430464,0.310649888575077,-0.16145577126333,-0.0868665924825707,-0.0721952991761308,14.5125853148216,0.00304635761589404,"IDC3",1
"78","CR239203","Brazil",3020,"X2020",50.3455657958984,28.2537403106689,18.3731117248535,-71.16,2.51,0.00562913907284768,0.331396278321743,-0.222543689646893,-0.087772217540508,-0.131744021379565,15.6431963160917,0.00831125827814569,"IDC3",1
"79","CR239203","Brazil",3020,"X2025",86.3339157104492,47.8305244445801,29.5512561798096,-71.76,6.38,0.00364238410596027,0.349139901131391,-0.35057607516901,-0.137358668506134,-0.21270528546663,25.7914853862845,0.0211258278145695,"IDC3",1
"80","CR239203","Brazil",3020,"X2030",97.5943069458008,46.1344337463379,40.134635925293,-72.15,6.38,0.00235099337748344,0.36688352394104,-0.386129653220104,-0.181820214313732,-0.206000278691321,35.8749390635216,0.0211258278145695,"IDC3",1
"81","CR239203","Brazil",3020,"X2035",122.079086303711,62.7792434692383,43.6274185180664,-72.2,6.38,0.00218543046357616,0.384900125563145,-0.456863946509541,-0.195984790417017,-0.269405152702887,40.5687119826193,0.0211258278145695,"IDC3",1
"82","CR239203","Brazil",3020,"X2040",129.825469970703,69.719841003418,43.1891822814941,-72.2,6.38,0.00218543046357616,0.402916727185249,-0.477498461083889,-0.19422111585945,-0.294324095038901,42.0855047702974,0.0211258278145695,"IDC3",1
"83","CR239203","Brazil",3020,"X2045",148.327362060547,84.7642288208008,43.6274642944336,-72.2,6.38,0.00218543046357616,0.420114392369986,-0.523666390670648,-0.195984974441473,-0.345459060053433,44.2803591250159,0.0211258278145695,"IDC3",1
"84","CR239203","Brazil",3020,"X2050",139.320983886719,77.1825332641602,43.6274833679199,-72.2,6.38,0.00218543046357616,0.437312057554722,-0.501725883889367,-0.195985051118317,-0.320170104866221,46.0930234383401,0.0211258278145695,"IDC3",1
"85","CR239205","Brazil",3009,"X2015",73.3670501708984,18.8573913574219,49.139347076416,-60.86,21.88,0.490628115653041,2.44143947839737,-0.307076205755854,-0.217840609769632,-0.0899784121013795,286.02606067014,0.0727151877700233,"IDC3",1
"86","CR239205","Brazil",3009,"X2020",67.6271667480469,31.8467292785645,30.1248168945312,-60.86,23.75,0.490628115653041,2.6044881606102,-0.286901581505975,-0.139829010478497,-0.147202917272238,195.857618637524,0.07892987703556,"IDC3",1
"87","CR239205","Brazil",3009,"X2025",91.747314453125,51.9415855407715,30.972900390625,-60.86,47.5,0.490628115653041,2.74393769145012,-0.36791826917168,-0.143468772070397,-0.228723178498371,211.715387847509,0.15785975407112,"IDC3",1
"88","CR239205","Brazil",3009,"X2030",106.498420715332,51.0666999816895,43.6724128723145,-60.86,87.48,0.490628115653041,2.88338722229004,-0.412860068600025,-0.196165650797818,-0.225341893530879,304.191259351706,0.290727816550349,"IDC3",1
"89","CR239205","Brazil",3009,"X2035",125.308052062988,66.8991394042969,43.672664642334,-60.86,94.52,0.490628115653041,3.0249821305275,-0.465562378815737,-0.19616666270413,-0.284301075541629,319.130869185585,0.314124293785311,"IDC3",1
"90","CR239205","Brazil",3009,"X2040",129.681533813477,73.6086807250977,40.9856109619141,-60.86,100.64,0.490628115653041,3.16657703876495,-0.477122291420803,-0.18529407152387,-0.307912858054296,315.553048750575,0.334463276836158,"IDC3",1
"91","CR239205","Brazil",3009,"X2045",147.488510131836,91.0340881347656,39.2113189697266,-60.86,103.91,0.490628115653041,3.3017358148098,-0.52166432818622,-0.178034285663391,-0.365660158576097,316.130766919079,0.345330674642738,"IDC3",1
"92","CR239205","Brazil",3009,"X2050",137.240997314453,82.673698425293,38.7700843811035,-60.86,103.91,0.490628115653041,3.43689459085464,-0.496516826562322,-0.176218885337039,-0.338581489596884,325.716275649097,0.345330674642738,"IDC3",1
"93","CR239206","Brazil",3003,"X2015",77.7241439819336,20.2403717041016,51.6871910095215,-79.28,27.24,0.0688977688977689,2.3643486866951,-0.322008630117528,-0.227741511276444,-0.096249415283814,289.583972515102,0.0907092907092907,"IDC3",1
"94","CR239206","Brazil",3003,"X2020",78.3809280395508,33.360424041748,38.0164833068848,-88.26,46.16,0.038994338994339,2.52224895048141,-0.324231447956337,-0.173109018354091,-0.153632926292193,234.816408638038,0.153712953712954,"IDC3",1
"95","CR239206","Brazil",3003,"X2025",100.832054138184,54.6260261535645,35.9825210571289,-92.54,92.33,0.0247419247419247,2.65729522871971,-0.395987430413944,-0.164656787197271,-0.239006247516004,235.309923568647,0.307459207459207,"IDC3",1
"96","CR239206","Brazil",3003,"X2030",116.211723327637,52.2488098144531,50.7060241699219,-95.25,109.34,0.0157176157176157,2.79234150695801,-0.44069403754139,-0.223943630904093,-0.229907043791656,336.300912117144,0.364102564102564,"IDC3",1
"97","CR239206","Brazil",3003,"X2035",144.152816772461,72.388298034668,53.5041198730469,-96.98,118.19,0.00995670995670996,2.92946542024612,-0.513619521531069,-0.234725433709837,-0.30367689160573,369.802058213959,0.393573093573094,"IDC3",1
"98","CR239206","Brazil",3003,"X2040",152.389846801758,77.8705825805664,54.7369613647461,-98.07,118.19,0.00632700632700633,3.06658933353424,-0.533244276418987,-0.239428235485073,-0.322504868954512,394.867857705354,0.393573093573094,"IDC3",1
"99","CR239206","Brazil",3003,"X2045",172.434692382812,94.3029708862305,54.9194602966309,-98.76,118.19,0.00402930402930403,3.1974803416729,-0.577756645579929,-0.240121936610881,-0.375943802412276,412.914865457348,0.393573093573094,"IDC3",1
"100","CR239206","Brazil",3003,"X2050",163.233444213867,86.520751953125,55.0359573364258,-99.2,NA,0.00256410256410256,3.32837134981155,-0.557877029177922,-0.240564425451719,-0.35118247151297,430.609867355779,NA,"IDC3",1
"101","CR239207","Brazil",2997,"X2015",31.6972827911377,21.0903072357178,9.40289974212646,NA,48.07,NA,3.40227923250198,-0.146565441488101,-0.0459264353464444,-0.100081914740669,84.0337008632639,0.160393727060394,"IDC3",1
"102","CR239207","Brazil",2997,"X2020",39.4759559631348,32.8141670227051,5.57429122924805,NA,57.13,NA,3.62949647474289,-0.179121179100916,-0.0274866306167486,-0.151318096727988,53.6523418364292,0.190623957290624,"IDC3",1
"103","CR239207","Brazil",2997,"X2025",65.5235977172852,55.748706817627,7.4768705368042,NA,114.27,NA,3.82382701086998,-0.279361740830293,-0.0366941849887282,-0.243266045206068,75.4599096044059,0.381281281281281,"IDC3",1
"104","CR239207","Brazil",2997,"X2030",78.804931640625,52.0049285888672,21.004430770874,NA,151,NA,4.01815754699707,-0.325662571913842,-0.0996954228511586,-0.228967414943625,215.438332279834,0.503837170503837,"IDC3",1
"105","CR239207","Brazil",2997,"X2035",96.1452026367188,72.4261245727539,17.3239135742188,NA,169.99,NA,4.21547778367996,-0.381665690054698,-0.0829741046047251,-0.303808576615267,188.109260986176,0.567200533867201,"IDC3",1
"106","CR239207","Brazil",2997,"X2040",98.9452056884766,77.6086883544922,15.3107137680054,NA,186.51,NA,4.41279802036285,-0.390262064733329,-0.0736967080331349,-0.32161712753041,174.897232038479,0.622322322322322,"IDC3",1
"107","CR239207","Brazil",2997,"X2045",114.183326721191,94.113166809082,13.7159147262573,NA,200.89,NA,4.60114915537834,-0.434992703413083,-0.0662808422766751,-0.375351279245105,164.011812696698,0.670303636970304,"IDC3",1
"108","CR239207","Brazil",2997,"X2050",106.328231811523,87.73193359375,12.9237222671509,NA,200.89,NA,4.78950029039383,-0.412360232457237,-0.0625750815541084,-0.355099777511361,161.180473071598,0.670303636970304,"IDC3",1
"109","CR240204","Brazil",3014,"X2015",50.2146835327148,13.8609590530396,33.2710113525391,-23.25,17.03,0.0317518248175183,0.836089644908905,-0.222034746928992,-0.153254461919113,-0.0669577501260769,68.9107172381716,0.0565029860650299,"IDC3",1
"110","CR240204","Brazil",3014,"X2020",62.7079162597656,26.6956653594971,30.7604484558105,-26.82,17.16,0.019907100199071,0.891926914691925,-0.269144549776887,-0.142558430063183,-0.124953566169329,68.382184630856,0.0569343065693431,"IDC3",1
"111","CR240204","Brazil",3014,"X2025",90.4763031005859,50.0403709411621,31.2771186828613,-29.06,17.49,0.0124751161247512,0.939682474374771,-0.363888562949934,-0.144770644023266,-0.22135640566637,73.1614714146267,0.058029197080292,"IDC3",1
"112","CR240204","Brazil",3014,"X2030",87.559440612793,46.716007232666,32.01708984375,-30.46,17.49,0.00783012607830126,0.987438034057617,-0.354543333780274,-0.147929022943914,-0.208305770964155,78.5568459058225,0.058029197080292,"IDC3",1
"113","CR240204","Brazil",3014,"X2035",106.372413635254,62.8060073852539,32.2211227416992,-31.34,17.49,0.00491041804910418,1.03592829465866,-0.412490033102769,-0.148797832257894,-0.269502914057222,82.8985811485424,0.058029197080292,"IDC3",1
"114","CR240204","Brazil",3014,"X2040",114.140419006348,69.4365234375,32.3488159179688,-31.89,17.49,0.00308560053085601,1.0844185552597,-0.434871474549581,-0.149341122345579,-0.293323734758486,87.0957872077253,0.058029197080292,"IDC3",1
