"","ID","Country","area_km2","Year","dEDD_total","dEDD_ghg","dEDD_luc","floss","soyarea","Forarea","Y0","dyt","dyl","dyg","CRVln","areasoyp","Scenario","CD_Bioma"
"2451","CR260216","Brazil",2934,"X2045",63.7506942749023,63.3507995605469,0.228500455617905,-0.18,8.05,0.000374914792092706,4.1140990319252,-0.272945232973349,-0.00114184987084442,-0.271490051868168,2.52641415846614,0.0274369461486026,"IDC3",3
"2452","CR260216","Brazil",2934,"X2050",62.5989608764648,62.2019729614258,0.228293776512146,-0.18,4.09,0.000374914792092706,4.28251244258881,-0.268746288126277,-0.00114081765476481,-0.267293352176082,2.6274572879151,0.0139400136332652,"IDC3",3
"2453","CR260217","Brazil",2926,"X2015",14.2115526199341,13.9132585525513,0.258521616458893,-1.06,38.1,0.00328092959671907,2.99060948848724,-0.0685919104446054,-0.00129177302430694,-0.0672017064411622,2.07762286321105,0.130211893369788,"IDC3",3
"2454","CR260217","Brazil",2926,"X2020",25.4367332458496,25.1086139678955,0.258521616458893,-1.06,NA,0.00328092959671907,3.19033384799957,-0.119428073581351,-0.00129177302430694,-0.117982224755051,2.21637447797734,NA,"IDC3",3
"2455","CR260217","Brazil",2926,"X2025",40.4307899475098,40.0667190551758,0.258521616458893,-1.06,NA,0.00328092959671907,3.36115073442459,-0.183030853925181,-0.00129177302430694,-0.18154232608197,2.33504362218535,NA,"IDC3",3
"2456","CR260217","Brazil",2926,"X2030",34.3267097473145,33.9765853881836,0.258545607328415,-1.06,NA,0.00328092959671907,3.53196762084961,-0.157712225959576,-0.00129189282369357,-0.156236407200794,2.45394032439222,NA,"IDC3",3
"2457","CR260217","Brazil",2926,"X2035",57.4515724182129,57.0504684448242,0.258545607328415,-1.06,NA,0.00328092959671907,3.70541245937347,-0.249681774737008,-0.00129189282369357,-0.248175486689282,2.57444632246505,NA,"IDC3",3
"2458","CR260217","Brazil",2926,"X2040",53.5343818664551,53.1415748596191,0.258545607328415,-1.06,NA,0.00328092959671907,3.87885729789734,-0.234841218619313,-0.00129189282369357,-0.233336943224737,2.69495232053788,NA,"IDC3",3
"2459","CR260217","Brazil",2926,"X2045",98.9163513183594,69.5211715698242,18.4479999542236,-1.06,NA,0.00328092959671907,4.04441828012466,-0.390174090367076,-0.0881137292155593,-0.293622765603068,191.655128361683,NA,"IDC3",3
"2460","CR260217","Brazil",2926,"X2050",91.8661346435547,68.2818145751953,14.7853469848633,-1.06,NA,0.00328092959671907,4.20997926235199,-0.368293678003387,-0.0712602644642688,-0.289231907219752,161.342277918743,NA,"IDC3",3
"2461","CR260218","Brazil",2918,"X2015",16.338737487793,15.3256044387817,0.888037204742432,0,16.96,0.0198423577793009,2.68665419197082,-0.0784458009058905,-0.00443034297146616,-0.0737656718526079,6.40132557978979,0.0581220013708019,"IDC3",3
"2462","CR260218","Brazil",2918,"X2020",29.082592010498,27.9761791229248,0.887985408306122,0,0.17,0.0198423577793009,2.86607925224304,-0.135334852792256,-0.00443008513663112,-0.130538214056356,6.82843320650443,0.000582590815627142,"IDC3",3
"2463","CR260218","Brazil",2918,"X2025",45.4450378417969,44.2303085327148,0.887968242168427,0,0.24,0.0198423577793009,3.01953489589691,-0.203258655465966,-0.00442999968617619,-0.198404804785649,7.19390248124885,0.000822481151473612,"IDC3",3
"2464","CR260218","Brazil",2918,"X2030",38.5787925720215,37.4081573486328,0.887951135635376,0,0.33,0.0198423577793009,3.17299053955078,-0.175430595515111,-0.00442991453241703,-0.170590093233336,7.55935815809877,0.00113091158327622,"IDC3",3
"2465","CR260218","Brazil",2918,"X2035",63.5307197570801,62.2041168212891,0.887951135635376,0,0.47,0.0198423577793009,3.32880703926086,-0.272145125436798,-0.00442991453241703,-0.267301206235856,7.93057663907683,0.00161069225496916,"IDC3",3
"2466","CR260218","Brazil",2918,"X2040",59.5821990966797,58.2795944213867,0.887951135635376,0,0.66,0.0198423577793009,3.48462353897095,-0.257632589140039,-0.00442991453241703,-0.252781753182669,8.30179512005489,0.00226182316655243,"IDC3",3
"2467","CR260218","Brazil",2918,"X2045",77.5261993408203,76.1198348999023,0.887951135635376,0,NA,0.0198423577793009,3.63335747051239,-0.321337274152095,-0.00442991453241703,-0.316548220373188,8.65614003371577,NA,"IDC3",3
"2468","CR260218","Brazil",2918,"X2050",75.7959594726562,74.3989944458008,0.888054549694061,0,NA,0.0198423577793009,3.78209140205383,-0.315440557567693,-0.00443042931200011,-0.310642291551798,9.01153201355604,NA,"IDC3",3
"2469","CR260219","Brazil",2909,"X2015",18.8583583831787,15.1573829650879,3.28648972511292,-1.37,0.49,0.00415950498453077,2.92922651672363,-0.089982812162316,-0.0162981724431992,-0.0729862816047828,25.6751307175984,0.0016844276383637,"IDC3",3
"2470","CR260219","Brazil",2909,"X2020",31.9133110046387,29.0114402770996,2.35627341270447,-1.37,0.77,0.00415950498453077,3.12485148620605,-0.147486773529313,-0.0117122385012226,-0.135027185947763,19.6829453662143,0.00264695771742867,"IDC3",3
"2471","CR260219","Brazil",2909,"X2025",48.5624618530273,45.8024444580078,2.04781436920166,-1.37,0.63,0.00415950498453077,3.29216231536865,-0.215581271916742,-0.01018683100116,-0.204681187171514,18.0360378704289,0.00216569267789618,"IDC3",3
"2472","CR260219","Brazil",2909,"X2030",41.2965965270996,39.0296669006348,1.74015533924103,-1.37,0.99,0.00415950498453077,3.45947314453125,-0.186559896054071,-0.00866303448016559,-0.177287387662159,16.1176159952164,0.00340323135097972,"IDC3",3
"2473","CR260219","Brazil",2909,"X2035",66.7049102783203,64.1579895019531,1.74015533924103,-1.37,1.57,0.00415950498453077,3.6293579864502,-0.283605690053193,-0.00866303448016559,-0.274424356044814,16.90910606641,0.0053970436576143,"IDC3",3
"2474","CR260219","Brazil",2909,"X2040",63.4004516601562,60.8871574401855,1.74015533924103,-1.37,2.48,0.00415950498453077,3.79924282836914,-0.271670889662354,-0.00866303448016559,-0.262460613817493,17.7005961376037,0.00852526641457546,"IDC3",3
"2475","CR260219","Brazil",2909,"X2045",79.7373504638672,77.0589828491211,1.74015533924103,-1.37,3.91,0.00415950498453077,3.96140563201904,-0.328799079441988,-0.00866303448016559,-0.319750008793472,18.4561093873795,0.0134410450326573,"IDC3",3
"2476","CR260219","Brazil",2909,"X2050",80.9311828613281,75.4419784545898,3.59822487831116,-1.37,6.18,0.00415950498453077,4.12356843566895,-0.33279365247523,-0.0178302503262612,-0.314227879479903,39.5413456541611,0.021244413887934,"IDC3",3
"2477","CR260220","Brazil",2901,"X2015",17.1875514984131,17.187442779541,9.4138114945963e-05,0,3.1,0.0190279214064116,2.89994671058655,-0.0823486536361552,-4.70690463938439e-07,-0.0823481548059229,0.000734084771827749,0.01068597035505,"IDC3",3
"2478","CR260220","Brazil",2901,"X2020",28.6445426940918,28.6444263458252,9.4138114945963e-05,0,4.37,0.0190279214064116,3.09361626243591,-0.133438947416765,-4.70690463938439e-07,-0.133438443302237,0.000783109765376879,0.0150637711134092,"IDC3",3
"2479","CR260220","Brazil",2901,"X2025",42.9336471557617,42.933521270752,9.4138114945963e-05,0,6.17,0.0190279214064116,3.25925469493866,-0.193190933838006,-4.70690463938439e-07,-0.19319042601201,0.000825039036175476,0.0212685280937608,"IDC3",3
"2480","CR260220","Brazil",2901,"X2030",38.2026557922363,38.2025337219238,9.4138114945963e-05,0,8.7,0.0190279214064116,3.42489312744141,-0.173878381958539,-4.70690463938439e-07,-0.173877877733765,0.000866968306974073,0.0299896587383661,"IDC3",3
"2481","CR260220","Brazil",2901,"X2035",65.1638641357422,65.1637268066406,9.4138114945963e-05,0,NA,0.0190279214064116,3.59307984352112,-0.278064385514535,-4.70690463938439e-07,-0.278063889800518,0.000909542643477264,NA,"IDC3",3
"2482","CR260220","Brazil",2901,"X2040",59.4812698364258,59.4811363220215,9.4138114945963e-05,0,NA,0.0190279214064116,3.76126655960083,-0.257257861627491,-4.70690463938439e-07,-0.257257365793455,0.000952116979980455,NA,"IDC3",3
"2483","CR260220","Brazil",2901,"X2045",78.9063568115234,78.9062118530273,9.4138114945963e-05,0,NA,0.0190279214064116,3.92180842494965,-0.326004459161018,-4.70690463938439e-07,-0.326003970653941,0.000992756119369865,NA,"IDC3",3
"2484","CR260220","Brazil",2901,"X2050",74.9153900146484,74.9152450561523,9.4138114945963e-05,0,NA,0.0190279214064116,4.08235029029846,-0.312419902018793,-4.70690463938439e-07,-0.312419403665727,0.00103339525875927,NA,"IDC3",3
"2485","CR261196","Brazil",3050,"X2015",35.1943626403809,14.8574151992798,18.4234390258789,-26.77,0.35,0.0573114754098361,3.12524732494354,-0.161358378374008,-0.0880017384724321,-0.0715948672470741,147.909626950676,0.00114754098360656,"IDC3",3
"2486","CR261196","Brazil",3050,"X2020",47.1274948120117,25.5118427276611,18.4234409332275,-26.77,0.97,0.0573114754098361,3.33396331501007,-0.209932958181275,-0.0880017471699253,-0.119758707998471,157.787614116727,0.00318032786885246,"IDC3",3
"2487","CR261196","Brazil",3050,"X2025",68.1719207763672,44.4805374145508,18.4235248565674,-26.77,2.16,0.0573114754098361,3.5124704117775,-0.288841254874898,-0.0880021298595415,-0.199407089000676,166.236603014651,0.00708196721311475,"IDC3",3
"2488","CR261196","Brazil",3050,"X2030",76.9382095336914,42.0831336975098,27.5612869262695,-26.77,5.52,0.0573114754098361,3.69097750854492,-0.319339104506481,-0.128732677394781,-0.189752618340577,255.535356397475,0.0180983606557377,"IDC3",3
"2489","CR261196","Brazil",3050,"X2035",108.822708129883,57.456787109375,38.4816474914551,-26.77,5.12,0.0573114754098361,3.87223086833954,-0.41964398259933,-0.175029983923218,-0.249701337871058,364.497449266935,0.0167868852459016,"IDC3",3
"2490","CR261196","Brazil",3050,"X2040",107.246299743652,56.1337966918945,38.4816513061523,-26.77,4.65,0.0573114754098361,4.05348422813416,-0.415051516907767,-0.175029999658272,-0.244721696282653,381.559066300428,0.0152459016393443,"IDC3",3
"2491","CR261196","Brazil",3050,"X2045",120.794403076172,67.5441818237305,38.4816551208496,-26.77,4.11,0.0573114754098361,4.2264987988472,-0.45336392861718,-0.175030015393326,-0.286605638021657,397.845159774324,0.0134754098360656,"IDC3",3
"2492","CR261196","Brazil",3050,"X2050",117.263023376465,64.5616912841797,38.4816551208496,-26.77,3.36,0.0573114754098361,4.39951336956024,-0.443626315956738,-0.175030015393326,-0.275887459807078,414.131218946373,0.011016393442623,"IDC3",3
"2493","CR261197","Brazil",3046,"X2015",38.3581085205078,15.0065355300903,21.2434616088867,-30.06,1.46,0.0260341431385424,3.15321366930008,-0.174520246774176,-0.100770782900334,-0.0722868296534719,170.886923475762,0.00479317137229153,"IDC3",3
"2494","CR261197","Brazil",3046,"X2020",51.270435333252,26.4317398071289,21.2435474395752,-30.06,4,0.0260341431385424,3.36379735898972,-0.226130617943371,-0.100771168807565,-0.123798068356533,182.300105067191,0.0131319763624425,"IDC3",3
"2495","CR261197","Brazil",3046,"X2025",73.8147659301758,46.5702705383301,21.2435989379883,-30.06,6.97,0.0260341431385424,3.5439018304348,-0.308625635361983,-0.100771400351824,-0.207728666227027,192.06126039729,0.0228824688115561,"IDC3",3
"2496","CR261197","Brazil",3046,"X2030",85.0425491333008,44.2539825439453,32.3443145751953,-30.06,6.56,0.0260341431385424,3.72400630187988,-0.346369286764834,-0.149321976594168,-0.198499684038376,299.057663036694,0.0215364412344058,"IDC3",3
"2497","CR261197","Brazil",3046,"X2035",103.752418518066,60.3824234008789,32.3443145751953,-30.06,6.06,0.0260341431385424,3.9068816113472,-0.404743034924219,-0.149321976594168,-0.260596957011367,313.74353041796,0.0198949441891005,"IDC3",3
"2498","CR261197","Brazil",3046,"X2040",101.379348754883,58.327018737793,32.3443145751953,-30.06,5.43,0.0260341431385424,4.08975692081451,-0.397638035105038,-0.149321976594168,-0.25295891375035,328.429397799226,0.0178266579120158,"IDC3",3
"2499","CR261197","Brazil",3046,"X2045",115.704048156738,70.76171875,32.3443641662598,-30.06,4.79,0.0260341431385424,4.26431971621513,-0.439272505362818,-0.149322187524285,-0.297990676531246,342.448209490897,0.015725541694025,"IDC3",3
"2500","CR261197","Brazil",3046,"X2050",109.428085327148,65.3052291870117,32.3445777893066,-30.06,4.05,0.0260341431385424,4.43888251161575,-0.421397998153734,-0.149323096145731,-0.278574487542575,356.46872633713,0.0132961260669731,"IDC3",3
"2501","CR261202","Brazil",3025,"X2015",33.8400268554688,13.8297462463379,18.6030941009521,-47.67,1.79,0.106082644628099,2.92357220077515,-0.155660094881318,-0.0888205962182034,-0.0668121244259564,139.652368481188,0.00591735537190083,"IDC3",3
"2502","CR261202","Brazil",3025,"X2020",59.6533241271973,32.1040992736816,23.6593933105469,-56.98,2.82,0.0753057851239669,3.11881955337524,-0.257896546726042,-0.111567821205768,-0.148299633371438,187.132835459103,0.00932231404958678,"IDC3",3
"2503","CR261202","Brazil",3025,"X2025",90.3063888549805,52.9404945373535,29.8115139007568,-62.85,1.91,0.055900826446281,3.28580742073059,-0.363347911346692,-0.138480483779763,-0.232565751338289,244.709864221444,0.00631404958677686,"IDC3",3
"2504","CR261202","Brazil",3025,"X2030",90.5018463134766,51.1260833740234,31.6373252868652,-68.79,3.02,0.0362644628099174,3.45279528808594,-0.363969799411516,-0.146309554103153,-0.225571868518758,271.684157799213,0.00998347107438016,"IDC3",3
"2505","CR261202","Brazil",3025,"X2035",122.646949768066,71.9843292236328,38.2104835510254,-73.59,4.77,0.020396694214876,3.62235219955444,-0.458403894878706,-0.173910714729584,-0.302269006138867,338.795639522411,0.0157685950413223,"IDC3",3
"2506","CR261202","Brazil",3025,"X2040",128.544479370117,71.8937454223633,42.8471946716309,-73.59,7.53,0.020396694214876,3.79190911102295,-0.474141122964188,-0.192842105210739,-0.301952918934882,393.260729879599,0.0248925619834711,"IDC3",3
"2507","CR261202","Brazil",3025,"X2045",145.550201416016,86.5072631835938,42.8471946716309,-73.59,11.9,0.020396694214876,3.95375889015198,-0.517005980348474,-0.192842105210739,-0.35113871128676,410.046248837874,0.0393388429752066,"IDC3",3
"2508","CR261202","Brazil",3025,"X2050",150.476455688477,83.7062301635742,49.0045509338379,-73.59,18.8,0.020396694214876,4.11560866928101,-0.528757416578975,-0.217313271738342,-0.341987368358728,480.995619915459,0.0621487603305785,"IDC3",3
"2509","CR261203","Brazil",3020,"X2015",34.898983001709,19.7122440338135,13.6513862609863,-68.05,2.72,0.130562913907285,2.76810130310059,-0.160118874993304,-0.0659795363510564,-0.0938597831411043,98.2227382085061,0.00900662251655629,"IDC3",3
"2510","CR261203","Brazil",3020,"X2020",67.6877136230469,41.2645378112793,21.7214393615723,-88.27,4.3,0.0636092715231788,2.95296571350098,-0.28711742823625,-0.102917274742007,-0.186429496377589,163.443434561649,0.0142384105960265,"IDC3",3
"2511","CR261203","Brazil",3020,"X2025",100.500038146973,62.7214012145996,28.8904762268066,-97.35,1.66,0.0335430463576159,3.11107343292236,-0.394983888504533,-0.13450387463417,-0.269193825879335,225.043179591523,0.00549668874172185,"IDC3",3
"2512","CR261203","Brazil",3020,"X2030",105.213905334473,61.5326080322266,33.6244888305664,-102.63,1.86,0.0160596026490066,3.26918115234375,-0.409076981657807,-0.154749667612718,-0.264837003317254,272.075545880396,0.00615894039735099,"IDC3",3
"2513","CR261203","Brazil",3020,"X2035",130.740783691406,81.2736358642578,35.8750038146973,-106.53,2.94,0.00314569536423841,3.42972129821777,-0.479884261667947,-0.164207597475365,-0.333935109044691,302.881589123174,0.00973509933774834,"IDC3",3
"2514","CR261203","Brazil",3020,"X2040",131.422622680664,77.5542144775391,39.5846405029297,-106.92,4.65,0.00185430463576159,3.5902614440918,-0.481654418495212,-0.179567142101117,-0.321432331639571,346.715888360947,0.0153973509933775,"IDC3",3
"2515","CR261203","Brazil",3020,"X2045",151.751876831055,95.1614227294922,39.5846405029297,-106.92,7.34,0.00185430463576159,3.74350431060791,-0.531753018562647,-0.179567142101117,-0.37861667294764,361.514737254403,0.0243046357615894,"IDC3",3
"2516","CR261203","Brazil",3020,"X2050",155.300064086914,96.0302124023438,41.4147567749023,-106.92,11.6,0.00185430463576159,3.89674717712402,-0.53998690404395,-0.18704033553925,-0.381310075797964,391.974938162341,0.0384105960264901,"IDC3",3
"2517","CR261204","Brazil",3014,"X2015",38.3244895935059,19.4053554534912,17.0195178985596,-47.72,11.04,0.00892501658925017,2.94400587844849,-0.174381476393398,-0.0815773483728264,-0.092468295411269,129.160303080287,0.0366290643662906,"IDC3",3
"2518","CR261204","Brazil",3014,"X2020",69.6595993041992,40.6348419189453,23.8671493530273,-48.88,11.04,0.00507631055076311,3.14061787033081,-0.29411150744585,-0.112490227801356,-0.183863949690125,189.998727218807,0.0366290643662906,"IDC3",3
"2519","CR261204","Brazil",3014,"X2025",92.5817947387695,61.7788352966309,23.4480209350586,-48.88,0.51,0.00507631055076311,3.30877286338806,-0.370550073597794,-0.110628374760184,-0.265741532271602,196.85855157518,0.00169210351692103,"IDC3",3
"2520","CR261204","Brazil",3014,"X2030",113.577667236328,60.6074409484863,40.8744850158691,-48.88,0.81,0.00507631055076311,3.47692785644531,-0.433279099931165,-0.184841270905525,-0.261428382507483,345.633176988944,0.00268745852687459,"IDC3",3
"2521","CR261204","Brazil",3014,"X2035",137.585906982422,80.0638580322266,41.7818603515625,-48.88,1.29,0.00507631055076311,3.64766984939575,-0.497384359367076,-0.188531168897557,-0.329893946395213,369.844769834828,0.00428002654280027,"IDC3",3
"2522","CR261204","Brazil",3014,"X2040",133.293548583984,76.39697265625,41.7818603515625,-48.88,2.03,0.00507631055076311,3.81841184234619,-0.486480739951647,-0.188531168897557,-0.317494615980754,387.15665267816,0.00673523556735235,"IDC3",3
"2523","CR261204","Brazil",3014,"X2045",153.55354309082,93.7621917724609,41.7818603515625,-48.88,3.21,0.00507631055076311,3.98139283561707,-0.535952200294061,-0.188531168897557,-0.374254136314005,403.681631755887,0.010650298606503,"IDC3",3
"2524","CR261204","Brazil",3014,"X2050",160.282653808594,94.6195297241211,45.9071273803711,-48.88,5.07,0.00507631055076311,4.14437382888794,-0.551305610080219,-0.2050973597343,-0.376930773643496,457.130069944572,0.016821499668215,"IDC3",3
"2525","CR261205","Brazil",3009,"X2015",42.1376342773438,19.4676570892334,20.2929573059082,-37.64,3.58,0.010568295114656,2.94097360229492,-0.18997338302025,-0.0964870053898006,-0.0927509549320259,152.609212721786,0.011897640412097,"IDC3",3
"2526","CR261205","Brazil",3009,"X2020",63.1354751586914,40.6471786499023,18.28537940979,-37.64,5.65,0.010568295114656,3.1373830871582,-0.270705299659084,-0.087371970484322,-0.183914290391895,147.42138239069,0.0187770023263543,"IDC3",3
"2527","CR261205","Brazil",3009,"X2025",82.278450012207,60.6174621582031,16.2993698120117,-37.64,0.82,0.010568295114656,3.30536488342285,-0.337273074066705,-0.0782643858171264,-0.261465388485712,139.124747175891,0.00272515785975407,"IDC3",3
"2528","CR261205","Brazil",3009,"X2030",86.8719100952148,58.6037750244141,21.5087356567383,-37.64,NA,0.010568295114656,3.4733466796875,-0.352320659799653,-0.101962703133662,-0.253991940428859,190.462846849846,NA,"IDC3",3
"2529","CR261205","Brazil",3009,"X2035",111.542610168457,79.0319366455078,23.14133644104,-37.64,NA,0.010568295114656,3.6439128112793,-0.427483115173702,-0.109263546163796,-0.326427527565592,214.123368224436,NA,"IDC3",3
"2530","CR261205","Brazil",3009,"X2040",107.618522644043,75.4709930419922,23.14133644104,-37.64,NA,0.010568295114656,3.81447894287109,-0.416139160583892,-0.109263546163796,-0.314327359239463,224.146164183877,NA,"IDC3",3
"2531","CR261205","Brazil",3009,"X2045",128.863555908203,94.7898864746094,23.1414318084717,-37.64,NA,0.010568295114656,3.97729206848145,-0.474979400249882,-0.109263970899934,-0.377461267921874,233.714287014163,NA,"IDC3",3
"2532","CR261205","Brazil",3009,"X2050",140.80485534668,95.2926025390625,31.08469581604,-37.64,NA,0.010568295114656,4.1401051940918,-0.505409077230664,-0.143947419646448,-0.379024104048762,320.505921855901,NA,"IDC3",3
"2533","CR261214","Brazil",2950,"X2015",17.4921131134033,12.8371620178223,3.92152500152588,-5.27,0.63,0.00308474576271186,3.05269355201721,-0.0837449970650265,-0.0194166457816348,-0.0621692750703292,31.8770567122407,0.00213559322033898,"IDC3",3
"2534","CR261214","Brazil",2950,"X2020",28.1969814300537,21.2537860870361,5.36106157302856,-5.27,0.99,0.00308474576271186,3.25656412315369,-0.131497580224738,-0.0264492342487241,-0.100817202064206,46.3226647830663,0.00335593220338983,"IDC3",3
"2535","CR261214","Brazil",2950,"X2025",47.1313781738281,36.0504341125488,7.57567167282104,-5.27,1.56,0.00308474576271186,3.43092711162567,-0.209948298613256,-0.0371699460090033,-0.164940392592802,68.584222543874,0.00528813559322034,"IDC3",3
"2536","CR261214","Brazil",2950,"X2030",43.585823059082,33.4287071228027,7.07785415649414,-5.27,2.47,0.00308474576271186,3.60529010009766,-0.195817556118786,-0.0347703925679347,-0.153921839727118,67.4171839602857,0.0083728813559322,"IDC3",3
"2537","CR261214","Brazil",2950,"X2035",61.0321731567383,49.6770172119141,7.07785415649414,-5.27,3.91,0.00308474576271186,3.78233559608459,-0.262995194000617,-0.0347703925679347,-0.219940504604711,70.7278492440497,0.0132542372881356,"IDC3",3
"2538","CR261214","Brazil",2950,"X2040",62.6946449279785,48.6648712158203,8.83538722991943,-5.27,6.17,0.00308474576271186,3.95938109207153,-0.269096051041956,-0.0432153472970216,-0.215982828210688,92.0208223828259,0.0209152542372881,"IDC3",3
"2539","CR261214","Brazil",2950,"X2045",72.7476806640625,62.6089897155762,5.84775543212891,-5.27,9.75,0.00308474576271186,4.12837906551361,-0.304927000249044,-0.0288154599083601,-0.268782955336075,63.9773018711757,0.0330508474576271,"IDC3",3
"2540","CR261214","Brazil",2950,"X2050",67.9330215454102,61.5422630310059,3.68504309654236,-5.27,15.4,0.00308474576271186,4.29737703895569,-0.287991270938197,-0.0182565089403706,-0.264872492449806,42.1931540340623,0.0522033898305085,"IDC3",3
"2541","CR261215","Brazil",2942,"X2015",18.3085880279541,13.32080078125,4.19542455673218,-42.5,31.1,0.0835486063902107,3.01430063819885,-0.0874778685171499,-0.0207586333701972,-0.0644343916815818,33.6516313046026,0.105710401087695,"IDC3",3
"2542","CR261215","Brazil",2942,"X2020",29.5177536010742,22.150369644165,5.66048336029053,-42.5,24.87,0.0835486063902107,3.21560718345642,-0.137214152856711,-0.0279056553175557,-0.104839142871037,48.2587439004872,0.0845343303874915,"IDC3",3
"2543","CR261215","Brazil",2942,"X2025",44.014820098877,35.7467613220215,5.66048336029053,-42.5,12.31,0.0835486063902107,3.38777725505829,-0.19754066687399,-0.0279056553175557,-0.163671505113885,50.8426140434292,0.0418422841604351,"IDC3",3
"2544","CR261215","Brazil",2942,"X2030",41.1423492431641,33.0430641174316,5.66048336029053,-42.5,19.45,0.0835486063902107,3.55994732666016,-0.185932299439107,-0.0279056553175557,-0.152288845228278,53.4264841863713,0.0661114887831407,"IDC3",3
"2545","CR261215","Brazil",2942,"X2035",60.1239624023438,50.9652137756348,5.66048336029053,-42.5,30.73,0.0835486063902107,3.73476616859436,-0.259640805080425,-0.0279056553175557,-0.224948708221027,56.0501061776663,0.104452753229096,"IDC3",3
"2546","CR261215","Brazil",2942,"X2040",64.6147994995117,49.9490165710449,9.19294452667236,-42.5,48.55,0.0835486063902107,3.90958501052856,-0.276079715903548,-0.044924345849552,-0.221000661950167,94.4567983281425,0.165023793337865,"IDC3",3
"2547","CR261215","Brazil",2942,"X2045",74.1388702392578,63.4664192199707,6.15570402145386,-42.5,76.71,0.0835486063902107,4.07645754146576,-0.309745115100318,-0.0303096837982797,-0.271911080518919,66.4484916074098,0.260740992522094,"IDC3",3
"2548","CR261215","Brazil",2942,"X2050",83.4190292358398,63.6536331176758,11.5490694046021,-42.5,121.2,0.0835486063902107,4.24333007240295,-0.341041780395528,-0.0561097186952818,-0.272592303455634,128.045908089904,0.411964649898029,"IDC3",3
"2549","CR261216","Brazil",2934,"X2015",14.5768852233887,14.5768852233887,1.57352930685306e-09,NA,106.88,NA,2.91439696073532,-0.0702917261878603,-7.86759546400617e-12,-0.0702917261878603,1.23313755547622e-08,0.36428084526244,"IDC3",3
"2550","CR261216","Brazil",2934,"X2020",24.1063690185547,24.1063690185547,1.57352930685306e-09,NA,1.8,NA,3.10903155565262,-0.113551142150222,-7.86759546400617e-12,-0.113551142150222,1.31549120592981e-08,0.00613496932515337,"IDC3",3
"2551","CR261216","Brazil",2934,"X2025",38.6153411865234,38.6153182983398,1.60889831022359e-05,NA,2.85,NA,3.27549535393715,-0.175581266094163,-8.04449122870921e-08,-0.175581171746921,0.000141708652419718,0.00971370143149284,"IDC3",3
"2552","CR261216","Brazil",2934,"X2030",35.7435111999512,35.7434883117676,1.60889831022359e-05,NA,4.5,NA,3.44195915222168,-0.163657914154959,-8.04449122870921e-08,-0.163657818443197,0.000148910421307351,0.0153374233128834,"IDC3",3
"2553","CR261216","Brazil",2934,"X2035",54.7137489318848,54.7137222290039,1.60889831022359e-05,NA,7.11,NA,3.61098393201828,-0.239339956757161,-8.04449122870921e-08,-0.239339855198082,0.000156222986639408,0.0242331288343558,"IDC3",3
"2554","CR261216","Brazil",2934,"X2040",53.6416473388672,53.6415824890137,4.08070700359531e-05,NA,11.23,NA,3.78000871181488,-0.235251484181931,-2.04035329409713e-07,-0.235251236212745,0.000414781112540926,0.0382753919563736,"IDC3",3
"2555","CR261216","Brazil",2934,"X2045",67.8635406494141,67.8634719848633,4.09175991080701e-05,NA,17.74,NA,3.94135054707527,-0.287743872944838,-2.04587974561576e-07,-0.287743628411061,0.000433656603314158,0.0604635310156782,"IDC3",3
"2556","CR261216","Brazil",2934,"X2050",68.0600280761719,68.0599594116211,4.08953565056436e-05,NA,28.03,NA,4.10269238233566,-0.288443276196709,-2.04476761633821e-07,-0.288443031903053,0.000451163244697557,0.095535105657805,"IDC3",3
"2557","CR261217","Brazil",2926,"X2015",15.6999931335449,15.6999607086182,2.79179184872191e-05,-0.49,82.5,0.00133287764866712,2.89610047340393,-0.075497908328187,-1.39589582670574e-07,-0.0754977584436118,0.000217413962481234,0.281954887218045,"IDC3",3
"2558","CR261217","Brazil",2926,"X2020",26.4498958587646,26.4498615264893,2.79179184872191e-05,-0.49,40.33,0.00133287764866712,3.08951315879822,-0.123877606583799,-1.39589582670574e-07,-0.12387745618741,0.000231933699870138,0.137833219412167,"IDC3",3
"2559","CR261217","Brazil",2926,"X2025",41.883243560791,41.4987182617188,0.283491790294647,-0.49,22.46,0.00133287764866712,3.25493190288544,-0.188942411227514,-0.00141645483102293,-0.187381550422716,2.47950754914539,0.0767600820232399,"IDC3",3
"2560","CR261217","Brazil",2926,"X2030",38.0508422851562,37.6746063232422,0.283491790294647,-0.49,0.2,0.00133287764866712,3.42035064697266,-0.173251061798929,-0.00141645483102293,-0.171694334606003,2.60551848792135,0.000683526999316473,"IDC3",3
"2561","CR261217","Brazil",2926,"X2035",59.8910217285156,59.470630645752,0.283491790294647,-0.49,0.31,0.00133287764866712,3.58831429481506,-0.258778003875528,-0.00141645483102293,-0.257218349700405,2.73346805652463,0.00105946684894053,"IDC3",3
"2562","CR261217","Brazil",2926,"X2040",57.0210037231445,56.6061096191406,0.283491790294647,-0.49,0.49,0.00133287764866712,3.75627794265747,-0.248064717029806,-0.00141645483102293,-0.246503230383293,2.86141762512791,0.00167464114832536,"IDC3",3
"2563","CR261217","Brazil",2926,"X2045",73.3856582641602,72.9363632202148,0.285449355840683,-0.49,0.78,0.00133287764866712,3.91660687923431,-0.307140672709723,-0.00142622874690446,-0.305582431780717,3.0041386034961,0.00266575529733425,"IDC3",3
