"","ID","Scenario","CRVl2_NPV","soyarea","Forarea","area_km2","soyperc","forperc"
"1","CR235194","IDC3",17.0344635162528,6.4125,0.916234858681023,2972,2.15763795423957,91.6234858681023
"2","CR235194","IDC3NoFC",4.46861902944804,6.4125,0.953045087483176,2972,2.15763795423957,95.3045087483176
"3","CR235194","IDC3ZD",3.58888832400566,6.31666666666667,0.955063930013459,2972,2.12539255271422,95.5063930013459
"4","CR235195","IDC3",5.11597180930971,4.64694444444444,0.618446601941748,2884,1.61128448143011,61.8446601941748
"5","CR235195","IDC3NoFC",5.11597180930971,4.70833333333333,0.618446601941748,2884,1.63257050392973,61.8446601941748
"6","CR235195","IDC3ZD",5.11597180930971,4.64694444444444,0.618446601941748,2884,1.61128448143011,61.8446601941748
"7","CR235197","IDC3",106.091559687151,9.32777777777778,0.242818450426789,3046,3.06230393229737,24.2818450426789
"8","CR235197","IDC3NoFC",106.091323041302,9.32777777777778,0.242818450426789,3046,3.06230393229737,24.2818450426789
"9","CR235197","IDC3ZD",26.1154500039372,4.34166666666667,0.388390512147078,3046,1.42536660100678,38.8390512147078
"10","CR236193","IDC3",51.4409161610321,3.71861111111111,0.723163248150639,2974,1.25037360830905,72.3163248150639
"11","CR236193","IDC3NoFC",51.4014288077691,3.71861111111111,0.723259919300605,2974,1.25037360830905,72.3259919300605
"12","CR236193","IDC3ZD",20.7435546945956,3.53944444444444,0.76492938802959,2974,1.19012926847493,76.492938802959
"13","CR236194","IDC3",18.9839179329128,4.165,0.393717277486911,3056,1.36289267015707,39.3717277486911
"14","CR236194","IDC3NoFC",18.841437349167,4.165,0.393979057591623,3056,1.36289267015707,39.3979057591623
"15","CR236194","IDC3ZD",4.85353845161253,4.165,0.428047284031413,3056,1.36289267015707,42.8047284031413
"16","CR236198","IDC3",175.571037001436,7.83416666666667,0.101577909270217,3042,2.57533420994959,10.1577909270217
"17","CR236198","IDC3NoFC",180.72647942102,7.83416666666667,0.0977851742274819,3042,2.57533420994959,9.77851742274819
"18","CR236198","IDC3ZD",84.1386106730442,6.99777777777778,0.191522846811308,3042,2.30038717218204,19.1522846811308
"19","CR237193","IDC3",51.7983655450653,2.58777777777778,0.549256052454607,2974,0.870133751774639,54.9256052454607
"20","CR237193","IDC3NoFC",51.7983617406107,2.58777777777778,0.549256052454607,2974,0.870133751774639,54.9256052454607
"21","CR237193","IDC3ZD",24.4632638946402,2.47388888888889,0.588857599193006,2974,0.831838900097138,58.8857599193006
"22","CR238207","IDC3",862.954972125587,120.683611111111,0.0613836058280503,2997,40.2681385088793,6.13836058280503
"23","CR238207","IDC3NoFC",843.085365208033,81.8725,0.065648982315649,2997,27.3181514848182,6.5648982315649
"24","CR238207","IDC3ZD",843.085365208033,120.683611111111,0.064086308530753,2997,40.2681385088793,6.4086308530753
"25","CR239203","IDC3",94.3967338792636,5.3875,0.00363824503311258,3020,1.78394039735099,0.363824503311258
"26","CR239203","IDC3NoFC",94.504489017347,5.3875,0.00343543046357616,3020,1.78394039735099,0.343543046357616
"27","CR239203","IDC3ZD",93.5858901538428,5.38,0.0060182119205298,3020,1.78145695364238,0.60182119205298
"28","CR239205","IDC3",743.19458130598,74.0658333333333,0.490628115653041,3009,24.6147668106791,49.0628115653041
"29","CR239205","IDC3NoFC",1553.34684078086,76.87,0.207664506480558,3009,25.5466932535726,20.7664506480558
"30","CR239205","IDC3ZD",743.190957676895,65.1816666666667,0.490628115653041,3009,21.6622355156752,49.0628115653041
"31","CR239206","IDC3",1026.54439095132,95.7858333333333,0.0240949526663812,3003,31.8967143967144,2.40949526663812
"32","CR239206","IDC3NoFC",970.180944934531,44.5833333333333,0.053946053946054,3003,14.8462648462648,5.39460539460539
"33","CR239206","IDC3ZD",970.180944934531,92.5966666666667,0.0432662575519718,3003,30.8347208347208,4.32662575519718
"34","CR240204","IDC3",62.1639137184473,17.3983333333333,0.0103890179163902,3014,5.77250608272506,1.03890179163902
"35","CR240204","IDC3NoFC",52.4465249739928,17.1491666666667,0.0258294625082947,3014,5.68983631939836,2.58294625082946
"36","CR240204","IDC3ZD",52.4465249739928,17.3983333333333,0.0213876907763769,3014,5.77250608272506,2.13876907763769
"37","CR240205","IDC3",275.535649364274,48.05,0.0642073778664008,3009,15.9687603855101,6.42073778664008
"38","CR240205","IDC3NoFC",314.6916409557,48.05,0.0443170488534397,3009,15.9687603855101,4.43170488534397
"39","CR240205","IDC3ZD",188.992120685639,48.05,0.121211365902293,3009,15.9687603855101,12.1211365902293
"40","CR240206","IDC3",914.28701475778,87.2075,0.44955044955045,3003,29.0401265401265,44.955044955045
"41","CR240206","IDC3NoFC",1748.45049127132,87.2413888888889,0.296786546786547,3003,29.0514115514115,29.6786546786547
"42","CR240206","IDC3ZD",914.275513160813,87.2413888888889,0.44955044955045,3003,29.0514115514115,44.955044955045
