"","ID","Country","area_km2","Year","dEDD_luc","soyarea","Forarea","Y0","CD_Bioma","dyl","CRVln","areasoyp","Scenario"
"38","CR236198","Brazil",3042,"X2040",1.29163861274719,8400,14870,1.09701801538467,1,-0.00643738375585279,2.14541975300601,0.0276134122287968,"IDC3"
"39","CR236198","Brazil",3042,"X2045",1.29163861274719,16800,14870,1.14384195506573,1,-0.00643738375585279,4.47398509468325,0.0552268244575937,"IDC3"
"40","CR236198","Brazil",3042,"X2050",1.29163861274719,29180,14870,1.19066589474678,1,-0.00643738375585279,8.08899246073121,0.0959237343852729,"IDC3"
"41","CR237193","Brazil",2974,"X2025",16.0758876800537,3040,171290,0.774495999157429,1,-0.0772338529593575,0.570938397555288,0.010221923335575,"IDC3"
"42","CR237193","Brazil",2974,"X2030",15.8006219863892,3040,168490,0.813856624603272,1,-0.0759629492517249,0.599887720153528,0.010221923335575,"IDC3"
"43","CR237193","Brazil",2974,"X2035",15.4298305511475,3040,164710,0.853822798132896,1,-0.0742482351182663,0.629257348636357,0.010221923335575,"IDC3"
"44","CR237193","Brazil",2974,"X2040",14.8885459899902,3040,159180,0.893788971662521,1,-0.0717393659302978,0.658564636955197,0.010221923335575,"IDC3"
"45","CR237193","Brazil",2974,"X2045",14.1246538162231,3040,151350,0.9319385009408,1,-0.0681871312701631,0.686438493714791,0.010221923335575,"IDC3"
"46","CR237193","Brazil",2974,"X2050",13.0733852386475,3040,140520,0.970088030219078,1,-0.0632763081464949,0.714181372549632,0.010221923335575,"IDC3"
"47","CR238207","Brazil",2997,"X2015",1.8081521987915,63310,21080,2.63177042770386,1,-0.00900001619473201,38.2572543548834,0.211244577911245,"IDC3"
"48","CR238207","Brazil",2997,"X2020",1.56582891941071,83560,18270,2.8075301399231,1,-0.00779857667008554,53.8543086825493,0.278812145478812,"IDC3"
"49","CR238207","Brazil",2997,"X2025",1.35659396648407,133460,15840,2.95785094642639,1,-0.00676001741704724,90.6026376277571,0.445311978645312,"IDC3"
"50","CR239203","Brazil",3020,"X2025",0.0852733552455902,6380,1100,0.349139901131391,1,-0.000426275894830797,0.4642362514388,0.0211258278145695,"IDC3"
"51","CR239203","Brazil",3020,"X2030",0.0552728176116943,6380,710,0.36688352394104,1,-0.000276325903021624,0.48992876038142,0.0211258278145695,"IDC3"
"52","CR239203","Brazil",3020,"X2035",0.05141431838274,6380,660,0.384900125563145,1,-0.000257038551843336,0.514332371954711,0.0211258278145695,"IDC3"
"53","CR239203","Brazil",3020,"X2040",0.051406092941761,6380,660,0.402916727185249,1,-0.000256997435208794,0.538321379028233,0.0211258278145695,"IDC3"
"54","CR239203","Brazil",3020,"X2045",0.0513979755342007,6380,660,0.420114392369986,1,-0.000256956858600943,0.56120988920441,0.0211258278145695,"IDC3"
"55","CR239203","Brazil",3020,"X2050",0.0513900220394135,6380,660,0.437312057554722,1,-0.000256917101344789,0.584093006560574,0.0211258278145695,"IDC3"
"56","CR239205","Brazil",3009,"X2015",12.6272792816162,21880,147630,2.44143947839737,1,-0.0611845860944233,11.9064278645456,0.0727151877700233,"IDC3"
"57","CR239205","Brazil",3009,"X2020",12.627233505249,23750,147630,2.6044881606102,1,-0.0611843712166033,13.7870922308473,0.07892987703556,"IDC3"
"58","CR239205","Brazil",3009,"X2025",12.6272106170654,47500,147630,2.74393769145012,1,-0.0611842637776747,29.050510706311,0.15785975407112,"IDC3"
"59","CR239205","Brazil",3009,"X2030",12.627197265625,87480,147630,2.88338722229004,1,-0.0611842011049607,56.2208251954033,0.290727816550349,"IDC3"
"60","CR239205","Brazil",3009,"X2035",12.6271877288818,94520,147630,3.0249821305275,1,-0.0611841563387339,63.7282041871299,0.314124293785311,"IDC3"
"61","CR239205","Brazil",3009,"X2040",12.6271829605103,100640,147630,3.16657703876495,1,-0.0611841339556196,71.0306324578572,0.334463276836158,"IDC3"
"62","CR239205","Brazil",3009,"X2045",12.627179145813,103910,147630,3.3017358148098,1,-0.0611841160491279,76.4688455360797,0.345330674642738,"IDC3"
"63","CR239205","Brazil",3009,"X2050",12.62717628479,103910,147630,3.43689459085464,1,-0.0611841026192589,79.5991316825604,0.345330674642738,"IDC3"
"64","CR239206","Brazil",3003,"X2015",1.73227214813232,27240,20690,2.3643486866951,1,-0.00862395921631465,14.4372883250973,0.0907092907092907,"IDC3"
"65","CR239206","Brazil",3003,"X2020",0.977792143821716,46160,11710,2.52224895048141,1,-0.00487702920280952,26.0779236233102,0.153712953712954,"IDC3"
"66","CR239206","Brazil",3003,"X2025",0.619567811489105,92330,7430,2.65729522871971,1,-0.00309304570498825,54.9289079596152,0.307459207459207,"IDC3"
"67","CR239206","Brazil",3003,"X2030",0.393233180046082,109340,4720,2.79234150695801,1,-0.0019642342622378,68.3312999591491,0.364102564102564,"IDC3"
"68","CR239206","Brazil",3003,"X2035",0.248974591493607,118190,2990,2.92946542024612,1,-0.00124409842455964,77.4771181461366,0.393573093573094,"IDC3"
"69","CR239206","Brazil",3003,"X2040",0.158208951354027,118190,1900,3.06658933353424,1,-0.000790731963349778,81.1209157688443,0.393573093573094,"IDC3"
"70","CR239206","Brazil",3003,"X2045",0.100717648863792,118190,1210,3.1974803416729,1,-0.000503461465041433,84.5649270486317,0.393573093573094,"IDC3"
"71","CR240204","Brazil",3014,"X2015",0.757149994373322,17030,9570,0.836089644908905,1,-0.00377859305472328,3.02347564591777,0.0565029860650299,"IDC3"
